,pulse 0,pulse 1,drug concentration
0,265.5,265.5,0.0
1,265.6,265.6,0.1
2,265.70000000000005,265.70000000000005,1.0
3,269.6,269.6,30.0
4,297.0,297.0,300.0
5,324.8,324.8,1000.0
6,347.7,347.7,10000.0
7,349.3,349.3,100000.0
