,pulse 0,pulse 1,drug concentration
0,200.79403794850447,200.69368277783482,0.0
1,203.16890148346846,203.0683118775524,0.1
2,222.54540122346316,222.44474850793767,1.0
3,345.83471660331196,345.73445113324226,10.0
4,484.73533443030794,484.6405145777576,30.0
5,871.346407236968,491.10695440564473,100.0
6,941.9324703204186,516.8251961782074,300.0
7,,497.2993045594901,500.0
8,,341.0671608258685,1000.0
