,APD,drug concentration,qNet
0,130.10000000000002,0.1,0.15883737433978337
1,130.10000000000002,0.20691380811147897,0.1588370916302883
2,130.10000000000002,0.42813323987193935,0.1588367779102253
3,130.2,0.8858667904100825,0.15883675617858742
4,130.2,1.8329807108324356,0.15883515216535607
5,130.3,3.79269019073225,0.15883255046594347
6,130.5,7.847599703514611,0.15882684371555292
7,130.9,16.23776739188721,0.15881462425253154
8,131.8,33.59818286283781,0.15878890688287556
9,133.8,69.51927961775606,0.15873235019548432
10,137.9,143.8449888287663,0.15860836406061685
11,146.4,297.6351441631316,0.15832866245586907
12,163.3,615.8482110660261,0.15768409157975644
13,192.8,1274.2749857031322,0.1562460525883988
14,235.60000000000002,2636.6508987303555,0.15359529555683554
15,288.4,5455.594781168515,0.15025631847585402
16,357.40000000000003,11288.378916846883,0.14758747425905117
17,448.70000000000005,23357.21469090121,0.145184447650428
18,514.6,48329.30238571752,0.14138662804694263
19,544.5,100000.0,0.13847786369120202
