,APD,drug concentration,qNet
0,130.10000000000002,0.1,0.15883585035232461
1,130.10000000000002,0.20691380811147897,0.1588352425368785
2,130.2,0.42813323987193935,0.15883334318239903
3,130.2,0.8858667904100825,0.15882935360010955
4,130.3,1.8329807108324356,0.158821899771667
5,130.5,3.79269019073225,0.15880782197573143
6,130.8,7.847599703514611,0.1587802010225913
7,131.5,16.23776739188721,0.15872735001128857
8,132.8,33.59818286283781,0.15862649988468627
9,135.2,69.51927961775606,0.15843396488890968
10,139.7,143.8449888287663,0.1580708322302253
11,147.9,297.6351441631316,0.15739887657582832
12,162.2,615.8482110660261,0.15620777256032473
13,185.1,1274.2749857031322,0.15427067585760007
14,218.5,2636.6508987303555,0.15154805975048433
15,262.3,5455.594781168515,0.1483665518590482
16,313.40000000000003,11288.378916846883,0.1452805165565123
17,366.90000000000003,23357.21469090121,0.14276406232105154
18,418.20000000000005,48329.30238571752,0.1409378845458759
19,463.8,100000.0,0.13964999628419383
