,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
dofetilide,0.0,7.849811942098624e-11,2.482328494102144e-10,7.849811942098624e-10,2.482328494102144e-09,7.849811942098623e-09,2.482328494102144e-08,7.849811942098624e-08,2.482328494102144e-07,7.849811942098625e-07,2.4823284941021443e-06,,,,0.9309341404106886,2.030196745980805e-08,100000000.0,1.79e-05,548300000.0,0.9597894736842104,-1.147,7.849811942098615e-11,1.3542578377569539e-10,2.336379909039991e-10,4.030747267748431e-10,6.953887710469642e-10,1.1996920441214516e-09,2.069721371199859e-09,3.5707051450345147e-09,6.1602181869458635e-09,1.0627673406063826e-08,1.8334974281479755e-08,3.16316910633249e-08,5.457132713495554e-08,9.414702929756359e-08,1.6242344818985892e-07,2.802146463751094e-07,4.834292641746175e-07,8.340172667047671e-07,1.4388553873528876e-06,2.482328494102146e-06,239.19903013049495,241.35688661436768,244.9675424653544,250.9669658305148,260.8015041252113,276.5083817642395,300.4702504389223,335.23880571219456,387.8493275421095,460.0525922861787,552.4305437786447,850.4945976182239,920.922596455282,,,,,,,,239.01114527075777,240.9526989750468,244.1360013982309,249.3105150959909,257.6066187828307,270.6197132200239,290.3769545683583,319.1745998870482,362.2692077522937,421.9745317574697,500.55590256155415,589.5308525213504,857.7141837823234,,,,,,,,77.11185198187049,36.771238399112256,1.0,0.9827997458035846,0.9498466760395576,0.862657536170142,0.6760818040136888,0.411172766049779,0.1933786610347478,0.0832815119809795,0.0400519014969214,0.0178915209325997,0.0,,,
dofetilide,0.0,1.6221567490808922e-10,5.129710048909869e-10,1.622156749080892e-09,5.129710048909869e-09,1.6221567490808922e-08,5.129710048909869e-08,1.6221567490808926e-07,5.12971004890987e-07,1.6221567490808927e-06,5.12971004890987e-06,,,,0.9551188821482992,2.4338346610997463e-08,100000000.0,1.79e-05,548300000.0,0.9942105263157895,-1.147,1.6221567490808948e-10,2.798561937174041e-10,4.828108578678885e-10,8.329503856202511e-10,1.4370147928503472e-09,2.479153081048193e-09,4.2770610503456544e-09,7.3788308468025e-09,1.273003682314145e-08,2.196199382843432e-08,3.788906345057683e-08,6.536661199235848e-08,1.1277116862318465e-07,1.9455400983801122e-07,3.3564663030606426e-07,5.790611076565186e-07,9.990023319901489e-07,1.723489362566104e-06,2.9733820310119287e-06,5.129710048909867e-06,238.95917340290185,241.04700243174955,244.6072489427069,250.6362369930369,260.7028614683362,277.05380982895514,302.3308399907244,339.5551105586778,396.2848659009697,474.8320394343255,572.0973573201095,854.2375190271465,948.8773179533238,,,,,,,,238.8649503804185,240.7734083595952,243.94464768470837,249.16733870910983,257.6468358413806,271.10086720285454,291.7234014836665,322.01936886533935,367.9540362215912,431.3569452905057,514.5910996850625,615.3646459453302,870.2316392768527,,,,,,,,73.22912351412847,37.421707562042194,1.0,0.9841532265858358,0.9518962115909568,0.863217915103407,0.6687446358312729,0.394918166541869,0.1799648121469744,0.0781290089312263,0.0392531580641813,0.017908155234857,0.0,,,
dofetilide,0.0,3.1932218303980777e-10,1.0097854058229822e-09,3.193221830398078e-09,1.0097854058229825e-08,3.193221830398078e-08,1.0097854058229825e-07,3.1932218303980786e-07,1.0097854058229829e-06,3.193221830398079e-06,1.0097854058229828e-05,,,,0.9793403128438252,2.8800782058976834e-08,100000000.0,1.79e-05,548300000.0,1.0286315789473686,-1.147,3.193221830398077e-10,5.508979990107991e-10,9.504150398353902e-10,1.6396660535476047e-09,2.828769173962156e-09,4.880222422270339e-09,8.419411208964482e-09,1.4525257042005812e-08,2.505912668948833e-08,4.323226973703948e-08,7.458476784828046e-08,1.2867442835683126e-07,2.2199048130896682e-07,3.829803203409413e-07,6.607216890723737e-07,1.1398840285631826e-06,1.9665399517876355e-06,3.392695471706545e-06,5.853114020528714e-06,1.0097854058229823e-05,238.7376257733622,240.75511648769043,244.2615110231825,250.31265451434223,260.6046025153937,277.6057956196895,304.2355248933,344.14914582161424,405.104870902599,490.2305966240208,591.9708137297657,866.4365201686855,,,,,,,,,238.7253263727333,240.59946930933887,243.7558199492096,249.02286787158408,257.68274313702005,271.5825360554613,293.091331401972,324.9426659065845,373.7776907002308,441.0910500393273,528.7964167761914,662.8048798407949,887.3910608846927,,,,,,,,64.15656573228058,32.377665059433134,1.0,0.9853974863643276,0.9538517498807362,0.8637317925195009,0.6612469057120623,0.3789427507517661,0.1677175844703939,0.0739082070923161,0.0386088879901972,0.0177130578362874,0.0,,,
dofetilide,0.0,6.016132933213944e-10,1.902468277530572e-09,6.016132933213944e-09,1.9024682775305722e-08,6.016132933213944e-08,1.9024682775305721e-07,6.016132933213943e-07,1.902468277530572e-06,6.016132933213943e-06,1.902468277530572e-05,,,,1.0039222295059438,3.348519996289653e-08,100000000.0,1.79e-05,548300000.0,1.0630526315789477,-1.147,6.016132933213954e-10,1.037909600623446e-09,1.7906125928816975e-09,3.089183736098587e-09,5.3294923722266465e-09,9.194496466401034e-09,1.5862442305239865e-08,2.7366052812846736e-08,4.72122030229943e-08,8.145099074127536e-08,1.405201085300796e-07,2.424267737150937e-07,4.182372276016911e-07,7.215472774369486e-07,1.2448209753161793e-06,2.1475782794046154e-06,3.705024704455215e-06,6.391947707922022e-06,1.1027455620384933e-05,1.902468277530572e-05,238.5325025867469,240.4797342713844,243.92954254116125,249.99608692158108,260.50678756545284,278.16422316882387,306.18360125345305,349.04610974459104,414.3381373520911,506.1291385111655,678.7825706723021,885.2391034770419,,,,,,,,,238.58912818258176,240.4276484306796,243.5655086579841,248.8723680048736,257.7102621490563,272.0624521107003,294.4855589397559,327.9713431604489,379.8055757464477,451.2739688041886,543.2028510134793,850.3100837910267,913.749357559949,,,,,,,,45.12106638707691,25.254232422881017,1.0,0.9865399361427808,0.9557111007276508,0.864186200660472,0.6535610911099401,0.3632128379509055,0.1564897065677798,0.0703392726678469,0.0379171361711092,0.0171955801123617,0.0,,,
dofetilide,0.0,1.089306445245627e-09,3.4446894368776757e-09,1.0893064452456268e-08,3.444689436877676e-08,1.0893064452456269e-07,3.444689436877676e-07,1.0893064452456271e-06,3.444689436877677e-06,1.0893064452456271e-05,3.4446894368776774e-05,,,,1.0291575365260617,3.8116009321737215e-08,100000000.0,1.79e-05,548300000.0,1.0974736842105264,-1.147,1.0893064452456255e-09,1.8792829714576134e-09,3.242158808685099e-09,5.593406581331069e-09,9.649804044227596e-09,1.6647943741974802e-08,2.8721208178496536e-08,4.95501313566238e-08,8.54844093674614e-08,1.474786048963085e-07,2.544316450578451e-07,4.389481582929035e-07,7.572779935645469e-07,1.3064639837364958e-06,2.2539254478615077e-06,3.888495961433516e-06,6.708474256072127e-06,1.1573530560590208e-05,1.9966777023206823e-05,3.4446894368776794e-05,238.34300705874028,240.22057251637256,243.6106798426117,249.686282639484,260.409586915663,278.7293545871533,308.1767261264549,354.15011685463435,424.0056554108068,522.3703393793762,857.3453041104668,915.6317981687351,,,,,,,,,238.455399088528,240.2550408969281,243.3701110785592,248.7115683837985,257.72519203210265,272.539760388195,295.9137725434438,331.1382927536524,386.1059085769652,462.0028289596824,557.8408780034935,849.2258458297767,945.1607839718262,,,,,,,,91.25045286671778,42.44956875628113,1.0,0.9875876659134316,0.957479026554045,0.8645752585026362,0.6456551024164429,0.3477060234171499,0.1461432896791403,0.0671815400820381,0.037020048786934,0.0163005551269643,0.0,,,
dofetilide,0.0,1.9023975590034648e-09,6.015909301595513e-09,1.9023975590034652e-08,6.015909301595513e-08,1.902397559003465e-07,6.015909301595513e-07,1.9023975590034647e-06,6.015909301595513e-06,1.902397559003465e-05,,,,,1.0948101769806096,2.1409894840752562e-08,100000000.0,1.79e-05,548300000.0,1.1318947368421053,-1.147,1.9023975590034627e-09,3.089068904999231e-09,5.015958233688914e-09,8.144796304606217e-09,1.3225330784849829e-08,2.1474984496515666e-08,3.4870580299880607e-08,5.6622037172958587e-08,9.194154688692924e-08,1.4929254520002517e-07,2.424177622300816e-07,3.9363232347538853e-07,6.391710106521475e-07,1.0378710194607034e-06,1.6852708196783744e-06,2.736503556227259e-06,4.443470821309037e-06,7.215204560905417e-06,1.1715881334486608e-05,1.9023975590034665e-05,238.16797079209488,239.71682611998185,242.38152541348225,246.94360279310345,254.6764887003397,267.52944261428473,288.0940817245089,319.0938985023065,366.4491979800985,434.1245501121642,526.2210207267407,861.303474810462,894.8170956876908,,,,,,,,238.08411820448725,239.50343064214564,241.8932049151296,245.8895469007169,252.49707607603384,263.22316144840875,280.13529397643686,305.7132979964363,343.5119426646338,400.18933459937534,476.1200598095686,567.931512353154,850.3162523518887,,,,,,,,84.35380387236339,36.50084184914175,1.0,0.9883738374076244,0.958533642533741,0.8628311304589358,0.6319827847929145,0.3222260615512298,0.1233903386348179,0.0499676645099744,0.0211021791415961,0.0,,,,
dofetilide,0.0,3.214840613720728e-09,1.016621865377106e-08,3.214840613720728e-08,1.0166218653771062e-07,3.214840613720729e-07,1.0166218653771062e-06,3.214840613720729e-06,1.0166218653771064e-05,3.214840613720729e-05,,,,,1.118995202465446,2.4949807077468617e-08,100000000.0,1.79e-05,548300000.0,1.1663157894736842,-1.147,3.214840613720722e-09,5.220183408758911e-09,8.476412393441591e-09,1.3763801276241472e-08,2.2349340355176932e-08,3.629033900494809e-08,5.892740833350799e-08,9.568495495262585e-08,1.5537100414239448e-07,2.5228782247081504e-07,4.09659097708683e-07,6.651949138563989e-07,1.0801280281466676e-06,1.753886767450339e-06,2.847920536156758e-06,4.624387121669224e-06,7.508972241170367e-06,1.219289446042624e-05,1.979853840822318e-05,3.2148406137207284e-05,238.0059661951348,239.49463715426225,242.09948996000503,246.63484373778837,254.45193023419145,267.6529478328228,289.0650631317807,321.6721293555196,372.20477043511136,444.6998209599094,542.2275124378323,850.938348974749,933.5458100431996,,,,,,,,237.98178629652904,239.3693553115693,241.7335284637645,245.73351128941232,252.4237330640533,263.4023248937075,280.87716098324967,307.50309317288804,347.4324076924912,406.9168001458247,486.97293067904,581.4939450679731,856.7124284983523,,,,,,,,80.33051822343803,38.010789607188585,1.0,0.9892860354655582,0.9602161731965284,0.8633030793810266,0.6240803622435499,0.3080406404633763,0.115783751356263,0.0486158472924283,0.0210897191475328,0.0,,,,
dofetilide,0.0,5.271737426112609e-09,1.6670697492869454e-08,5.271737426112608e-08,1.6670697492869454e-07,5.271737426112608e-07,1.6670697492869455e-06,5.271737426112609e-06,1.6670697492869456e-05,5.2717374261126095e-05,,,,,1.1432376369873358,2.8790783893298476e-08,100000000.0,1.79e-05,548300000.0,1.2007368421052633,-1.147,5.271737426112603e-09,8.56012460763228e-09,1.3899731222430274e-08,2.2570060239957485e-08,3.6648738819731165e-08,5.950936961608216e-08,9.662993014637843e-08,1.5690543288112025e-07,2.547793921647002e-07,4.13704850621682e-07,6.717643133290318e-07,1.0907952662007654e-06,1.7712079804739753e-06,2.876046318959071e-06,4.6700571135550846e-06,7.583130111673581e-06,1.2313310285577128e-05,1.9994066824133367e-05,3.2465900630812734e-05,5.2717374261126136e-05,237.85657155955062,239.28607002556214,241.82982748978486,246.33464317210183,254.23011819158785,267.77715112528216,290.0515442688965,324.3198014601196,378.12476125828925,455.7318619554386,558.1772437310493,852.0584848710159,,,,,,,,,237.88400770804122,239.23966146567665,241.57653410280852,245.57777485731754,252.34841204764354,263.5793082560383,281.6259365887595,309.3265449792272,351.49999229888755,413.8556871312113,498.0759604628828,595.2508330293173,866.4426803821102,,,,,,,,77.64363992847342,34.661452181738944,1.0,0.9901262396204906,0.9618241605946971,0.8637398100426358,0.6160534508728058,0.29431691044018965,0.10903523805787518,0.04749936333439367,0.020926697924555534,0.0,,,,
dofetilide,0.0,8.409621178844392e-09,2.659355718433849e-08,8.409621178844392e-08,2.659355718433849e-07,8.409621178844391e-07,2.659355718433849e-06,8.409621178844392e-06,2.6593557184338494e-05,8.409621178844394e-05,,,,,1.167758412882984,3.2810384751774375e-08,100000000.0,1.79e-05,548300000.0,1.235157894736842,-1.147,8.409621178844401e-09,1.365534725559637e-08,2.217323523918192e-08,3.600438361394333e-08,5.846308062114872e-08,9.493099041393617e-08,1.541467340622973e-07,2.5029988119226806e-07,4.064311249017053e-07,6.599534066976948e-07,1.0716169907440706e-06,1.7400667428896403e-06,2.8254799017400787e-06,4.587948541490772e-06,7.4498041222675495e-06,1.2096818645250294e-05,1.9642532734341842e-05,3.1895087752777306e-05,5.1790501587342845e-05,8.4096211788444e-05,237.71827315280257,239.08992233511594,241.57232392298312,246.0428364960033,254.01071009658727,267.9017545312735,291.0530852592382,327.04030031281314,384.2238484274705,467.2030809181721,574.0475055904478,859.8150719928709,,,,,,,,,237.78971316510132,239.1124847796105,241.420527636683,245.42045151940943,252.26746035832883,263.7517953014393,282.38254564096013,311.1920111550435,355.684121495819,421.06310228690666,509.46758371919293,663.225728177226,879.2870286132618,,,,,,,,61.986808864104724,30.578432316671485,1.0,0.9908999724646612,0.9633574062019824,0.8641331908420623,0.6078827444701412,0.28101863762098356,0.10300212905553827,0.046474251196905375,0.020532495182301408,0.0,,,,
dofetilide,0.0,1.3079801889329752e-08,4.136196531405563e-08,1.307980188932975e-07,4.1361965314055636e-07,1.3079801889329752e-06,4.136196531405563e-06,1.3079801889329752e-05,4.136196531405564e-05,0.00013079801889329755,,,,,1.1927597116712227,3.6849254268437284e-08,100000000.0,1.79e-05,548300000.0,1.2695789473684211,-1.147,1.3079801889329766e-08,2.1238678061090358e-08,3.4486871406716394e-08,5.599897959761869e-08,9.092984048891698e-08,1.4764975988404416e-07,2.397502456465108e-07,3.89300872095587e-07,6.321377006546975e-07,1.0264504942873405e-06,1.666726436552552e-06,2.7063916182649395e-06,4.39457575687393e-06,7.135809892614554e-06,1.1586962118900277e-05,1.8814639566531164e-05,3.0550774084353065e-05,4.9607636322382096e-05,8.055172594641772e-05,0.00013079801889329752,237.5905854172517,238.9055237984689,241.32606831075412,245.7590762079456,253.7937025290247,268.0268720362464,292.0702419489457,329.84015790080974,390.521018903287,479.08828399929746,590.0964887259315,872.2038394057436,,,,,,,,,237.6978797609383,238.9870465690821,241.2643799646724,245.25911786982778,252.17973227175264,263.91892354696193,283.1494534598163,313.11233642504834,359.9922092731817,428.5962364001396,521.1693356465447,947.4472005233972,896.608466792845,,,,,,,,34.488069740736194,8.870667289361947,1.0,0.9916068498549916,0.9648179205733833,0.8644775597211889,0.5995472534741457,0.2681157248137987,0.09755154146926825,0.045419933402872384,0.019851589173687196,0.0,,,,
dofetilide,0.0,1.9874622628467073e-08,6.284907514227838e-08,1.9874622628467072e-07,6.284907514227839e-07,1.9874622628467074e-06,6.284907514227839e-06,1.9874622628467077e-05,6.28490751422784e-05,0.0001987462262846708,,,,,1.218391085185585,4.0741564049449626e-08,100000000.0,1.79e-05,548300000.0,1.304,-1.147,1.9874622628467073e-08,3.227194992425863e-08,5.240244161527437e-08,8.508986577157772e-08,1.3816694478057843e-07,2.243522710594757e-07,3.642979991305402e-07,5.915386171211641e-07,9.60526646813209e-07,1.559680826466229e-06,2.5325734465745028e-06,4.112333852834694e-06,6.6775120540113095e-06,1.0842788748955862e-05,1.7606268158491737e-05,2.858864869967792e-05,4.642158276337488e-05,7.537828628749219e-05,0.00012239750791353808,0.00019874622628467074,237.47259997093448,238.73220972650495,241.09055719315126,245.4833611042676,253.57928289694223,268.15260968776164,293.1028910448707,332.72693341184157,397.02964044748643,491.34194212133605,607.202763702061,889.2709871260621,,,,,,,,,237.60770102934322,238.86243610587604,241.10645944630187,245.09253097699025,252.08354306070993,264.079700689441,283.9284470823202,315.0958539892109,364.450115255752,436.50482240989004,533.1835544233066,851.2533238051826,924.6991764956232,,,,,,,,30.831208009457715,19.328107513241278,1.0,0.9922575367799974,0.9662110548533203,0.8647695529792249,0.5910381956533431,0.2555875519342235,0.09257679119733428,0.044256331371986105,0.01886944742408564,0.0,,,,
