,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
terfenadine,0.0,1.548062079181382e-06,4.895402129549097e-06,1.548062079181382e-05,4.895402129549097e-05,0.0001548062079181,0.0004895402129549,0.0015480620791813,0.004895402129549,0.0154806207918138,0.0489540212954909,0.1548062079181382,0.4895402129549098,,,,,0.6541690100798361,0.0059361204993686,9884.0,8.18e-05,41380.0,0.9597894736842104,-77.49,1.5480620791813805e-06,3.0148246439316258e-06,5.871319862355799e-06,1.1434295853817311e-05,2.226809724860824e-05,4.33667417227034e-05,8.445599400106836e-05,0.0001644766159357,0.0003203154199963,0.0006238088478642,0.0012148571513606,0.0023659136981866,0.0046075768011062,0.0089731776752315,0.0174751113366012,0.0340324829485482,0.0662776833482816,0.1290746642452216,0.2513707194994863,0.4895402129549098,238.14114617205968,240.0128347519921,243.53083342230624,250.08692289192976,262.1005686157135,283.3937136277801,319.06074377017904,379.6777145374037,472.8651664366347,592.4836061535328,888.1002956713536,,,,,,,,,,240.13357038411937,242.3359993021399,245.69321810280007,250.77162405558727,258.36587585138705,269.53097296926205,285.5563417527636,307.8665795778622,338.44966692267855,382.2417264785689,437.9898089286562,507.92216313507663,584.4087714940545,850.2806880897132,917.8495385306665,,,,,,157.06647228971255,82.77437833864182,1.0,0.990573053129846,0.97237318269937,0.9226561294242538,0.8072692004802595,0.6185548284256276,0.4340738000830116,0.3047805642936066,0.197600803438542,0.0971909831255568,0.0309626942202625,0.0061615319919748,0.0,,,,
terfenadine,0.0,2.2715645366669653e-06,7.18331778793268e-06,2.2715645366669653e-05,7.18331778793268e-05,0.0002271564536666,0.0007183317787932,0.0022715645366669,0.0071833177879326,0.0227156453666696,0.0718331778793268,0.2271564536666966,0.7183317787932683,,,,,0.6769037683987684,0.0059817092113811,9884.0,8.18e-05,41380.0,0.9942105263157895,-77.49,2.2715645366669653e-06,4.423833409217108e-06,8.615340535832056e-06,1.677822957657132e-05,3.267531754006813e-05,6.363462673291582e-05,0.0001239273563132,0.0002413464246008,0.0004700180686527,0.0009153522171518,0.0017826329184461,0.003471647375057,0.0067609743834673,0.0131668829450601,0.0256422812239684,0.0499379077882492,0.0972532284661429,0.1893990130141848,0.368851365620583,0.7183317787932683,237.98123725265657,239.7967405167809,243.28801195583665,249.94447952972587,262.41326374643137,284.9429915742294,323.25649016639727,389.5356685336895,491.5249282453573,681.2878772371731,926.148561964536,,,,,,,,,,239.9272810024393,242.11023695191028,245.4888754307412,250.67577204662228,258.5429622525252,270.25917661206216,287.2599256099866,311.13359390296205,344.50851422583264,391.93675928580393,452.7329087740899,527.9304383092141,652.7871850101412,862.3486731637634,974.994543177452,,,,,,175.07090140313773,94.14038587525803,1.0,0.9912856403068808,0.9734223323214344,0.9227093486491874,0.8017003613365098,0.6042149475481958,0.4181500531258485,0.2894682911573129,0.1792063407610701,0.0796630866006081,0.0222966205156454,0.0040801428375751,0.0,,,,
terfenadine,0.0,3.248749058021503e-06,1.0273446569674465e-05,3.248749058021503e-05,0.0001027344656967,0.0003248749058021,0.0010273446569674,0.0032487490580215,0.0102734465696744,0.032487490580215,0.1027344656967447,0.3248749058021505,1.0273446569674471,,,,,0.6998986032569042,0.0060093380545522,9884.0,8.18e-05,41380.0,1.0286315789473686,-77.49,3.248749058021503e-06,6.326883691416427e-06,1.2321498684508778e-05,2.3995909714338907e-05,4.673162719585681e-05,9.100905139126998e-05,0.0001772385840626,0.0003451691364795,0.0006722110391938,0.0013091195980693,0.0025494882144522,0.004965085058093,0.0096694189423406,0.0188310293959809,0.0366731103726961,0.0714202604715275,0.1390897459741658,0.2708749213099052,0.5275243151876595,1.0273446569674471,237.8339058240689,239.5921866954714,243.0528020608965,249.80375797127363,262.72948147786155,286.5367291316721,327.6494191635377,399.90775811443393,510.86916821101954,857.0972476184286,,,,,,,,,,,239.7285088230202,241.88908717818956,245.28494356319885,250.5773009586304,258.71974773827554,271.00523657454335,289.02682167886513,314.5536653443617,351.1231450132174,402.2046742110934,468.390109730072,548.2867485906711,855.3669085425311,882.9704678274202,,,,,,,155.4010369271167,75.09593251852684,1.0,0.9919429859348308,0.974427030555213,0.922742948658853,0.7959815783994886,0.589874627602926,0.4028101115406502,0.2742684747104432,0.1608041878840475,0.0639446916056072,0.0157835594801988,0.0027089491364573,0.0,,,,
terfenadine,0.0,4.539879225047387e-06,1.4356358653229888e-05,4.539879225047387e-05,0.0001435635865322,0.0004539879225047,0.0014356358653229,0.0045398792250473,0.0143563586532298,0.0453987922504738,0.1435635865322989,0.4539879225047389,,,,,,0.7256220684249355,0.0058847994972782,9884.0,8.18e-05,41380.0,1.0630526315789477,-77.49,4.539879225047387e-06,8.321511049020775e-06,1.5253169237834051e-05,2.795876499201253e-05,5.124787692905609e-05,9.39363698820745e-05,0.0001721835540394,0.0003156091332769,0.0005785054534591,0.0010603893373019,0.0019436732012468,0.0035627154860473,0.0065303887641088,0.0119700766388484,0.0219409195861952,0.0402172823794214,0.0737175028435806,0.1351227607630186,0.2476774140730388,0.4539879225047389,237.69735041860696,239.1899499888356,242.012296921737,247.31533766031905,257.144548763354,274.8818086081213,305.3311212246796,356.55110715131474,439.2753364551244,555.0037879732664,863.5875686548594,,,,,,,,,,239.5108393119945,241.402257645615,244.3017745539917,248.7174269766199,255.3739305139404,265.2575544071914,279.61660703631594,299.8753077737552,327.6701904438147,367.7111482140685,419.8734843611414,486.4035034538671,562.9017433012069,849.9231212544308,888.3272457506195,,,,,,150.27277155140234,75.33451750743362,1.0,0.9925365384906376,0.9753460092093102,0.9226241797118608,0.7897486195034558,0.5748349071822747,0.3869452256724227,0.2577898048898574,0.1410814595567842,0.0485837024164405,0.0092490699703423,0.0,,,,,
terfenadine,0.0,6.212355767195439e-06,1.9645193859620328e-05,6.212355767195438e-05,0.0001964519385962,0.0006212355767195,0.001964519385962,0.0062123557671954,0.0196451938596203,0.0621235576719544,0.1964519385962033,0.6212355767195442,,,,,,0.7481428332068748,0.0059383186307199,9884.0,8.18e-05,41380.0,1.0974736842105264,-77.49,6.212355767195443e-06,1.1387128290097896e-05,2.087238650752376e-05,3.8258681857330274e-05,7.012742586636118e-05,0.0001285422189133,0.0002356154077958,0.0004318784976646,0.0007916249556425,0.0014510332739064,0.0026597160018465,0.004875208127677,0.0089361624593255,0.0163798134168085,0.0300238820400444,0.0550331966437099,0.1008747879033686,0.1849015404361879,0.3389209570227358,0.6212355767195442,237.57116155393163,239.01208940112215,241.79447123747377,247.1320718683424,257.22944792517285,275.79291838292374,308.1326126993853,363.7417638396636,453.34423519715807,575.4131615561067,878.0598204851012,,,,,,,,,,239.33821361314568,241.20562456241169,244.1084780544038,248.58908856414416,255.43124698659244,265.71429925123056,280.81083748106283,302.2883345066732,332.03366337133934,375.3445457501811,431.5680598052603,503.1428780686017,582.5729969588313,850.6279375432408,927.7147304494734,,,,,,153.36878468845714,78.25376019999422,1.0,0.9931029596416074,0.9762882130725412,0.922683574678514,0.783893637433065,0.5609271446373129,0.3730970968768385,0.2430988877595971,0.1238968532118432,0.0376711926960267,0.0064646832021805,0.0,,,,,
terfenadine,0.0,8.340342605399442e-06,2.6374479099205192e-05,8.340342605399441e-05,0.000263744790992,0.0008340342605399,0.0026374479099205,0.0083403426053994,0.0263744790992051,0.0834034260539944,0.2637447909920519,0.8340342605399443,,,,,,0.7709686319656698,0.0059729503729114,9884.0,8.18e-05,41380.0,1.1318947368421053,-77.49,8.34034260539945e-06,1.5287687117431147e-05,2.8022035599492786e-05,5.136385073213016e-05,9.414894762607096e-05,0.0001725732049437,0.0003163233558684,0.0005798146096926,0.0010627889954254,0.0019480717282998,0.0035707779012916,0.0065451670157342,0.0119971648890176,0.0219905718262455,0.0403082939776833,0.0738843253476567,0.1354285431951228,0.2482379073727976,0.4550152959117465,0.8340342605399443,237.454638863488,238.84421051508093,241.58429804769884,246.95204871984677,257.3149245906636,276.7230151698338,311.0312316124687,371.1799332489773,468.1276089517038,596.140977395709,900.777400110864,,,,,,,,,,239.17131984109875,241.01286301336427,243.91557298268071,248.45747008448973,255.48564866881253,266.1782409489645,282.04201806969087,304.79979620420426,336.67883130772685,383.3494264477645,443.9763529588764,520.4882240148671,602.927340178842,861.1848373889358,,,,,,,158.57398868761646,81.91479515442374,1.0,0.99362460510354,0.977189276827442,0.9227227313595364,0.7778888836942935,0.5471235941233654,0.3596586698103726,0.2282630476894803,0.1073196786484112,0.0286971083263151,0.0045034716761688,0.0,,,,,
terfenadine,0.0,1.1004251399971656e-05,3.479849836900698e-05,0.0001100425139997,0.00034798498369,0.0011004251399971,0.0034798498369006,0.0110042513999716,0.0347984983690069,0.1100425139997165,0.3479849836900698,1.1004251399971658,,,,,,0.7940014319051601,0.0059951555731588,9884.0,8.18e-05,41380.0,1.1663157894736842,-77.49,1.1004251399971658e-05,2.017058055329889e-05,3.697228508048867e-05,6.776948538793366e-05,0.0001242201594991,0.0002276931562584,0.0004173571634102,0.0007650076300587,0.0014022442295372,0.0025702866246178,0.0047112858042351,0.0086356960023817,0.0158290641969785,0.02901436934359,0.0531827793437685,0.0974830086855854,0.1786844745545889,0.327525195183791,0.6003473650835169,1.1004251399971658,237.3469176729858,238.68569018760155,241.3817508857948,246.77473158317088,257.4003507125619,277.67317361935187,314.02986970669383,378.8932412729406,483.56386949144326,681.4054113046865,951.6053452282822,,,,,,,,,,239.0107574113077,240.82487874103617,243.72432532907777,248.32438304907777,255.53823552276964,266.6491022578472,283.30874528100543,307.4066469460074,341.66277299161135,391.73549768044126,457.0658763684065,538.1728837698716,765.5754033076552,878.2884233402478,,,,,,,179.59758505892506,93.95537546244772,1.0,0.994106500795928,0.9780535021671144,0.922748831881813,0.7717541456497405,0.5334902844439969,0.3466164609267818,0.2133180411227675,0.0916620874087472,0.0215414140796552,0.0031430067727298,0.0,,,,,
terfenadine,0.0,1.4290108880380793e-05,4.518929207380195e-05,0.00014290108880380791,0.0004518929207380195,0.0014290108880380791,0.004518929207380195,0.014290108880380794,0.04518929207380196,0.14290108880380795,0.4518929207380196,1.4290108880380796,,,,,,0.8171783917341785,0.006009044436242647,9884.0,8.18e-05,41380.0,1.2007368421052633,-77.49,1.4290108880380783e-05,2.6193493933433296e-05,4.80121691292896e-05,8.800537989921247e-05,0.00016131216380473685,0.0002956820846767251,0.0005419795577511601,0.0009934380750233705,0.0018209528289243441,0.003337771410754079,0.006118070613080193,0.011214305421286768,0.02055560552260228,0.037678028422410664,0.06906309932047501,0.1265913288847354,0.23203946400436493,0.4253238616718986,0.7796104343013525,1.4290108880380796,237.24740143375686,238.53616838504007,241.1864282424184,246.59997115273592,257.4863467593399,278.64338263637893,317.13250980401375,386.91309078118934,499.5533973160335,857.9058734971708,,,,,,,,,,,238.85735303201375,240.64224013210844,243.53590616361316,248.19088152525848,255.58956486482526,267.12681483203835,284.6100730960744,310.10740848421415,347.05351286787396,400.51865757653826,470.7937930173572,555.9524949854542,849.2397087435994,904.3205038068044,,,,,,,154.7796528640217,72.49721574335192,1.0,0.9945518577594217,0.9788831702962645,0.922766472705779,0.7655030857420697,0.5200752598664596,0.33393717595912986,0.19830429933250104,0.0771847714236159,0.015986495786430424,0.00220578493264149,0.0,,,,,
terfenadine,0.0,1.8288832723718297e-05,5.783436715277078e-05,0.00018288832723718294,0.0005783436715277078,0.0018288832723718294,0.0057834367152770775,0.018288832723718295,0.05783436715277078,0.18288832723718296,0.5783436715277078,1.8288832723718298,,,,,,0.8404575615239425,0.006017356884262216,9884.0,8.18e-05,41380.0,1.235157894736842,-77.49,1.828883272371829e-05,3.35230776062167e-05,6.144715461993392e-05,0.00011263144915387718,0.0002064512737321609,0.0003784212024778384,0.0006936387647118933,0.0012714264760025388,0.002330500205754312,0.0042717619237386765,0.007830057207481452,0.014352343826027989,0.02630756938834433,0.048221267237721015,0.0883886526986387,0.16201469545307204,0.2969698116368726,0.5443399364299297,0.9977646036118145,1.8288832723718298,237.15547111500575,238.3947030055523,240.99841865789472,246.4282058543714,257.57257307782965,279.63402515625114,320.3442401611328,395.27073813660235,515.9473431532056,857.4382103486503,,,,,,,,,,,238.71093460963158,240.4654328127038,243.3504508970604,248.0572402894622,255.63974329588314,267.6116419680932,285.9451144162674,312.9021977741734,352.7696915493733,409.7145432804242,485.1007603324314,573.7073299680402,850.9202706395266,985.294226899668,,,,,,,153.3670339595053,73.40169377734233,1.0,0.9949624061811859,0.9796811123895101,0.9227785676981057,0.7591452888163217,0.5069179379034362,0.3215785972310133,0.18327792488297598,0.06408569863387292,0.011768653245727262,0.0015606108775765477,0.0,,,,,
terfenadine,0.0,2.3095441729930342e-05,7.303419943427926e-05,0.00023095441729930341,0.0007303419943427927,0.002309544172993034,0.007303419943427927,0.023095441729930343,0.07303419943427927,0.23095441729930344,0.7303419943427928,2.309544172993035,,,,,,0.8638132399110683,0.006021792309930281,9884.0,8.18e-05,41380.0,1.2695789473684211,-77.49,2.3095441729930362e-05,4.2333499199116895e-05,7.759648745402156e-05,0.00014223286473157275,0.00026071009749941164,0.0004778765798356656,0.0008759385529973515,0.0016055784715186205,0.0029429943680214566,0.005394451908671824,0.00988792629410867,0.01812437816723404,0.03322163557637256,0.06089461719379551,0.11161865870975235,0.20459484838396488,0.3750184106234944,0.6874015128799037,1.259993713705896,2.309544172993035,237.0704972823367,238.26166296496763,240.8170999924683,246.25937787164776,257.6592419163431,280.645304818205,323.67063349524466,403.9917796392607,532.5486151337057,864.2526860143864,,,,,,,,,,,238.57141105567263,240.2945906695412,243.16873482510937,247.92400008818112,255.68901577729048,268.103155077278,287.3132936636439,315.79123373973744,358.6755900502458,419.33806615642237,499.8987246664848,591.6536404693959,860.5271865183306,,,,,,,,154.09669505655023,75.03078080254436,1.0,0.9953427319415221,0.9804487780023787,0.9227869228133763,0.7526894112239678,0.4940457763755783,0.3094903123374084,0.1683141824301819,0.05248876103392921,0.008624244443254318,0.001114295039096449,0.0,,,,,
terfenadine,0.0,2.880822485937342e-05,9.109960590190392e-05,0.0002880822485937342,0.0009109960590190392,0.002880822485937342,0.009109960590190392,0.02880822485937342,0.09109960590190393,0.28808224859373427,0.9109960590190395,,,,,,,0.8886924613168415,0.0059579832041664555,9884.0,8.18e-05,41380.0,1.304,-77.49,2.8808224859373423e-05,4.9700253452493546e-05,8.57434015910353e-05,0.00014792542101277112,0.0002552024969358508,0.0004402780400852811,0.0007595723196629318,0.0013104221793264384,0.00226075416865201,0.0039002769425838957,0.006728798929041425,0.011608594900820971,0.02002727039289972,0.03455125816837248,0.05960819510584726,0.10283668705961121,0.17741493743632944,0.3060781217824627,0.5280492048055488,0.9109960590190395,236.99204526845756,237.97722061812436,239.97353595590317,243.99880587112182,252.02720085107472,267.66457836905323,296.66076339837304,347.67049544610154,436.3334915962259,564.050772286823,876.222218848112,,,,,,971.6548403186591,,,,238.42834409213543,239.9037993475988,242.27576887918946,246.06611868873557,252.06368081874297,261.411203399886,275.64628169282986,296.6196551646153,326.440227118802,370.6950767759373,429.90509338739975,506.50250139123193,591.5802592103641,856.6325797132537,984.0231700699089,,,,,,151.28665822514154,74.55598901304525,1.0,0.9956909560953969,0.9811726906831726,0.9227306731434605,0.7459363760982951,0.4810652010355749,0.29705734637217257,0.1528253112905891,0.04167044280536303,0.005512423310758834,0.0,,,,,,
