,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,Hill_coef,IC50,Kmax,Ku,halfmax,n,Vhalf,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19
ondansetron,0.0,5.421485958676428e-13,1.714424393203902e-12,5.421485958676429e-12,1.7144243932039018e-11,5.421485958676429e-11,1.7144243932039018e-10,5.421485958676429e-10,1.714424393203902e-09,5.421485958676429e-09,1.7144243932039022e-08,5.42148595867643e-08,1.7144243932039025e-07,5.421485958676431e-07,1.7144243932039028e-06,5.421485958676432e-06,1.714424393203903e-05,5.421485958676432e-05,0.0001714424393203,0.0005421485958676,0.6634341901981221,4.907124636844381e-05,33540.0,0.02325,9950000.0,0.65,-82.11,5.421485958676428e-13,1.6136247548890509e-12,4.80271436546602e-12,1.4294565825398206e-11,4.2545651601917826e-11,1.2663081148051172e-10,3.7689779830496556e-10,1.1217803053326522e-09,3.338812428970454e-09,9.937479186302756e-09,2.95774305023335e-08,8.803282791537049e-08,2.620166342767948e-07,7.798535871611241e-07,2.3211183484083624e-06,6.908463942482137e-06,2.0562016614664696e-05,6.11997877939044e-05,0.0001821520766279,0.0005421485958676,236.07705103831591,236.11688316585952,236.1976578179656,236.36181039731667,236.69530530894417,237.3724338811477,238.74699306902687,241.5335469868981,247.16474649811403,258.44378541143686,280.4685892933045,320.78450250861,390.7122196263223,498.7812710194432,785.0255394385659,964.5303967886946,,,,,236.06148893181057,236.08593877401995,236.136406994586,236.2404741998676,236.4548615183596,236.8955273350252,237.80202452734108,239.65723739875733,243.4273107683169,250.9741104274605,265.6388430290875,292.60851823092577,338.85995277690307,418.0536948649306,533.1303033902078,850.0711617885235,,,,,73.67412025031359,34.807179830865195,1.0,0.9998245690039078,0.999629172283027,0.9992166747693612,0.9983467842340528,0.996513939234104,0.9926646129734048,0.98463144033162,0.9680802667715644,0.9348856211398588,0.8717296606472644,0.762771383998513,0.6030039486528115,0.4167233337329559,0.2496137128525937,0.131563434173173,0.0617307416557348,0.0261287649523629,0.0087989412194952,0.0
ondansetron,0.0,5.964285201666471e-12,1.8860725852102736e-11,5.96428520166647e-11,1.8860725852102736e-10,5.96428520166647e-10,1.8860725852102736e-09,5.964285201666471e-09,1.886072585210273e-08,5.964285201666473e-08,1.886072585210274e-07,5.964285201666472e-07,1.8860725852102745e-06,5.964285201666472e-06,1.8860725852102743e-05,5.964285201666473e-05,0.000188607258521,0.0005964285201666,,,0.7009739202590534,4.718575873739938e-05,33540.0,0.02325,9950000.0,0.6844210526315789,-82.11,5.96428520166647e-12,1.5725737937258055e-11,4.146328106546967e-11,1.0932419728557991e-10,2.8824974302599904e-10,7.600139440082941e-10,2.0038914485170714e-09,5.283562188690631e-09,1.3930908993308876e-08,3.673094371733864e-08,9.684667576353522e-08,2.55350874690973e-07,6.732711132455363e-07,1.7751808858280304e-06,4.680532278027434e-06,1.2340929637397495e-05,3.2538723219612194e-05,8.579325382052877e-05,0.0002262068597908,0.0005964285201666,236.11381380130223,236.1845748727739,236.3220774795905,236.58919320188085,237.1075796105241,238.11327528785847,240.0631128437348,243.8359592516892,251.1026848966557,264.9293354681002,290.3844729686649,334.0955663834373,407.1578250590157,512.6226068163924,873.3584885674293,950.8010653874916,,,,,236.08310158042173,236.1263596606865,236.21208493448395,236.3807785834068,236.7133106593844,237.3680023177489,238.65271453800543,241.1631953275792,246.02273983997344,255.26231145214808,272.2484231974355,301.7341223265706,350.9352228457102,430.0509699701242,540.8503486055984,850.0638668729732,,,,,90.89624672938815,40.18212994901815,1.0,0.9996564311907568,0.9992454684439596,0.9983435940290074,0.9963673577701132,0.9920514104890776,0.9826957566847336,0.962742186610566,0.9216089797714848,0.8424536919301602,0.7084374834763562,0.5239788818053221,0.3309471966388209,0.179053926556196,0.0843446205234004,0.0344296305830328,0.0113425482692755,0.0,,
ondansetron,0.0,1.841390123675784e-11,5.82298685175462e-11,1.8413901236757835e-10,5.822986851754617e-10,1.8413901236757833e-09,5.8229868517546215e-09,1.841390123675784e-08,5.822986851754621e-08,1.8413901236757841e-07,5.822986851754621e-07,1.8413901236757844e-06,5.822986851754622e-06,1.8413901236757844e-05,5.822986851754623e-05,0.0001841390123675,0.0005822986851754,,,,0.7406425057187196,4.40572624791232e-05,33540.0,0.02325,9950000.0,0.718842105263158,-82.11,1.841390123675784e-11,4.5696469891399095e-11,1.1340168135403788e-10,2.814208923465063e-10,6.983822259376394e-10,1.7331255310820115e-09,4.300974444840042e-09,1.0673422578697121e-08,2.648747417695437e-08,6.573208201042347e-08,1.6312263587534928e-07,4.048098511576464e-07,1.004587834882085e-06,2.493014226573411e-06,6.186736209708252e-06,1.535318351597389e-05,3.810090427086237e-05,9.455230602480912e-05,0.000234643737352,0.0005822986851754,236.1081106117108,236.17208096634,236.29522492615703,236.5319467593726,236.98659813000137,237.86026714787675,239.53675313789137,242.750179987664,248.88685298573824,260.49611943958297,281.91613786639266,319.20184731963934,380.9551672398513,476.00387614008855,593.456318423063,876.8541634847484,,,,,236.07801401776817,236.1158487811403,236.19009358294545,236.3358281003308,236.6208674552296,237.17895773263933,238.26785373468,240.38522272940887,244.47038230827883,252.2341707978844,266.58098737464115,291.8104008369816,333.4037114437588,402.9501551346476,503.81359986961854,761.4214715936864,923.4499852919196,,,,43.32983115773366,24.13462994202992,1.0,0.9996821255056686,0.9992725138266272,0.998338551136385,0.9962097753166582,0.9913757344660706,0.980495627979313,0.9564921362183146,0.9057654086343948,0.807675102957737,0.6467713728763387,0.4424341421878108,0.25290712560068,0.1220602866973945,0.0493420592908009,0.015580437730471,0.0,,,
ondansetron,0.0,5.128483032396459e-11,1.6217687323899908e-10,5.128483032396459e-10,1.621768732389991e-09,5.128483032396459e-09,1.6217687323899913e-08,5.12848303239646e-08,1.6217687323899913e-07,5.12848303239646e-07,1.6217687323899915e-06,5.128483032396461e-06,1.6217687323899917e-05,5.128483032396462e-05,0.0001621768732389,0.0005128483032396,0.0016217687323899,,,,0.7682716628295053,4.948171095391907e-05,33540.0,0.02325,9950000.0,0.7532631578947369,-82.11,5.12848303239645e-11,1.2726991823472954e-10,3.158367100983818e-10,7.837895146737751e-10,1.945074729030682e-09,4.826953704641548e-09,1.1978707922632797e-08,2.972670803902021e-08,7.377065845035865e-08,1.830713996671268e-07,4.543152803581614e-07,1.127441939823536e-06,2.797892526685341e-06,6.943331017211356e-06,1.7230771073141724e-05,4.276037985788869e-05,0.0001061153954068,0.0002633390343998,0.0006535097642785,0.0016217687323899,236.1027021941908,236.1657886387156,236.2909408241287,236.5391979232841,237.03119749385456,238.00622068651427,239.9368903617988,243.7522988660828,251.2569244524205,265.8223413458682,293.0858433079308,340.4035845410889,420.3399542050822,533.1845405991296,851.4499793472539,,,,,,236.0775158046368,236.11696208394824,236.19602102720896,236.35516109532944,236.6747373629817,237.31534835710448,238.596980303703,241.1481687553513,246.1770870319612,255.9013546885209,274.0341029006374,305.80249569130007,359.9420266011396,445.82322019262136,563.3062474953329,862.0275441578742,,,,,80.00015923854541,33.99339835970444,1.0,0.9997078016213397,0.9993047951933024,0.9983470454208666,0.9960773688559912,0.9907187376431664,0.9782025100915698,0.9496598249782634,0.8880141530679829,0.7691416929738395,0.5828322432229786,0.3679655073151534,0.1926312424880991,0.0858486636262883,0.0330941154805395,0.0103548438249892,0.0,,,
ondansetron,0.0,1.306031321897549e-10,4.1300336727167957e-10,1.3060313218975488e-09,4.130033672716796e-09,1.3060313218975488e-08,4.1300336727167965e-08,1.306031321897549e-07,4.130033672716797e-07,1.3060313218975492e-06,4.130033672716798e-06,1.3060313218975494e-05,4.130033672716798e-05,0.0001306031321897,0.0004130033672716,0.0013060313218975,0.0041300336727167,,,,0.7984209957700031,5.306571281560431e-05,33540.0,0.02325,9950000.0,0.7876842105263158,-82.11,1.30603132189755e-10,3.241085102551777e-10,8.043170531868023e-10,1.996016462319257e-09,4.9533721833499165e-09,1.229243167577654e-08,3.0505253978602594e-08,7.570272057178344e-08,1.87866060908372e-07,4.662138503696402e-07,1.1569697753044207e-06,2.871169657243472e-06,7.125177663786889e-06,1.7682046970804492e-05,4.388027917770767e-05,0.0001088945699495,0.0002702359143266,0.0006706252609823,0.0016642430440388,0.0041300336727168,236.09787025543272,236.159879303445,236.28679314875228,236.54648649119545,237.07778647519265,238.1639627494741,240.3823484389755,244.9027846037108,254.05544696856856,272.2446297843253,306.5820871874567,366.4689446010409,465.853319089474,593.7555187522231,888.2795445170572,,,,,,236.0761480349373,236.11598991858563,236.19883613298595,236.36950249358136,236.72179664307487,237.4479223474165,238.93934432785267,241.98523413155075,248.12992806611743,260.2269323112027,282.95867214032364,322.6162229947496,391.6892014320404,496.8688182731561,858.857541382032,973.876426086538,,,,,35.04753188251216,19.44368744911448,1.0,0.9997305978642862,0.9993337656824416,0.9983523544098456,0.9959314283417656,0.9899921586651086,0.9755935637174368,0.9416993017305508,0.8671523042046013,0.7250459834575859,0.5153083239770984,0.298548705694458,0.1432790201986875,0.0591709412819296,0.0224002200268299,0.0066225493631384,0.0,,,
ondansetron,0.0,3.075553380856449e-10,9.725753748937676e-10,3.0755533808564487e-09,9.72575374893768e-09,3.0755533808564484e-08,9.72575374893768e-08,3.075553380856449e-07,9.72575374893768e-07,3.075553380856449e-06,9.72575374893768e-06,3.0755533808564496e-05,9.725753748937684e-05,0.0003075553380856,0.0009725753748937,0.0030755533808564,,,,,0.8374836579207705,5.015979143233453e-05,33540.0,0.02325,9950000.0,0.8221052631578948,-82.11,3.0755533808564474e-10,7.183636060999111e-10,1.6778972973805615e-09,3.919100740420069e-09,9.153927738926146e-09,2.138102554630944e-08,4.9940120399679293e-08,1.1664621138647668e-07,2.7245306022341814e-07,6.363744620831414e-07,1.4863934934682708e-06,3.4718011942097074e-06,8.109160585728336e-06,1.894074047638509e-05,4.424029417115701e-05,0.0001033330048944,0.0002413571179975,0.0005637430022245,0.0013167466333451,0.0030755533808564,236.09325296778087,236.14873869985092,236.25962978244047,236.48254623632204,236.93010027343456,237.8285603314285,239.6304752546085,243.23881001584465,250.4302470623424,264.58529092127617,291.4786743259171,338.811590437612,419.5664999525303,534.4924509727588,851.3574083298834,,,,,,236.07202142587607,236.1064562269541,236.17701652786195,236.3201915059988,236.6114122843336,237.20277156164985,238.40041976631807,240.8153659843071,245.63791845051992,255.08981914872084,272.9581016267618,304.6732399368807,359.19076485265845,446.5303953482728,566.2654912608916,865.4350386813403,,,,,79.28406207892468,33.68552597706834,1.0,0.9997504330416394,0.9993577393450752,0.998348415439434,0.9957579558628888,0.9891496541422832,0.972532864251794,0.9322094094153202,0.84226661268654,0.6744202832985655,0.4444732741932291,0.2336263667244889,0.1007363349543942,0.0366454480822926,0.0108763117010053,0.0,,,,
ondansetron,0.0,6.76077376152611e-10,2.137944383152657e-09,6.7607737615261125e-09,2.1379443831526568e-08,6.760773761526114e-08,2.137944383152657e-07,6.760773761526114e-07,2.137944383152657e-06,6.760773761526115e-06,2.1379443831526578e-05,6.760773761526117e-05,0.0002137944383152,0.0006760773761526,0.0021379443831526,0.0067607737615261,,,,,0.8678134805361587,5.333026635970527e-05,33540.0,0.02325,9950000.0,0.8565263157894737,-82.11,6.760773761526118e-10,1.5791284422457724e-09,3.6884042050042912e-09,8.615084888310803e-09,2.012243873166145e-08,4.700041215599225e-08,1.0977987172883544e-07,2.564152032710011e-07,5.989144952811847e-07,1.3988974447775372e-06,3.267434794822206e-06,7.631817599118301e-06,1.7825800214440443e-05,4.163610426457983e-05,9.725034262005406e-05,0.000227149713134,0.0005305584616648,0.0012392367895179,0.0028945119745633,0.0067607737615261,236.0891754189339,236.14320351916683,236.25519238830668,236.48625733124425,236.96422194681344,237.95201120957188,239.9914955925438,244.1937415362308,252.8015181872612,270.13369138918245,303.3733569492819,362.0119949235833,460.8757269735299,589.9342424593469,886.483193919713,,,,,,236.07061695840176,236.10543000826087,236.17830289927053,236.33045371490985,236.64749969718724,237.3079878883588,238.6795686679204,241.51247788467447,247.29712661246333,258.83423209348626,280.8249856271356,319.71533672014,387.9980673081317,493.2817467686432,747.4744321922026,973.5429842182068,,,,,49.289054805347554,26.3620505802349,1.0,0.999770669261388,0.9993847173019498,0.9983522971088724,0.9955980073740984,0.988295413503356,0.969253551170454,0.9216894211045,0.8146105653904949,0.6210609057866906,0.3782594338263659,0.1819450157749293,0.0724666681802183,0.0256297564992461,0.0072062338217931,0.0,,,,
ondansetron,0.0,1.398421469149195e-09,4.4221969713903444e-09,1.3984214691491953e-08,4.422196971390345e-08,1.3984214691491953e-07,4.422196971390345e-07,1.3984214691491954e-06,4.422196971390346e-06,1.3984214691491956e-05,4.422196971390346e-05,0.0001398421469149,0.000442219697139,0.0013984214691491,0.0044221969713903,,,,,,0.9087257645818746,4.947437716316127e-05,33540.0,0.02325,9950000.0,0.8909473684210527,-82.11,1.398421469149193e-09,3.074279477788795e-09,6.758473404519071e-09,1.4857778250026042e-08,3.266323048328319e-08,7.180660578254458e-08,1.5785911429209828e-07,3.470363164156608e-07,7.62922086896436e-07,1.6772023074878016e-06,3.687149223436052e-06,8.105801748060114e-06,1.7819734976070483e-05,3.917477437606757e-05,8.612153600918572e-05,0.0001893289516713,0.000416219375571,0.0009150136155694,0.0020115592060767,0.0044221969713903,236.08524689102325,236.13288363281333,236.22885105986467,236.42239123947363,236.81303058849736,237.60037730483413,239.1870445108436,242.3791364043563,248.77731883331012,261.4663099201324,285.8825048651862,329.633397114938,404.948233127184,516.5044601364672,858.0292785731973,,,,,,236.0668568676164,236.09592803867253,236.15668145741785,236.2800201511708,236.5324035351872,237.0476247042293,238.0973765216081,240.2276952643953,244.51416489037024,252.995415601785,269.23386236954354,298.5388425592212,348.7258683726367,431.9333363279608,549.5804741341566,855.9240021632959,,,,,84.37776205333324,34.27092756041,1.0,0.999786989726036,0.9994061983109718,0.9983471601353656,0.9954066446424916,0.9873044918680832,0.9654025013941264,0.9091853508641454,0.7821516988919776,0.5622423644931143,0.3126628899163867,0.1351510029101758,0.047026825231031,0.0131957034747298,0.0,,,,,
ondansetron,0.0,2.7402982355320403e-09,8.665583892421799e-09,2.74029823553204e-08,8.6655838924218e-08,2.74029823553204e-07,8.665583892421799e-07,2.7402982355320403e-06,8.6655838924218e-06,2.7402982355320407e-05,8.6655838924218e-05,0.0002740298235532,0.0008665583892421,0.002740298235532,0.0086655838924218,,,,,,0.9385789068427328,5.2686947899777866e-05,33540.0,0.02325,9950000.0,0.9253684210526316,-82.11,2.740298235532038e-09,6.024251496683946e-09,1.3243670205207605e-08,2.911478722308492e-08,6.400573420441958e-08,1.407097355600296e-07,3.093352482785257e-07,6.800403358495034e-07,1.4949956752613876e-06,3.286587502575555e-06,7.225209805504755e-06,1.5883848122909417e-05,3.491893494904913e-05,7.676552989809008e-05,0.0001687607766139,0.0003710024507244,0.0008156090603825,0.0017930289626904,0.0039417816907759,0.0086655838924218,236.0817366504808,236.12812460289257,236.2241783827252,236.4232786546695,236.83607348798665,237.6906973441829,239.4604326493088,243.11728246271247,250.6374524135207,265.888449943621,295.5811757436474,348.69790433962777,440.2890627489092,565.7084935660546,866.6485575288514,,,,,,236.06573674460208,236.09529448998305,236.157541668478,236.28750164850493,236.55981066280043,237.12861027130504,238.31481588019733,240.77604441526063,245.8324420768687,256.0065576709047,275.66551486357463,311.0541422677397,373.4076455597715,472.18114295947,600.5902887028686,904.8007519854176,,,,,75.69637960690777,33.55265404245744,1.0,0.9998037956095832,0.9994306009283316,0.9983514701984512,0.9952352669584056,0.9863089018591192,0.9613092796132208,0.895502431094514,0.7471533008631643,0.504049873590784,0.2569144950695395,0.1021445624661643,0.0338641269588033,0.00916453882499,0.0,,,,,
