,APD,drug concentration
0,230.54485635212114,67.21534512969433
1,256.7302905931681,169.23586911648374
2,304.68090302158737,426.10478399244147
3,381.805869638989,1072.8535261941595
4,481.5101249333063,2701.2484519248433
5,535.7243912064687,6801.251369554753
6,557.4091819507717,17124.331998313537
7,565.9059965863597,43116.13356154069
8,569.2103265476304,108559.92518248699
9,570.4892102913145,273343.39866973687
10,570.9821195421844,688291.0229080924
11,571.1705422144064,1733403.9154255264
12,571.243503220411,4367126.368232663
13,571.2765355266608,11013714.35512201
14,571.2830385321488,27850691.12840703
15,571.2862048399426,70929247.59598199
16,571.2878194758495,184144002.12255508
17,571.2879119277469,504944706.03749514
18,571.2899262522475,1662678410.3163586
19,571.2885085917367,25400067691.11463
