,qNet,drug concentration
0,0.10657299102541072,0.1
1,0.10656830646234329,0.20691380811147897
2,0.10655951858520833,0.42813323987193935
3,0.10654114243131946,0.8858667904100825
4,0.1065008353256378,1.8329807108324356
5,0.1064144071841738,3.79269019073225
6,0.10623182513171917,7.847599703514611
7,0.10584673202763173,16.23776739188721
8,0.10504991876924698,33.59818286283781
9,0.10345520322059153,69.51927961775606
10,0.10048200943514608,143.8449888287663
11,0.0956281100284518,297.6351441631316
12,0.08907843553896876,615.8482110660261
13,0.08134315815110686,1274.2749857031322
14,0.07318785514235673,2636.6508987303555
15,0.06724649977957857,5455.594781168515
16,0.06313572945261205,11288.378916846883
17,0.06028044985388816,23357.21469090121
18,0.05705294620650211,48329.30238571752
19,0.057037345420034774,100000.0
