,APD,drug concentration
0,212.60000000000002,0.1
1,212.70000000000002,0.16237767391887217
2,212.8,0.26366508987303583
3,213.10000000000002,0.42813323987193935
4,213.70000000000002,0.6951927961775606
5,214.60000000000002,1.1288378916846888
6,216.4,1.8329807108324356
7,219.4,2.9763514416313175
8,224.8,4.832930238571752
9,233.8,7.847599703514611
10,248.20000000000002,12.742749857031335
11,270.0,20.6913808111479
12,299.9,33.59818286283781
13,336.7,54.555947811685144
14,377.8,88.58667904100822
15,420.8,143.8449888287663
16,463.0,233.57214690901213
17,502.20000000000005,379.2690190732246
18,535.8,615.8482110660261
19,562.2,1000.0
