,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,Hill_coef,IC50,Kmax,Ku,halfmax,n,Vhalf,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20
verapamil,0.0,6.132580661219738e-13,1.939292282415581e-12,6.132580661219739e-12,1.9392922824155807e-11,6.13258066121974e-11,1.9392922824155808e-10,6.132580661219737e-10,1.939292282415581e-09,6.132580661219739e-09,1.939292282415581e-08,6.13258066121974e-08,1.9392922824155815e-07,6.132580661219742e-07,1.939292282415582e-06,6.132580661219743e-06,1.9392922824155823e-05,6.132580661219743e-05,0.0001939292282415,0.0006132580661219,0.0019392922824155,0.5594371291375065,0.0006235824287841,46460.0,0.0007927,9184000.0,0.65,-100.0,6.132580661219741e-13,1.9392922824155817e-12,6.132580661219741e-12,1.9392922824155817e-11,6.132580661219741e-11,1.9392922824155816e-10,6.13258066121974e-10,1.939292282415581e-09,6.132580661219741e-09,1.9392922824155817e-08,6.132580661219743e-08,1.9392922824155815e-07,6.132580661219741e-07,1.939292282415581e-06,6.132580661219741e-06,1.9392922824155816e-05,6.132580661219742e-05,0.0001939292282415,0.0006132580661219,0.0019392922824155,0.0061325806612197,0.0193929228241558,0.0613258066121974,0.1939292282415584,0.6132580661219749,1.939292282415584,6.132580661219749,19.392922824155843,61.3258066121975,193.9292282415585,260.94525485172124,260.9560592715059,260.97772926200184,261.024599453038,261.12399344851235,261.3324512700262,261.7705705401556,262.6835546939071,264.55857490409824,268.2882158874584,275.2495739954579,286.75635176105106,302.2852344749418,318.2466895476081,330.5009183383017,337.60351537893865,340.9615602882219,342.4489600237505,343.1091036790173,343.40866228389206,343.5473873526398,343.6120614880192,343.6431358780848,343.657452357013,343.66371190151,343.66753259545766,343.66885431234857,343.6693586686929,343.67111396470966,343.66956215986966,260.9486870373787,260.9604462852036,260.98244326529885,261.02482350878404,261.1052837730755,261.2574573749346,261.5462409191147,262.09028622249167,263.10537059900787,264.96830735331105,268.2793759247274,273.85039410926834,282.4189922906213,293.9544830329911,307.01119364563925,319.19123404886307,328.66209351780697,335.02500451010246,338.88702896081645,341.0876956777353,342.29486063051843,342.9432405313972,343.289091177478,343.47171378749766,343.5696921636184,343.6193056404196,343.6451579796258,343.6590072627861,343.6663044820587,343.6701605212131,8.824284885128938,4.68387892660553,1.0,0.9998387414201216,0.9996697224512844,0.99932449230431,0.998623279993845,0.9972067233304568,0.994368755088026,0.9887486436678176,0.9778215931540876,0.9572111345687824,0.920263231430987,0.859163490607754,0.7686329625242774,0.6493974744462627,0.508093956687128,0.3578857440931142,0.2188318583561073,0.1111653229103663,0.0448720414023664,0.0129388465536712,0.0
verapamil,0.0,2.120271358626931e-12,6.704886750880802e-12,2.120271358626931e-11,6.704886750880801e-11,2.1202713586269308e-10,6.704886750880802e-10,2.120271358626931e-09,6.704886750880802e-09,2.120271358626931e-08,6.704886750880802e-08,2.1202713586269317e-07,6.704886750880803e-07,2.120271358626932e-06,6.704886750880804e-06,2.120271358626932e-05,6.704886750880805e-05,0.0002120271358626,0.000670488675088,0.0021202713586269,0.0067048867508808,0.5853294354408951,0.0006612861791976,46460.0,0.0007927,9184000.0,0.6844210526315789,-100.0,2.120271358626928e-12,6.7048867508807925e-12,2.1202713586269278e-11,6.704886750880792e-11,2.120271358626928e-10,6.70488675088079e-10,2.1202713586269278e-09,6.7048867508807925e-09,2.120271358626928e-08,6.704886750880794e-08,2.120271358626928e-07,6.704886750880792e-07,2.120271358626928e-06,6.704886750880792e-06,2.120271358626928e-05,6.704886750880793e-05,0.0002120271358626,0.000670488675088,0.0021202713586269,0.0067048867508808,0.0212027135862693,0.067048867508808,0.2120271358626932,0.6704886750880807,2.120271358626933,6.704886750880808,21.202713586269333,67.0488675088081,212.02713586269337,670.4886750880811,260.9439464178395,260.95404278363515,260.9763440421569,261.024599453038,261.1313342811912,261.3649210355881,261.87489155244634,262.9775109485595,265.316542758231,270.0745838613011,278.9484527495457,292.9911638128192,310.13053656900934,325.36940771165166,335.21657942444114,340.03691733904185,342.10695519834746,342.98495726719847,343.36462551498875,343.53213441878046,343.60791318694606,343.6421538622996,343.65763132279966,343.6650372643929,343.66741798140004,343.6691066651792,343.6687790050244,343.6699336958263,343.6699851125924,343.6706795478008,260.9479955840537,260.9596506537092,260.9828278454162,261.0273111887025,261.1149609742751,261.28693852853667,261.62220894671344,262.27125609472245,263.5140666702411,265.84145307813225,270.0236988857507,277.01617543377506,287.4223118806517,300.5348196724726,314.0121020285178,325.2561401380714,333.10296032017834,337.9141025455857,340.63135460130746,342.09322992031014,342.86072112504564,343.2573759125217,343.4627175176911,343.5655147754812,343.6197586819476,343.6455447586894,343.65970736660995,343.6669735472377,343.6711318641469,343.67308186267275,8.70669137061859,4.508366412696819,1.0,0.9998567630002032,0.9996951010384516,0.9993524868130816,0.9986292477487212,0.9971131722437864,0.993963818046464,0.9875090747609944,0.974565349126742,0.9495586259186448,0.9042313372259564,0.8298831027879595,0.7225710471049833,0.5859806783637097,0.4309811185099385,0.2772614038746315,0.1495086660161365,0.0652644718574639,0.0230293666090701,0.0060726561454314,0.0
verapamil,0.0,2.0584710478081895e-11,6.509457008587235e-11,2.05847104780819e-10,6.509457008587236e-10,2.0584710478081903e-09,6.5094570085872356e-09,2.05847104780819e-08,6.509457008587236e-08,2.058471047808191e-07,6.509457008587237e-07,2.0584710478081905e-06,6.509457008587237e-06,2.0584710478081903e-05,6.509457008587237e-05,0.0002058471047808,0.0006509457008587,0.0020584710478081,0.0065094570085872,,,0.6156965060523365,0.0006522660679369,46460.0,0.0007927,9184000.0,0.718842105263158,-100.0,2.058471047808192e-11,5.7665117875096e-11,1.6154056784473004e-10,4.5253276193973913e-10,1.267705712323882e-09,3.5512959684289367e-09,9.948446972176693e-09,2.78691491889356e-08,7.807142950928477e-08,2.1870592691229535e-07,6.126733270700244e-07,1.7163165671938196e-06,4.808015019866032e-06,1.3468965383847427e-05,3.773137724439453e-05,0.0001056990487529,0.0002961007448763,0.0008294838236552,0.0023236801177017,0.0065094570085872,0.0205847104780819,0.0650945700858724,0.2058471047808192,0.6509457008587244,2.058471047808193,6.509457008587245,20.58471047808193,65.09457008587245,205.8471047808193,650.9457008587245,260.9528292999389,260.9714895041461,261.01054913637785,261.0924977282777,261.26414460641445,261.6215581720965,262.3632718518006,263.88298828384984,266.91776642928966,272.6798277346304,282.5886519792276,296.92856964916604,313.0973029124256,326.8155864856284,335.59815531152657,340.0221794091387,342.0209988779484,342.91215853081326,343.3157585793849,343.5029180638521,343.5967992190311,343.6382290502467,343.6562104414504,343.6646760922418,343.6681812015527,343.6696051766976,343.6696288956724,343.6699083403613,343.6701580745597,343.67013006307286,260.9576434422678,260.97744840632555,261.01403977707344,261.08353182829154,261.21347338721887,261.45812408305096,261.91469126768664,262.7620938699805,264.31095691826147,267.0701990079036,271.76824306766844,279.1863931219129,289.6296011073681,302.201665954549,314.7958853786087,325.286764657519,332.7539245909736,337.4875779960778,340.2696863610116,341.8318574231593,342.75722132192186,343.21949465473494,343.45015584647496,343.56360176037174,343.6204055172524,343.64751663444866,343.66097834402376,343.6676548735027,343.670787525422,343.67286447203185,8.956139461213374,4.774274883457548,1.0,0.99971710811154,0.9993758244244024,0.9986279411975516,0.997000585827126,0.9934960111639646,0.9860640106365332,0.9707063152699678,0.9403839606215384,0.8850663310278005,0.7956354109497897,0.6703818690202223,0.5166804097182524,0.3513422664940455,0.2011667306919244,0.0921879299547729,0.0329137256113821,0.0085291567172143,0.0,,
verapamil,0.0,5.703956987140199e-11,1.8037495754994788e-10,5.703956987140197e-10,1.8037495754994787e-09,5.703956987140199e-09,1.8037495754994788e-08,5.7039569871402e-08,1.803749575499479e-07,5.7039569871402e-07,1.8037495754994792e-06,5.703956987140201e-06,1.8037495754994792e-05,5.703956987140201e-05,0.0001803749575499,0.000570395698714,0.0018037495754994,0.0057039569871402,0.0180374957549947,,,0.6428827447381104,0.0006737606865165,46460.0,0.0007927,9184000.0,0.7532631578947369,-100.0,5.7039569871401896e-11,1.5978818471512707e-10,4.476237116114151e-10,1.2539537109955708e-09,3.512771706527842e-09,9.840526770629862e-09,2.756682620266245e-08,7.722451496762262e-08,2.1633341713485293e-07,6.060270807639746e-07,1.697698060167774e-06,4.755857939325199e-06,1.3322854793629946e-05,3.732206935460602e-05,0.0001045524313284,0.0002928886604017,0.0008204856290949,0.0022984729645316,0.0064388427796234,0.0180374957549947,0.057039569871402,0.1803749575499479,0.5703956987140202,1.80374957549948,5.703956987140202,18.0374957549948,57.03956987140202,180.374957549948,570.3956987140203,1803.74957549948,260.9516906266485,260.96975460697126,261.00973587218255,261.09696699757967,261.2853376042211,261.6916829872117,262.56440267970254,264.4062184197772,268.17347199998284,275.37853062353383,287.4704470350431,303.74093396682,320.040271213619,331.9871770902255,338.4997736611874,341.42829183816576,342.6841680716401,343.2286794140921,343.46897032833846,343.5785004770551,343.63154058464573,343.6548052853487,343.6633507515042,343.6678324841165,343.6690912437067,343.66966353134103,343.67052883161693,343.6700653536511,343.67020022480983,343.6707194659935,260.9570033192217,260.9765544266697,261.0148947511657,261.0892425783968,261.2324592973131,261.5092051912939,262.04010703463075,263.04944133991654,264.93481161640466,268.3428908700905,274.1522473564985,283.14972616385535,295.21916845844885,308.6634436113167,320.87149301023123,330.05604777285726,336.0247979840093,339.537937842379,341.485757237353,342.5312596127115,343.1248988948228,343.41191353560487,343.54881222696446,343.6146459764182,343.64612510197617,343.6608696454828,343.66860603768185,343.67131941797146,343.673015849897,343.67355548551126,8.8072171170901,4.592018387454569,1.0,0.9997384037450944,0.9994003842600676,0.9986310096993098,0.9968937788693608,0.9930152735784304,0.9845076705938232,0.9664092795458672,0.9299821418834708,0.8634335183745614,0.7579969728552772,0.6150653032995561,0.4467134769825324,0.2773661819049238,0.1394423999710249,0.0547606135397938,0.0172471755562786,0.0041149307723915,0.0,,
verapamil,0.0,1.4458477697607708e-10,4.5721721023187597e-10,1.4458477697607702e-09,4.572172102318761e-09,1.4458477697607709e-08,4.57217210231876e-08,1.445847769760771e-07,4.572172102318761e-07,1.445847769760771e-06,4.572172102318761e-06,1.4458477697607714e-05,4.572172102318762e-05,0.000144584776976,0.0004572172102318,0.0014458477697607,0.0045721721023187,0.0144584776976077,,,,0.6733241218789217,0.0006642218228078,46460.0,0.0007927,9184000.0,0.7876842105263158,-100.0,1.4458477697607708e-10,3.8121958215670165e-10,1.005142953907078e-09,2.6502110727715924e-09,6.9876814068483594e-09,1.8424076461408123e-08,4.8577857760248616e-08,1.2808285232195512e-07,3.377097676866304e-07,8.904227624809735e-07,2.3477339769454294e-06,6.190154900292971e-06,1.6321277481137577e-05,4.30335109390689e-05,0.000113464345293,0.0002991658679906,0.000788795954707,0.0020797795628933,0.0054836526536637,0.0144584776976077,0.0457217210231876,0.1445847769760772,0.4572172102318764,1.4458477697607723,4.572172102318765,14.458477697607725,45.721721023187655,144.58477697607725,457.21721023187655,1445.8477697607727,260.9503364021627,260.966814005888,261.0024108163496,261.079372189474,261.24346882385345,261.59291968100507,262.3363531799223,263.8934448086947,267.0708380392451,273.2057504803504,283.827994653226,299.0225912811141,315.5828731960814,328.91756217307113,336.9016318881422,340.6961075985366,342.3531528517765,343.0754941709857,343.3968344968617,343.54539791133203,343.61970588247465,343.64900176905775,343.66172848674665,343.6666292255145,343.6700401740181,343.6697332934393,343.6697366684126,343.67063487419097,343.66996402371683,343.6700342299432,260.9554192560923,260.9733089781569,261.0076672818585,261.0745432298412,261.20029755779325,261.44231400876606,261.9031310993745,262.77336249668315,264.392466904213,267.32039318654296,272.3621875331402,280.349222829921,291.4962924653612,304.60978022750544,317.2804721185412,327.39213827779963,334.2891708557109,338.4980066326582,340.8939631479258,342.2023487427303,342.98998654483194,343.35708431849577,343.5280925456762,343.6074134111097,343.64377317326125,343.65999634632493,343.6685495602882,343.6716122424645,343.67270587971467,343.67376493897274,8.852509775453667,4.646303049461054,1.0,0.999757357455252,0.9994220946632436,0.9986297365175024,0.9967727574826049,0.9924756789472082,0.9827296000123376,0.9614074093698588,0.9177841345212306,0.8383936213407578,0.7157122943853634,0.5550535306293846,0.3747618468873513,0.2078707576640228,0.0890016943502703,0.0288691748003881,0.0068141661668746,0.0,,,
verapamil,0.0,3.3903373777081833e-10,1.0721188149960432e-09,3.3903373777081832e-09,1.0721188149960433e-08,3.3903373777081835e-08,1.0721188149960434e-07,3.390337377708184e-07,1.0721188149960435e-06,3.3903373777081843e-06,1.0721188149960436e-05,3.390337377708185e-05,0.0001072118814996,0.0003390337377708,0.001072118814996,0.0033903373777081,0.0107211881499604,0.0339033737770818,,,,0.7010694900218214,0.0006787051360309,46460.0,0.0007927,9184000.0,0.8221052631578948,-100.0,3.3903373777081875e-10,8.939136093933407e-10,2.356938121594248e-09,6.214423016553335e-09,1.6385264031685963e-08,4.320222113507895e-08,1.1390917518295373e-07,3.0033872911976897e-07,7.918883800571717e-07,2.087933208971867e-06,5.505150971924639e-06,1.451516125777142e-05,3.827141297551905e-05,0.0001009083554175,0.0002660601060011,0.0007015076176042,0.0018496306904225,0.0048768304222218,0.0128584993157067,0.0339033737770818,0.1072118814996044,0.3390337377708186,1.072118814996044,3.390337377708186,10.721188149960442,33.90337377708187,107.21188149960444,339.03373777081873,1072.1188149960446,3390.337377708188,260.9492666422357,260.96549858128816,261.0019614865496,261.0822269382117,261.2604460666141,261.6532206292222,262.51350454022264,264.37020022736937,268.24254315183526,275.7673115726946,288.46894897533616,305.36880369621565,321.78977991269767,333.28004851427306,339.2092069498792,341.77682509160127,342.8518459391286,343.3096350493023,343.50979854112256,343.5977202710216,343.6419807105694,343.65909356402386,343.6666914253892,343.66848143576686,343.6709496319149,343.66983473292146,343.6699423542786,343.6705154143915,343.6696828987695,343.6703403997081,260.9544643364274,260.97247466370817,261.0078506838084,261.07747081134863,261.2155046160975,261.4850408337816,262.0136156035403,263.0330394783331,264.97102815892737,268.52552322035103,274.65028457146207,284.15986432308165,296.80584930017625,310.583144155239,322.6953718533895,331.4807535361103,336.99502390987027,340.1448901917254,341.84550161198047,342.7370516204618,343.25361938984287,343.48558179189973,343.5907287076837,343.636994600129,343.6578634237938,343.66729421342166,343.6714473552395,343.6727955710786,343.6740746509197,343.6742453097249,8.702619999963803,4.476263761700047,1.0,0.9997754207331212,0.9994443220601064,0.9986316933086912,0.9966551833485008,0.9919146737586354,0.9808017977988804,0.9558302384931272,0.9040625191832204,0.8107053824566248,0.6705072459239843,0.4935904449487303,0.3063893650475335,0.1497969710093966,0.0549271745227904,0.0157442456187646,0.0034245579322787,0.0,,,
verapamil,0.0,7.423613627519515e-10,2.3475527532026513e-09,7.423613627519516e-09,2.3475527532026512e-08,7.423613627519516e-08,2.3475527532026517e-07,7.423613627519517e-07,2.347552753202652e-06,7.423613627519518e-06,2.347552753202652e-05,7.42361362751952e-05,0.0002347552753202,0.0007423613627519,0.0023475527532026,0.0074236136275195,0.0234755275320265,,,,,0.7316957885746556,0.0006681840788053,46460.0,0.0007927,9184000.0,0.8565263157894737,-100.0,7.423613627519514e-10,1.842265429001806e-09,4.5718191721532614e-09,1.1345558687595462e-08,2.8155466584879548e-08,6.987142021300282e-08,1.7339493728027328e-07,4.303018914282041e-07,1.067849619319622e-06,2.6500065005438658e-06,6.576332777455268e-06,1.6320017626732816e-05,4.050022776370693e-05,0.0001005065365998,0.0002494199281604,0.0006189677076548,0.0015360481656183,0.0038119015546689,0.009459725149073,0.0234755275320265,0.0742361362751952,0.2347552753202653,0.7423613627519524,2.347552753202654,7.423613627519526,23.475527532026543,74.23613627519526,234.75527532026544,742.3613627519527,2347.5527532026545,260.9482499100863,260.9628782175225,260.99430641605727,261.0637789110492,261.21400789157025,261.5404030385713,262.2435543689236,263.7407475741505,266.8461840080589,272.9415637863692,283.65476154166896,299.1254698830372,315.98189471714926,329.3936892308725,337.24809805034096,340.8941050287939,342.45850258164063,343.1314031783825,343.42614931272107,343.5586850087664,343.6288684314648,343.6549699792269,343.6647173447415,343.6679818631278,343.66928877559934,343.66964456829265,343.6699602661185,343.66993460677384,343.6702997100895,343.67011208088786,260.9526752982254,260.96910472127536,261.000634081341,261.0615564621756,261.1793118280647,261.40816617160993,261.8494936968284,262.69304909179056,264.2834468845225,267.1976189233628,272.2750394273949,280.3991867508877,291.7952335934478,305.1777277860747,317.99066146777943,328.0626286382669,334.8127033576658,338.85881920936833,341.12296660954826,342.3411342267588,343.094875260846,343.4240894749359,343.56679470852634,343.6279523092905,343.6546198945196,343.6661127820763,343.67099267634245,343.67367049723896,343.67384906947643,343.6742797664965,8.778301397265121,4.5615271871972425,1.0,0.9997916356459152,0.9994644734778502,0.998630324864181,0.9965248488539014,0.9912913828081128,0.9786166421248556,0.9494014970818612,0.8882464987743747,0.7795172721272072,0.6212471783287224,0.4295784730214951,0.2407696018027376,0.1009920981022846,0.0307166870106977,0.0066829764164979,0.0,,,,
verapamil,0.0,1.5299870622464207e-09,4.8382439072885035e-09,1.5299870622464207e-08,4.838243907288504e-08,1.5299870622464208e-07,4.838243907288503e-07,1.5299870622464208e-06,4.838243907288504e-06,1.5299870622464208e-05,4.838243907288504e-05,0.0001529987062246,0.0004838243907288,0.0015299870622464,0.0048382439072885,0.0152998706224642,0.048382439072885,,,,,0.7596130228845223,0.0006800301670509,46460.0,0.0007927,9184000.0,0.8909473684210527,-100.0,1.529987062246423e-09,3.796860145236875e-09,9.422397952386233e-09,2.3382895281120188e-08,5.8027669229292665e-08,1.440031422842211e-07,3.573623628719094e-07,8.868407756362405e-07,2.200809718769937e-06,5.461593051759851e-06,1.3553647282011909e-05,3.363512310496946e-05,8.346989432046932e-05,0.0002071413039318,0.0005140478509513,0.0012756760146428,0.003165754494107,0.0078562279151766,0.0194962424187004,0.048382439072885,0.1529987062246421,0.4838243907288506,1.5299870622464216,4.838243907288507,15.299870622464216,48.38243907288507,152.99870622464218,483.82439072885074,1529.987062246422,4838.243907288508,260.94721746091125,260.9618639606445,260.99359847334097,261.0659223672135,261.2273672142226,261.58859651770126,262.3912724495352,264.1479969924212,267.8701876558697,275.2287742144719,287.8777445850806,304.9662517199795,321.6914102997543,333.3574520277149,339.30465124112067,341.84149654248955,342.8909411650266,343.3309427901904,343.5203161576255,343.60454915152377,343.64590209500915,343.66225041090416,343.66686322268805,343.66966330812085,343.6692624753632,343.6713419116906,343.66990481517496,343.67013388283107,343.6704095221133,343.67111890857143,260.9519485086792,260.9681295666169,260.9999558705157,261.06425162029706,261.1907219641781,261.4433138916084,261.9414129968587,262.91650198866097,264.79139564739575,268.2734842771399,274.3514837422374,283.899536667847,296.70369410840493,310.6942955985708,322.9495319639016,331.75946471809846,337.2231425587017,340.3053588213517,341.9490618332304,342.80098086647047,343.30723701008884,343.520515364324,343.61038369809745,343.6474572625655,343.663615706174,343.67033713907693,343.6724112085374,343.67438543423526,343.6738502578687,343.673906439941,8.637198346749821,4.406121226921011,1.0,0.9998071418419228,0.9994850103382648,0.9986319178890668,0.9963974649063528,0.9906418561228124,0.9762466331218492,0.9422649456306236,0.8707068714880296,0.7458591502551987,0.5700541753152194,0.3670055698205227,0.1834772379104818,0.0660220993677378,0.0176426271477168,0.0035306418043009,0.0,,,,
verapamil,0.0,2.988098920672574e-09,9.449198463216128e-09,2.9880989206725744e-08,9.449198463216129e-08,2.988098920672574e-07,9.449198463216128e-07,2.9880989206725748e-06,9.44919846321613e-06,2.9880989206725757e-05,9.449198463216131e-05,0.0002988098920672,0.0009449198463216,0.0029880989206725,0.0094491984632161,0.0298809892067257,,,,,,0.7906919827713899,0.0006668061669116,46460.0,0.0007927,9184000.0,0.9253684210526316,-100.0,2.9880989206725787e-09,6.979366800779961e-09,1.630185687723659e-08,3.8076597094195945e-08,8.89363253028082e-08,2.0773048439175205e-07,4.852005521783056e-07,1.1332933465372525e-06,2.647057600284051e-06,6.1827892669016345e-06,1.444127362956212e-05,3.3730792857573266e-05,7.87857370468656e-05,0.0001840215374784,0.0004298230558633,0.00100394693949,0.0023449404203942,0.005477127683652,0.0127930447196539,0.0298809892067257,0.0944919846321613,0.2988098920672578,0.944919846321614,2.988098920672578,9.44919846321614,29.880989206725783,94.4919846321614,298.80989206725786,944.9198463216144,2988.098920672579,260.9464015968064,260.95914684662307,260.9867221527315,261.04712858226344,261.1798365670722,261.4692230334354,262.0981907832158,263.44883477571125,266.28153669205415,271.93090420316923,282.0906107019138,297.2358054465685,314.32776954354165,328.35542254595487,336.7685805699064,340.70592873273245,342.38659181613986,343.10387367326206,343.4155750407533,343.5546111277704,343.631329415828,343.65679807483724,343.6655705827208,343.6678250219624,343.6705285960246,343.66992673144284,343.66975711081096,343.6698359722474,343.6701920754731,343.67027073081124,260.9511029582551,260.9649068537313,260.9924777629436,261.04745388344145,261.15334319608104,261.36009907053324,261.7613610948634,262.5337980659063,264.0029614195382,266.72060260193103,271.51883925052056,279.3248240136495,290.4937071149702,303.8958741698738,316.9778118090279,327.40505425756527,334.44571413705285,338.6747555072313,341.0374176106721,342.3045834795027,343.1169273068727,343.4490950268578,343.5836680835661,343.6387016857505,343.65977567511914,343.66836297936976,343.67182007806025,343.6737290759074,343.67404409806505,343.6740024651273,8.738795358321354,4.518597133726579,1.0,0.9998210682906116,0.9995033802005188,0.9986301682490516,0.9962561627063564,0.9899205175707156,0.9735646727911638,0.9340872596975316,0.85079213115581,0.7087539671057212,0.515649565239868,0.3047254940795403,0.1326147049042584,0.0396104743961149,0.0080791040916694,0.0,,,,,
