,qNet,drug concentration
0,0.2344617487446197,0.1
1,0.23411468717909342,0.16237767391887217
2,0.2335685681389059,0.26366508987303583
3,0.23272275717192772,0.42813323987193935
4,0.23144076637283587,0.6951927961775606
5,0.22956352522299636,1.1288378916846888
6,0.22694729177957837,1.8329807108324356
7,0.22354284867501636,2.9763514416313175
8,0.21948851771839023,4.832930238571752
9,0.21514243542689404,7.847599703514611
10,0.21097741965697545,12.742749857031335
11,0.20739215059442595,20.6913808111479
12,0.20457903415423156,33.59818286283781
13,0.20253000255327008,54.555947811685144
14,0.2011149266901316,88.58667904100822
15,0.20017364857154107,143.8449888287663
16,0.1995636174824859,233.57214690901213
17,0.19917438985204866,379.2690190732246
18,0.19892864082572753,615.8482110660261
19,0.19877474296506173,1000.0
