,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
0,1000.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.8207188225394805,0.0003496783945809,-178.62073684210526,48320.14429063444,1.7900000000000005e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,201.33200476669896,203.9806978053388,210.20448929578487,224.8622218117441,258.80319712582667,329.9755846185083,475.4817690899644,855.0346041029726,,,,,,,,,,,,,204.24926109314563,209.06352391294604,218.4036745826744,235.94679117931489,266.97343644611755,316.88194905587466,396.4527447660058,510.4946041112719,850.6140588797158,958.0151407435164,,,,,,,,,,,125.20784430588976,50.151072933686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1001.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7375759037808232,0.0009132482859276,-178.62073684210526,48320.14429063444,2.9767075490254447e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,201.3307456264783,203.97748290459683,210.1939682393259,224.8235124648948,258.661260439798,329.58947371913547,474.920666289053,856.7268385926282,,,,,,,,,,,,,205.25169526076823,210.25035647574504,219.2899212876021,235.186464850638,261.8162518316942,303.17708211400736,365.9254075695375,456.21423124237896,569.8990580902095,860.5709586350994,,,,,,,,,,,147.15754032825436,62.88906720544237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1002.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.6754246612100686,0.0020313571813952,-178.62073684210526,48320.14429063444,4.950160800237468e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,201.32971013821407,203.97432843369145,210.1844172142393,224.7884981480377,258.5363451451226,329.28089614587054,474.57326186307466,859.5221438742634,,,,,,,,,,,,,205.60591569328523,210.3192414255697,218.42838619951243,232.0660964596015,254.1456394521271,287.84059612163327,336.1348867693243,407.8852389877824,502.7539861591323,660.620992428774,882.7504629171804,,,,,,,,,,167.72638605525736,76.2204499817097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1003.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.6569388852027054,0.0030704562433164,-178.62073684210526,48320.14429063444,8.231944705562404e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,201.32906449061525,203.97242494386944,210.17840314901304,224.76712794290904,258.4694919338253,329.19188935395374,474.80651203923264,863.4690670157447,,,,,,,,,,,,,204.70504867407405,208.61074069474216,215.26265249921204,226.3883952334686,244.44310920173297,272.3652821658614,312.79585834094706,371.95842880775376,452.8525905002545,553.6438075396886,849.0768514898017,964.8733094468918,,,,,,,,,184.1594253024141,88.70680815642139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1004.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.6865106735072211,0.0029730161119713,-178.62073684210526,48320.14429063444,0.0001368943684257,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,201.32927600427337,203.97297545315587,210.17945412484,224.77159577837767,258.50688644769195,329.48905128215307,476.11699523317645,868.1347305941778,,,,,,,,,,,,,203.04180532235253,205.91077115588985,210.95391354647484,219.69114877736604,234.457050404312,258.3883834584306,294.76448839943737,347.57885049676304,424.7996148933782,525.6707811613584,853.6631685905784,917.4149462061488,,,,,,,,,196.7021714914279,99.71431916960248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1005.0,0.0,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,0.7466014424436948,0.0020453726755369,-178.62073684210526,48320.14429063444,0.00022765055861,1.0,1.0,3.162277660168379e-06,6.951927961775606e-06,1.5283067326587687e-05,3.359818286283781e-05,7.386199822079358e-05,0.0001623776739188,0.0003569698846826,0.0007847599703514,0.001725210549942,0.0037926901907322,0.0083378222347178,0.0183298071083243,0.040296113202004,0.0885866790410083,0.1947483039908757,0.4281332398719396,0.941204967268067,2.06913808111479,4.548777947003778,10.0,205.62020248614493,213.18758316599684,229.9287586280647,266.15948644626087,337.7306193807266,479.327727036984,865.5965002520218,,,,,,,,,,,,,,204.85013106777487,209.1501107217428,216.6795866506669,229.58051508410875,250.8814208616131,284.0297571721765,332.14303862622705,404.36325227803457,501.0011578455808,666.8303814300483,886.4835559654599,,,,,,,,,,217.71118874554827,124.3194738874128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1006.0,0.0,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,0.80445302453114,0.0012488209713023,-178.62073684210526,48320.14429063444,0.0003785749365108,1.0,1.0,3.162277660168379e-06,6.951927961775606e-06,1.5283067326587687e-05,3.359818286283781e-05,7.386199822079358e-05,0.0001623776739188,0.0003569698846826,0.0007847599703514,0.001725210549942,0.0037926901907322,0.0083378222347178,0.0183298071083243,0.040296113202004,0.0885866790410083,0.1947483039908757,0.4281332398719396,0.941204967268067,2.06913808111479,4.548777947003778,10.0,205.6392868831425,213.2405161014548,230.09806746327405,266.77857481653564,339.9661170157477,485.8719166153462,865.3790095745102,,,,,,,,,,,,,,203.69247626077376,207.4574623607703,214.3768244941616,226.822077389919,248.35318307868909,283.2548440197377,335.55839381926165,415.9116591696946,524.2136010841058,849.8099510166247,929.3722441894027,,,,,,,,,,217.7932852173313,126.77974672095684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1007.0,0.0,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,0.8363861525560189,0.0008214667297314,-178.62073684210526,48320.14429063444,0.0006295569113874,1.0,1.0,3.162277660168379e-06,6.951927961775606e-06,1.5283067326587687e-05,3.359818286283781e-05,7.386199822079358e-05,0.0001623776739188,0.0003569698846826,0.0007847599703514,0.001725210549942,0.0037926901907322,0.0083378222347178,0.0183298071083243,0.040296113202004,0.0885866790410083,0.1947483039908757,0.4281332398719396,0.941204967268067,2.06913808111479,4.548777947003778,10.0,205.68616668047625,213.36475634015983,230.47480168904605,268.0735912163525,344.41387170720225,497.5264532423356,863.7649646870818,,,,,,,,,,,,,,203.7550659892227,207.7785438878764,215.34494444488345,229.22755771942508,253.574444839992,293.1681930002903,354.0785268440515,445.5606357148593,564.192866603045,860.7914923188034,,,,,,,,,,,210.97299310641327,123.76818983384472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1008.0,0.0,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,0.8514884170797699,0.0005674451765618,-178.62073684210526,48320.14429063444,0.0010469311791442,1.0,1.0,3.162277660168379e-06,6.951927961775606e-06,1.5283067326587687e-05,3.359818286283781e-05,7.386199822079358e-05,0.0001623776739188,0.0003569698846826,0.0007847599703514,0.001725210549942,0.0037926901907322,0.0083378222347178,0.0183298071083243,0.040296113202004,0.0885866790410083,0.1947483039908757,0.4281332398719396,0.941204967268067,2.06913808111479,4.548777947003778,10.0,205.79728842962624,213.64816850990235,231.2892231097586,270.69463383065687,352.7789993229552,513.8126112536106,864.5652797723319,,,,,,,,,,,,,,204.6052765205449,209.50562604929377,218.77298490745272,235.76670950588084,265.23144602140525,312.02039639853496,385.4150589638256,490.81579579972095,694.7218156826756,913.1699091857572,,,,,,,969.3813411076204,,,,199.7730154210196,117.32410083741482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
