,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
0,7000.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.8588293785188011,0.0001688092623926,-22.02626315789473,48320.14429063444,1.7900000000000005e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,204.93048625543088,212.20548498173952,228.3469070585192,261.2558592835264,318.9601160696462,418.82267138215343,567.7616016584644,889.7347195506527,,,,,,,,,,,,,205.3279882509578,211.55194067714,223.88889245511425,247.26642881770607,288.0685080044531,353.9691985308221,456.9772325820808,589.6270565815759,892.9300421357093,,,,,,,,,,,,116.03566982888388,65.66757504253533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7001.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7937525990583713,0.0003675952460401,-22.02626315789473,48320.14429063444,2.9767075490254447e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.09681000567755,212.509149972978,228.71328062545984,261.3300681760292,318.71924857170046,418.3870388056842,567.5862673131271,890.7198881408632,,,,,,,,,,,,,206.0833710410273,212.3547392431205,224.13166731951304,245.3936183399295,281.21832190417314,336.5076063206961,423.251843268328,540.7280128567813,851.0891987643679,,,,,,,,,,,,137.7104110322695,79.17407141474384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7002.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7319726838180828,0.0007972331644104,-22.02626315789473,48320.14429063444,4.950160800237468e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.14186453501983,212.57803098640608,228.7575527926487,261.25656723549673,318.50836326459074,418.0380579172763,567.5110748341187,893.0609202236052,,,,,,,,,,,,,206.62981047654955,212.6987620599037,223.5434006275849,242.28903292131065,272.92009982678667,319.13691314583974,389.6888600974111,487.6209526192836,602.3395758891565,884.9931737424721,,,,,,,,,,,161.34249939380263,93.79057500181156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7003.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.6935445004856603,0.0013890333492835,-22.02626315789473,48320.14429063444,8.231944705562404e-05,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.1564367767689,212.59919528813745,228.76990540536912,261.2306883054735,318.43427356448245,417.9897920618988,567.7999642120838,897.7613087717232,,,,,,,,,,,,,206.45792229115267,211.98218779077416,221.5788663115826,237.7949220395356,263.957600328827,303.35222616464057,361.6049750655429,444.21883504899415,549.69261316785,849.367859570885,961.1271655309548,,,,,,,,,,181.97858706722303,107.34925366811092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7004.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.6879444692302391,0.0017288572606908,-22.02626315789473,48320.14429063444,0.0001368943684257,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.1710332049322,212.628082489118,228.8197690023649,261.312441450025,318.60442166528213,418.4785811020296,568.8302298630873,907.2864071381772,,,,,,,,,,,,,205.5341436489924,210.3074786869501,218.60252361922247,232.68021768136103,255.6330955340544,290.795929430494,341.6194309724895,417.0341756677591,516.2988446400924,860.8392471944742,902.7771932011108,,,,,,,,,,197.85409979300007,118.61549633421164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7005.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7089591565450918,0.0015752147870796,-22.02626315789473,48320.14429063444,0.00022765055861,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.1966247731829,212.68468787547977,228.93996550246248,261.5631525564305,319.15427896067644,419.8236062373393,571.211551003468,923.1713986923652,,,,,,,,,,,,,204.44106903404983,208.54663297923327,215.8397144811325,228.51898425444887,249.754316360614,283.2292806961351,332.29258833630274,406.47394715524,506.17971654250346,709.6251245840293,898.0680423796593,,,,,,,,,,208.8103564613868,126.58109153803105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7006.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7421004552130689,0.0011680595132736,-22.02626315789473,48320.14429063444,0.0003785749365108,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.24241506480803,212.78844024822416,229.1727110710576,262.0760016004672,320.29584499350614,422.5510491329541,576.0574348629368,944.2946235881903,,,,,,,,,,,,,203.70159926352585,207.44131176139888,214.2875931532212,226.5578390800877,247.72842462669783,282.00163916398105,333.2693255744568,411.9580434722294,518.4304346047669,852.6235277377612,945.905145900822,,,,,,,,,,214.7273096811953,130.69159305831823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7007.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.7771771117841768,0.0007734188856136,-22.02626315789473,48320.14429063444,0.0006295569113874,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.3211064451896,212.9701971085846,229.58730625904064,263.01026269347176,322.3916699777522,427.5171375771846,584.8476034785061,974.20081236499,,,,,,,,,,,,,203.40132063583656,207.11036320224247,214.10390172753063,226.9929065329744,249.76960701177188,287.24062212490907,344.4822056884754,432.5230676061967,549.2668823187914,853.238683291134,,,,,,949.3186273084592,,,,,217.28920170772457,131.7777626718478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7008.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,0.8124928868184014,0.0004754870848025,-22.02626315789473,48320.14429063444,0.0010469311791442,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,205.45416248246843,213.2788836403797,230.2973352533694,264.6222810502335,326.00260341367414,435.6985348736644,597.2917915317719,966.8597582746804,,,,,,,,,,,,,203.3955411992809,207.33072989560748,214.9605647447788,229.3713265216332,255.282071476524,298.1301636211934,365.7984634961825,466.87759144133565,593.0981513788181,888.6285578769968,,,,,,,,,,,202.79769576546616,124.79486226546324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
