,pulse 0,pulse 1,drug concentration
0,265.54528025948827,265.4450813126937,0.0
1,266.56091707161016,266.4607583282003,0.1
2,274.6204937454632,274.52062609574665,1.0
3,310.43779406189594,310.337630978417,10.0
4,330.2146116825905,330.1144160041226,30.0
5,342.4998451506939,342.3994925476619,100.0
6,347.0091862408116,346.90908761298437,300.0
7,347.98183862885514,347.8820760339034,500.0
8,348.7285547954037,348.628376646017,1000.0
