,qNet,drug concentration
0,0.25979352577728176,0.1
1,0.25934218188351654,0.16237767391887217
2,0.2586207304266731,0.26366508987303583
3,0.25748246425421917,0.42813323987193935
4,0.25571488308908075,0.6951927961775606
5,0.25304683578199805,1.1288378916846888
6,0.24918992485533029,1.8329807108324356
7,0.24395617428485752,2.9763514416313175
8,0.2374323872404458,4.832930238571752
9,0.23008679208706492,7.847599703514611
10,0.22269372028853016,12.742749857031335
11,0.21604211001545814,20.6913808111479
12,0.21063632040451183,33.59818286283781
13,0.20659642797366998,54.555947811685144
14,0.20376434308926034,88.58667904100822
15,0.20186640267039824,143.8449888287663
16,0.20063211834857858,233.57214690901213
17,0.19984568402345285,379.2690190732246
18,0.1993498114425768,615.8482110660261
19,0.1990398986884149,1000.0
