,APD,drug concentration
0,260.9,0.1
1,261.0,0.20691380811147897
2,261.0,0.42813323987193935
3,261.0,0.8858667904100825
4,261.1,1.8329807108324356
5,261.3,3.79269019073225
6,261.70000000000005,7.847599703514611
7,262.5,16.23776739188721
8,264.3,33.59818286283781
9,267.9,69.51927961775606
10,274.6,143.8449888287663
11,285.9,297.6351441631316
12,301.5,615.8482110660261
13,317.7,1274.2749857031322
14,330.3,2636.6508987303555
15,337.6,5455.594781168515
16,341.0,11288.378916846883
17,342.5,23357.21469090121
18,343.1,48329.30238571752
19,343.40000000000003,100000.0
