,APD,drug concentration
0,260.9,0.1
1,261.0,0.20691380811147897
2,261.0,0.42813323987193935
3,261.0,0.8858667904100825
4,261.1,1.8329807108324356
5,261.20000000000005,3.79269019073225
6,261.5,7.847599703514611
7,262.1,16.23776739188721
8,263.1,33.59818286283781
9,264.9,69.51927961775606
10,268.3,143.8449888287663
11,273.9,297.6351441631316
12,282.70000000000005,615.8482110660261
13,294.6,1274.2749857031322
14,307.8,2636.6508987303555
15,320.1,5455.594781168515
16,329.40000000000003,11288.378916846883
17,335.6,23357.21469090121
18,339.3,48329.30238571752
19,341.3,100000.0
