,qNet,drug concentration
0,0.10640858478831869,0.1
1,0.10627935418166334,0.16237767391887217
2,0.10605313560815567,0.26366508987303583
3,0.1056579380970125,0.42813323987193935
4,0.10498219817962517,0.6951927961775606
5,0.10385356561925188,1.1288378916846888
6,0.10204803578635938,1.8329807108324356
7,0.09933922247399107,2.9763514416313175
8,0.09563791314089327,4.832930238571752
9,0.09114219409986389,7.847599703514611
10,0.08633327056288426,12.742749857031335
11,0.0817191894674018,20.6913808111479
12,0.07759183340037612,33.59818286283781
13,0.07402338831109931,54.555947811685144
14,0.07095507428404887,88.58667904100822
15,0.06826561351423006,143.8449888287663
16,0.06581715014787687,233.57214690901213
17,0.06350597122041837,379.2690190732246
18,0.06138613385748531,615.8482110660261
19,0.04120976754060364,1000.0
