,pulse 0,pulse 1,drug concentration
0,308.3,308.3,0.0
1,308.8,308.8,0.1
2,312.6,312.6,1.0
3,330.40000000000003,330.40000000000003,10.0
4,340.2,340.2,30.0
5,346.1,346.1,100.0
6,348.3,348.3,300.0
7,348.7,348.7,500.0
8,349.1,349.1,1000.0
