,APD,drug concentration,qNet
0,308.8,0.1,0.22591261438818822
1,309.0,0.1528306732658769,0.22570342837984195
2,309.40000000000003,0.23357214690901226,0.22539055787205553
3,309.90000000000003,0.35696988468260643,0.22492399216197584
4,310.8,0.5455594781168519,0.22423770414312405
5,312.0,0.8337822234717891,0.22324987359245593
6,313.7,1.2742749857031335,0.2218647413919183
7,316.0,1.9474830399087562,0.21999688672068476
8,319.0,2.9763514416313175,0.21760709623145982
9,322.6,4.548777947003775,0.21474164255560257
10,326.7,6.951927961775605,0.2115636572876166
11,331.0,10.624678308940409,0.208325518577516
12,335.2,16.23776739188721,0.20529954031134703
13,338.8,24.816289228368237,0.20269362396320226
14,341.8,37.926901907322495,0.20060337157482158
15,344.1,57.963939533849675,0.19902004662334805
16,345.8,88.58667904100822,0.1978730135322889
17,347.0,135.38761800225433,0.19706794537522082
18,347.8,206.9138081114788,0.19651449915867697
19,348.3,316.22776601683796,0.1961411730521241
