,APD,drug concentration,qNet
0,308.90000000000003,0.1,0.22581684552589593
1,309.3,0.1528306732658769,0.2255659647738988
2,309.8,0.23357214690901226,0.22518995647267356
3,310.5,0.35696988468260643,0.22463844381805304
4,311.5,0.5455594781168519,0.22383657634853404
5,313.0,0.8337822234717891,0.22270129402075603
6,315.1,1.2742749857031335,0.22113871819559802
7,317.8,1.9474830399087562,0.21907996450763156
8,321.2,2.9763514416313175,0.21651286565894734
9,325.1,4.548777947003775,0.2135274077073888
10,329.40000000000003,6.951927961775605,0.2103206208219009
11,333.6,10.624678308940409,0.20716027517151
12,337.40000000000003,16.23776739188721,0.2042963975863269
13,340.6,24.816289228368237,0.20189462020496415
14,343.2,37.926901907322495,0.2000057877269123
15,345.1,57.963939533849675,0.19859450610027551
16,346.40000000000003,88.58667904100822,0.1975798297179911
17,347.40000000000003,135.38761800225433,0.19686993889708568
18,348.1,206.9138081114788,0.1963838850981091
19,348.5,316.22776601683796,0.1960543388318184
