"environment.time","0.I_Kr.I_kr","0.membrane_potential.V_m","1.I_Kr.I_kr","1.membrane_potential.V_m"
 0.00000000000000000e+00, 1.05267466604643636e-06,-8.13456841907787265e+01, 1.05261664934059876e-06,-8.13456845277209482e+01
 1.00000000000000006e-01, 1.05266305152319976e-06,-8.13456949471797515e+01, 1.05260516398067175e-06,-8.13456953193962704e+01
 2.00000000000000011e-01, 1.05265143705799636e-06,-8.13457057035807765e+01, 1.05259368334900166e-06,-8.13457061051061885e+01
 3.00000000000000044e-01, 1.05263982265083589e-06,-8.13457164599817872e+01, 1.05258220744352427e-06,-8.13457168848538288e+01
 4.00000000000000022e-01, 1.05262820830169888e-06,-8.13457272163828122e+01, 1.05257073626214805e-06,-8.13457276586423603e+01
 5.00000000000000000e-01, 1.05261659401059484e-06,-8.13457379727838372e+01, 1.05255926980279394e-06,-8.13457384264749379e+01
 6.00000000000000089e-01, 1.05260497977752399e-06,-8.13457487291848622e+01, 1.05254780806340579e-06,-8.13457491883546879e+01
 7.00000000000000067e-01, 1.05259338697517339e-06,-8.13457594644294915e+01, 1.05253635104190878e-06,-8.13457599442847652e+01
 8.00000000000000044e-01, 1.05258181137704261e-06,-8.13457701827011732e+01, 1.05252489873624187e-06,-8.13457706942683103e+01
 9.00000000000000022e-01, 1.05257023583658206e-06,-8.13457809009728408e+01, 1.05251345114434592e-06,-8.13457814383084639e+01
 1.00000000000000000e+00, 1.05255866035377226e-06,-8.13457916192445225e+01, 1.05250200826418424e-06,-8.13457921764083380e+01
 1.10000000000000009e+00, 1.05254708492862297e-06,-8.13458023375162043e+01, 1.05249057009370278e-06,-8.13458029085710734e+01
 1.20000000000000018e+00, 1.05253550956114433e-06,-8.13458130557878718e+01, 1.05247913663084939e-06,-8.13458136347998106e+01
 1.30000000000000004e+00, 1.05252393927604232e-06,-8.13458237686681400e+01, 1.05246770787360537e-06,-8.13458243550976476e+01
 1.40000000000000013e+00, 1.05251241183891022e-06,-8.13458344356351546e+01, 1.05245628381993383e-06,-8.13458350694677108e+01
 1.50000000000000000e+00, 1.05250088809595097e-06,-8.13458450986997690e+01, 1.05244486446780082e-06,-8.13458457779131265e+01
 1.60000000000000009e+00, 1.05248936804712410e-06,-8.13458557578619690e+01, 1.05243344981518448e-06,-8.13458564804370070e+01
 1.70000000000000018e+00, 1.05247785169236907e-06,-8.13458664131217688e+01, 1.05242203986007544e-06,-8.13458671770424502e+01
 1.80000000000000004e+00, 1.05246633903163589e-06,-8.13458770644791684e+01, 1.05241063460045711e-06,-8.13458778677325682e+01
 1.90000000000000013e+00, 1.05245483006488413e-06,-8.13458877119341537e+01, 1.05239923403432501e-06,-8.13458885525104591e+01
