,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,Hill_coef,IC50,Kmax,Ku,halfmax,n,Vhalf,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20
verapamil,0.0,6.132580661219738e-13,1.939292282415581e-12,6.132580661219739e-12,1.9392922824155807e-11,6.13258066121974e-11,1.9392922824155808e-10,6.132580661219737e-10,1.939292282415581e-09,6.132580661219739e-09,1.939292282415581e-08,6.13258066121974e-08,1.9392922824155815e-07,6.132580661219742e-07,1.939292282415582e-06,6.132580661219743e-06,1.9392922824155823e-05,6.132580661219743e-05,0.0001939292282415,0.0006132580661219,0.0019392922824155,0.5594371297134973,0.0006235824246835,46460.0,0.0007927,9184000.0,0.65,-100.0,6.132580661219741e-13,1.9392922824155817e-12,6.132580661219741e-12,1.9392922824155817e-11,6.132580661219741e-11,1.9392922824155816e-10,6.13258066121974e-10,1.939292282415581e-09,6.132580661219741e-09,1.9392922824155817e-08,6.132580661219743e-08,1.9392922824155815e-07,6.132580661219741e-07,1.939292282415581e-06,6.132580661219741e-06,1.9392922824155816e-05,6.132580661219742e-05,0.0001939292282415,0.0006132580661219,0.0019392922824155,199.3794673474722,199.4057033398473,199.461306750652,199.5784266224766,199.8263090911836,200.3507061039856,201.4609737227601,203.8158586345081,208.82805878211684,219.5466946948374,242.48792556935297,290.03188105254213,383.3322816576414,545.2485805800743,883.5233812913013,,,,,,199.39020947953563,199.421371684744,199.4803122935725,199.5927700605855,199.8066532586561,200.21342429533647,200.9858103284238,202.44931588969385,205.20898884757668,210.36874862227225,219.85786397754373,236.79028732200496,265.4367996819218,310.0852628978426,378.93555785020834,477.1753827103986,595.6907923572796,882.8895289106262,,,147.70606734329874,63.21694525005558,1.0,0.9998387414201216,0.9996697224512844,0.99932449230431,0.998623279993845,0.9972067233304568,0.994368755088026,0.9887486436678176,0.9778215931540876,0.9572111345687824,0.920263231430987,0.859163490607754,0.7686329625242774,0.6493974744462627,0.508093956687128,0.3578857440931142,0.2188318583561073,0.1111653229103663,0.0448720414023664,0.0129388465536712,0.0
verapamil,0.0,2.120271358626931e-12,6.704886750880802e-12,2.120271358626931e-11,6.704886750880801e-11,2.1202713586269308e-10,6.704886750880802e-10,2.120271358626931e-09,6.704886750880802e-09,2.120271358626931e-08,6.704886750880802e-08,2.1202713586269322e-07,6.704886750880803e-07,2.120271358626932e-06,6.704886750880804e-06,2.120271358626932e-05,6.704886750880805e-05,0.0002120271358626,0.000670488675088,0.0021202713586269,0.0067048867508808,0.5853294356434204,0.0006612861774184,46460.0,0.0007927,9184000.0,0.6844210526315789,-100.0,2.120271358626928e-12,6.7048867508807925e-12,2.1202713586269278e-11,6.704886750880792e-11,2.120271358626928e-10,6.70488675088079e-10,2.1202713586269278e-09,6.7048867508807925e-09,2.120271358626928e-08,6.704886750880794e-08,2.120271358626928e-07,6.704886750880792e-07,2.120271358626928e-06,6.704886750880792e-06,2.120271358626928e-05,6.704886750880793e-05,0.0002120271358626,0.000670488675088,0.0021202713586269,0.0067048867508808,199.3768623602563,199.4018910840757,199.4571543190249,199.5784266224766,199.845441876953,200.4329839810865,201.727418623,204.5861593212308,210.9250992004135,225.0555181846709,256.38878989234263,321.6183113051392,453.54960682963394,844.2710714931954,,,,,,,199.3883226511384,199.41931092850413,199.48015807571164,199.5996069062815,199.8337660989652,200.29233106372783,201.18948370556936,202.9386315103257,206.32989380773188,212.8312567006693,225.0260965397175,246.9876254509224,283.822290058665,340.6355048983272,429.3673351325747,548.2369889342312,853.9376459195505,,,,143.72172450817067,57.031461192660174,1.0,0.9998567630002032,0.9996951010384516,0.9993524868130816,0.9986292477487212,0.9971131722437864,0.993963818046464,0.9875090747609944,0.974565349126742,0.9495586259186448,0.9042313372259564,0.8298831027879595,0.7225710471049833,0.5859806783637097,0.4309811185099385,0.2772614038746315,0.1495086660161365,0.0652644718574639,0.0230293666090701,0.0060726561454314,0.0
verapamil,0.0,2.058471047808189e-11,6.509457008587235e-11,2.05847104780819e-10,6.509457008587236e-10,2.0584710478081903e-09,6.5094570085872356e-09,2.05847104780819e-08,6.509457008587236e-08,2.058471047808191e-07,6.509457008587237e-07,2.0584710478081905e-06,6.509457008587237e-06,2.0584710478081903e-05,6.509457008587237e-05,0.0002058471047808,0.0006509457008587,0.0020584710478081,0.0065094570085872,,,0.6156965048566294,0.0006522660762698,46460.0,0.0007927,9184000.0,0.718842105263158,-100.0,2.058471047808192e-11,5.7665117875096e-11,1.6154056784473004e-10,4.525327619397391e-10,1.267705712323882e-09,3.5512959684289367e-09,9.948446972176693e-09,2.78691491889356e-08,7.807142950928477e-08,2.1870592691229535e-07,6.126733270700244e-07,1.7163165671938196e-06,4.808015019866032e-06,1.3468965383847427e-05,3.773137724439453e-05,0.0001056990487529,0.0002961007448763,0.0008294838236552,0.0023236801177017,0.0065094570085872,199.3983924435792,199.44509407156752,199.5429411273708,199.74805789613663,200.1784926749217,201.08248682901404,202.9837253636116,206.99383450202964,215.4894003753422,233.54898560579272,271.3210618704498,344.55778910167373,485.1649865228053,849.363209663485,,,,,,,199.4146849972017,199.4666311169321,199.5643786011203,199.7488397184189,200.096225585306,200.74985558186376,201.9766940926214,204.2715706965377,208.53380601721,216.34495463338104,230.31486748580664,254.23432811723524,292.3785625736224,349.8773061531688,435.92212262304025,548.6355214569286,851.2902597757773,,,,145.61336061502547,60.84612519123956,1.0,0.99971710811154,0.9993758244244024,0.9986279411975516,0.997000585827126,0.9934960111639646,0.9860640106365332,0.9707063152699678,0.9403839606215384,0.8850663310278005,0.7956354109497897,0.6703818690202223,0.5166804097182524,0.3513422664940455,0.2011667306919244,0.0921879299547729,0.0329137256113821,0.0085291567172143,0.0,,
verapamil,0.0,5.703956987140199e-11,1.8037495754994788e-10,5.703956987140195e-10,1.8037495754994787e-09,5.703956987140199e-09,1.8037495754994788e-08,5.7039569871402e-08,1.803749575499479e-07,5.7039569871402e-07,1.8037495754994792e-06,5.703956987140201e-06,1.8037495754994792e-05,5.703956987140201e-05,0.0001803749575499,0.000570395698714,0.0018037495754994,0.0057039569871402,0.0180374957549947,,,0.642882745749225,0.0006737606792033,46460.0,0.0007927,9184000.0,0.7532631578947369,-100.0,5.7039569871401896e-11,1.5978818471512707e-10,4.476237116114151e-10,1.2539537109955708e-09,3.512771706527842e-09,9.840526770629862e-09,2.756682620266245e-08,7.722451496762262e-08,2.1633341713485293e-07,6.060270807639746e-07,1.697698060167774e-06,4.755857939325199e-06,1.3322854793629946e-05,3.732206935460602e-05,0.0001045524313284,0.0002928886604017,0.0008204856290949,0.0022984729645316,0.0064388427796234,0.0180374957549947,199.39521439427293,199.4412844760305,199.54141399517613,199.7588413873374,200.23176708373936,201.26075862175665,203.5038977549148,208.41151843660003,219.2020466776654,242.95353147599823,293.41980743289605,395.1734319086424,567.870580171218,920.5358694814904,,,,,,,199.4120176891697,199.46454988983544,199.5664581211333,199.7640531529759,200.14656111223616,200.8864224820188,202.3140543304029,205.05619503301307,210.27591673156115,220.04401519563248,237.7461212628685,268.039986185919,315.53856570510203,389.7435255745792,495.1840497916778,710.6101540962895,915.661009512184,,,,161.53101753178393,71.62153720223503,1.0,0.9997384037450944,0.9994003842600676,0.9986310096993098,0.9968937788693608,0.9930152735784304,0.9845076705938232,0.9664092795458672,0.9299821418834708,0.8634335183745614,0.7579969728552772,0.6150653032995561,0.4467134769825324,0.2773661819049238,0.1394423999710249,0.0547606135397938,0.0172471755562786,0.0041149307723915,0.0,,
verapamil,0.0,1.4458477697607708e-10,4.5721721023187597e-10,1.44584776976077e-09,4.572172102318761e-09,1.4458477697607709e-08,4.57217210231876e-08,1.445847769760771e-07,4.572172102318761e-07,1.445847769760771e-06,4.572172102318761e-06,1.4458477697607714e-05,4.572172102318762e-05,0.000144584776976,0.0004572172102318,0.0014458477697607,0.0045721721023187,0.0144584776976077,,,,0.6733241231687971,0.0006642218132541,46460.0,0.0007927,9184000.0,0.7876842105263158,-100.0,1.4458477697607708e-10,3.8121958215670165e-10,1.005142953907078e-09,2.650211072771592e-09,6.9876814068483594e-09,1.8424076461408123e-08,4.8577857760248616e-08,1.2808285232195512e-07,3.377097676866304e-07,8.904227624809735e-07,2.3477339769454294e-06,6.190154900292971e-06,1.6321277481137577e-05,4.30335109390689e-05,0.000113464345293,0.0002991658679906,0.000788795954707,0.0020797795628933,0.0054836526536637,0.0144584776976077,199.3923131406907,199.4338394123916,199.52298033005607,199.7146550505496,200.1259816586987,201.0103070646009,202.91368015336803,207.02289378531265,215.9361016720648,235.33317421370668,276.69999631949474,358.40157286126663,513.5155265816018,864.0047142267373,,,,,,,199.4077960994125,199.4556368928636,199.5472544420646,199.7230601160763,200.0606995183005,200.7074820024069,201.9448903569481,204.30228470858185,208.75976230917888,217.06804352101523,232.1438698981911,258.2064795412425,299.8575240583796,364.0641663293652,458.2463390231146,577.0816912176069,868.685726243292,,,,148.32593238589075,63.4127704768938,1.0,0.999757357455252,0.9994220946632436,0.9986297365175024,0.9967727574826049,0.9924756789472082,0.9827296000123376,0.9614074093698588,0.9177841345212306,0.8383936213407578,0.7157122943853634,0.5550535306293846,0.3747618468873513,0.2078707576640228,0.0890016943502703,0.0288691748003881,0.0068141661668746,0.0,,,
verapamil,0.0,3.3903373777081833e-10,1.0721188149960432e-09,3.390337377708183e-09,1.0721188149960433e-08,3.3903373777081835e-08,1.0721188149960434e-07,3.390337377708184e-07,1.0721188149960435e-06,3.3903373777081843e-06,1.0721188149960436e-05,3.390337377708185e-05,0.0001072118814996,0.0003390337377708,0.001072118814996,0.0033903373777081,0.0107211881499604,0.0339033737770818,,,,0.7010694919583321,0.0006787051215228,46460.0,0.0007927,9184000.0,0.8221052631578948,-100.0,3.3903373777081875e-10,8.939136093933406e-10,2.356938121594248e-09,6.214423016553335e-09,1.6385264031685963e-08,4.320222113507895e-08,1.1390917518295373e-07,3.0033872911976897e-07,7.918883800571717e-07,2.087933208971867e-06,5.505150971924639e-06,1.451516125777142e-05,3.827141297551905e-05,0.0001009083554175,0.0002660601060011,0.0007015076176042,0.0018496306904225,0.0048768304222218,0.0128584993157067,0.0339033737770818,199.38938325071896,199.4302896583128,199.5210655431159,199.7223605594764,200.16917743236843,201.16213873991447,203.3731349418669,208.31331742293503,219.410107263882,244.3584320336084,298.24993585156386,408.9216360597611,591.6348173300421,,,,,,,,199.40505250446563,199.4530119460805,199.54746207824377,199.73341348072128,200.10028162392567,200.82228545926188,202.24017280933825,205.0111997400772,210.3768217049136,220.5802764136845,239.3251301825157,271.6841848694972,322.59647308110465,403.0528045336405,516.2247813975191,849.6862205520644,990.543849226626,,,,85.64110791924372,38.67538693797974,1.0,0.9997754207331212,0.9994443220601064,0.9986316933086912,0.9966551833485008,0.9919146737586354,0.9808017977988804,0.9558302384931272,0.9040625191832204,0.8107053824566248,0.6705072459239843,0.4935904449487303,0.3063893650475335,0.1497969710093966,0.0549271745227904,0.0157442456187646,0.0034245579322787,0.0,,,
verapamil,0.0,7.423613627519514e-10,2.3475527532026513e-09,7.423613627519516e-09,2.3475527532026512e-08,7.423613627519516e-08,2.3475527532026523e-07,7.423613627519517e-07,2.347552753202652e-06,7.423613627519518e-06,2.347552753202652e-05,7.42361362751952e-05,0.0002347552753202,0.0007423613627519,0.0023475527532026,0.0074236136275195,0.0234755275320265,,,,,0.7316957874483159,0.0006681840866282,46460.0,0.0007927,9184000.0,0.8565263157894737,-100.0,7.423613627519513e-10,1.842265429001806e-09,4.571819172153261e-09,1.1345558687595462e-08,2.8155466584879548e-08,6.987142021300282e-08,1.7339493728027328e-07,4.303018914282041e-07,1.067849619319622e-06,2.6500065005438658e-06,6.576332777455268e-06,1.6320017626732816e-05,4.050022776370693e-05,0.0001005065365998,0.0002494199281604,0.0006189677076548,0.0015360481656183,0.0038119015546689,0.009459725149073,0.0234755275320265,199.3869101715467,199.42333044507097,199.50275328572712,199.67598175697285,200.05339836746413,200.87652541583213,202.6741600532133,206.6126700972036,215.28140767807588,234.434939374986,275.93896472384006,359.13312937715204,518.1841199927892,868.9649799307089,,,,,,,199.4014053819664,199.44425051572424,199.5277690115399,199.6899665600449,200.00501919190867,200.616183208517,201.80005670615705,204.08371616598336,208.45718285034928,216.71194943637585,231.87521959308725,258.377393596241,301.0761449544256,367.509221080254,465.0920600302188,586.7128694456522,878.2586802774867,,,,149.05775211222357,63.68341374414346,1.0,0.9997916356459152,0.9994644734778502,0.998630324864181,0.9965248488539014,0.9912913828081128,0.9786166421248556,0.9494014970818612,0.8882464987743747,0.7795172721272072,0.6212471783287224,0.4295784730214951,0.2407696018027376,0.1009920981022846,0.0307166870106977,0.0066829764164979,0.0,,,,
verapamil,0.0,1.5299870622464207e-09,4.8382439072885035e-09,1.5299870622464207e-08,4.838243907288504e-08,1.5299870622464208e-07,4.838243907288503e-07,1.5299870622464208e-06,4.838243907288504e-06,1.5299870622464208e-05,4.838243907288504e-05,0.0001529987062246,0.0004838243907288,0.0015299870622464,0.0048382439072885,0.0152998706224642,0.048382439072885,,,,,0.7596130234286558,0.0006800301637402,46460.0,0.0007927,9184000.0,0.8909473684210527,-100.0,1.529987062246423e-09,3.796860145236875e-09,9.422397952386233e-09,2.3382895281120188e-08,5.8027669229292665e-08,1.440031422842211e-07,3.573623628719094e-07,8.868407756362405e-07,2.200809718769937e-06,5.461593051759851e-06,1.3553647282011909e-05,3.363512310496946e-05,8.346989432046932e-05,0.0002071413039318,0.0005140478509513,0.0012756760146428,0.003165754494107,0.0078562279151766,0.0194962424187004,0.048382439072885,199.38451707587365,199.4202601606484,199.5003744767396,199.6806078406416,200.0861709383477,200.9985493074257,203.0558192200847,207.70955038112783,218.29440411190404,242.41383866113244,295.3761165821703,405.465851177794,590.2427443488207,938.1595552274118,,,,950.524093295714,,,199.398972848742,199.44169276300883,199.5269689530452,199.69703580207067,200.03566219494311,200.70976936142748,202.0478147539967,204.6927040822073,209.87308756888189,219.84101947362365,238.3746607068392,270.73885477302275,322.13639139692884,403.8549527988663,519.2755503223158,848.7082663083687,,,,,164.61071175983096,73.52991228803704,1.0,0.9998071418419228,0.9994850103382648,0.9986319178890668,0.9963974649063528,0.9906418561228124,0.9762466331218492,0.9422649456306236,0.8707068714880296,0.7458591502551987,0.5700541753152194,0.3670055698205227,0.1834772379104818,0.0660220993677378,0.0176426271477168,0.0035306418043009,0.0,,,,
verapamil,0.0,2.988098920672574e-09,9.449198463216128e-09,2.9880989206725744e-08,9.449198463216129e-08,2.988098920672574e-07,9.449198463216128e-07,2.9880989206725748e-06,9.44919846321613e-06,2.988098920672576e-05,9.449198463216131e-05,0.0002988098920672,0.0009449198463216,0.0029880989206725,0.0094491984632161,0.0298809892067257,,,,,,0.7906919810917953,0.0006668061766125,46460.0,0.0007927,9184000.0,0.9253684210526316,-100.0,2.9880989206725787e-09,6.979366800779961e-09,1.630185687723659e-08,3.8076597094195945e-08,8.89363253028082e-08,2.0773048439175205e-07,4.852005521783056e-07,1.1332933465372525e-06,2.647057600284051e-06,6.1827892669016345e-06,1.444127362956212e-05,3.3730792857573266e-05,7.87857370468656e-05,0.0001840215374784,0.0004298230558633,0.00100394693949,0.0023449404203942,0.005477127683652,0.0127930447196539,0.0298809892067257,199.3821863934692,199.41386512974864,199.4829620668389,199.6344404454328,199.96682512021349,200.69614097731497,202.29921020275347,205.83201113097948,213.6539613165004,231.04965428230287,269.2019066372653,346.4960168814832,499.02409288562455,859.1478398161743,,,,,,,199.39560687687828,199.433475501378,199.50747370849896,199.65226695035065,199.9351383136968,200.48697185697665,201.56260329287832,203.65080601035453,207.67788460586075,215.34014225135056,229.5524620247352,254.6997886047824,295.8121774077173,359.79646450807275,455.39085498791934,577.2698491411634,871.3211464294207,,,,146.6125490009731,61.34127509804075,1.0,0.9998210682906116,0.9995033802005188,0.9986301682490516,0.9962561627063564,0.9899205175707156,0.9735646727911638,0.9340872596975316,0.85079213115581,0.7087539671057212,0.515649565239868,0.3047254940795403,0.1326147049042584,0.0396104743961149,0.0080791040916694,0.0,,,,,
