,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
terfenadine,0.0,1.548062079181382e-06,4.895402129549097e-06,1.548062079181382e-05,4.895402129549097e-05,0.0001548062079181,0.0004895402129549,0.0015480620791813,0.004895402129549,0.0154806207918138,0.0489540212954909,0.1548062079181382,0.4895402129549098,,,,,0.6541685689268687,0.0059361284640295,9884.0,8.18e-05,41380.0,0.9597894736842104,-77.49,1.5480620791813805e-06,3.0148246439316258e-06,5.871319862355799e-06,1.1434295853817311e-05,2.226809724860824e-05,4.33667417227034e-05,8.445599400106836e-05,0.0001644766159357,0.0003203154199963,0.0006238088478642,0.0012148571513606,0.0023659136981866,0.0046075768011062,0.0089731776752315,0.0174751113366012,0.0340324829485482,0.0662776833482816,0.1290746642452216,0.2513707194994863,0.4895402129549098,201.24525363431871,202.9318308723832,206.1141124583024,212.08519954086188,223.1601766220616,243.1672364699038,277.33870997300966,330.7545827026637,416.399949410227,536.280266134028,860.3456865114458,,,,,,,,,,203.1950398813005,205.2651740578057,208.42797310087093,213.22897654095328,220.44358265019983,231.1229705290836,246.58065493222225,268.254929647345,297.4180422973285,335.4815854390593,388.048237584809,453.34041047331925,531.68165811507,681.0098754964683,865.2197278574299,963.7658404827372,,,,,160.27314803518428,81.1232579698389,1.0,0.9905725742081318,0.9723725446244984,0.9226554629085016,0.8072688966269722,0.6185540947932912,0.4340740244576055,0.3047799210794712,0.1976001581310778,0.0971908965325834,0.030963222734677,0.0061614970441165,0.0,,,,
terfenadine,0.0,2.2715645366669653e-06,7.18331778793268e-06,2.2715645366669653e-05,7.18331778793268e-05,0.0002271564536666,0.0007183317787932,0.0022715645366669,0.0071833177879326,0.0227156453666696,0.0718331778793268,0.2271564536666966,0.7183317787932683,,,,,0.6769032511121972,0.0059817184226591,9884.0,8.18e-05,41380.0,0.9942105263157895,-77.49,2.2715645366669653e-06,4.423833409217108e-06,8.615340535832056e-06,1.677822957657132e-05,3.267531754006813e-05,6.363462673291582e-05,0.0001239273563132,0.0002413464246008,0.0004700180686527,0.0009153522171518,0.0017826329184461,0.003471647375057,0.0067609743834673,0.0131668829450601,0.0256422812239684,0.0499379077882492,0.0972532284661429,0.1893990130141848,0.368851365620583,0.7183317787932683,201.1014727062257,202.7368691995234,205.89379100450708,211.955112575048,223.4504406594886,244.6391684901062,281.3458038662551,339.4542438754679,433.6604740921445,561.7032264857935,873.845774405345,,,,,,,,,,203.0012276586397,205.05276915460863,208.23532360193752,213.1382078766084,220.61232614592865,231.82247614311552,248.231465520146,271.4284173734821,302.7871011566792,344.4766347731413,401.6315525719713,472.92795058051706,555.7352177351297,850.7527132520473,890.7241715713909,,,,,,163.26602750649465,84.4880795803315,1.0,0.9912851711663956,0.9734220273786944,0.922708682542834,0.8016999487733937,0.6042141304689914,0.4181498337643942,0.2894679038120769,0.1792060960814973,0.0796629975118524,0.022296602014282,0.004080141035565,0.0,,,,
terfenadine,0.0,3.248749058021503e-06,1.0273446569674465e-05,3.248749058021503e-05,0.0001027344656967,0.0003248749058021,0.0010273446569674,0.0032487490580215,0.0102734465696744,0.032487490580215,0.1027344656967447,0.3248749058021505,1.0273446569674471,,,,,0.6998973831506469,0.0060093742550467,9884.0,8.18e-05,41380.0,1.0286315789473686,-77.49,3.248749058021503e-06,6.326883691416427e-06,1.2321498684508778e-05,2.3995909714338907e-05,4.673162719585681e-05,9.100905139126998e-05,0.0001772385840626,0.0003451691364795,0.0006722110391938,0.0013091195980693,0.0025494882144522,0.004965085058093,0.0096694189423406,0.0188310293959809,0.0366731103726961,0.0714202604715275,0.1390897459741658,0.2708749213099052,0.5275243151876595,1.0273446569674471,200.96864882594303,202.55239379515515,205.6805762592659,211.82637818121736,223.744194809576,246.1559453692053,285.51503173027936,349.10279664887497,451.9967152776608,586.9442744169806,898.1630257363508,,,,,,,,,,202.814550604306,204.8448541988167,208.04298824098163,213.04491579654825,220.780867413777,232.53922782024424,249.9447538945521,274.7465764523828,308.4282692682653,354.4319369517581,416.0866870469801,493.5786531653291,579.7526548102827,851.3890411872553,950.905601178358,,,,,,168.9743119511191,88.81312303289974,1.0,0.9919421400353452,0.9744261916868104,0.9227419262712496,0.7959807929336561,0.5898740001255586,0.4028095562332785,0.2742683355549293,0.1608040451597783,0.0639446206103554,0.0157835496701017,0.0027089706648831,0.0,,,,
terfenadine,0.0,4.539879225047387e-06,1.4356358653229888e-05,4.539879225047387e-05,0.0001435635865322,0.0004539879225047,0.0014356358653229,0.0045398792250473,0.0143563586532298,0.0453987922504738,0.1435635865322989,0.4539879225047389,,,,,,0.7256209463842765,0.0058848314518787,9884.0,8.18e-05,41380.0,1.0630526315789477,-77.49,4.539879225047387e-06,8.321511049020775e-06,1.5253169237834051e-05,2.795876499201253e-05,5.124787692905609e-05,9.39363698820745e-05,0.0001721835540394,0.0003156091332769,0.0005785054534591,0.0010603893373019,0.0019436732012468,0.0035627154860473,0.0065303887641088,0.0119700766388484,0.0219409195861952,0.0402172823794214,0.0737175028435806,0.1351227607630186,0.2476774140730388,0.4539879225047389,200.84599676410747,202.1897439981896,204.73885587242185,209.55439220934744,218.5709338348985,235.11636058057417,264.1528280965716,311.0237493730513,385.8160981428916,496.42815851561295,723.7737563483323,961.883658652226,,,,,,,,,202.61048566657885,204.3870380088026,207.11626694236597,211.2847096462378,217.59616703359973,227.0258071688641,240.8355746121516,260.4836957812527,287.36393395190663,322.654459311546,371.2251041776446,432.87923121334927,508.8635912813231,590.1683821908845,853.4493691583993,953.6180918773002,,,,,193.0473494858372,102.3860049061604,1.0,0.9925357015348316,0.9753452755551916,0.9226231568443424,0.7897479565092846,0.5748344668384391,0.3869448237819201,0.2577895610729289,0.1410813596184121,0.0485836813989081,0.0092490734796459,0.0,,,,,
terfenadine,0.0,6.212355767195439e-06,1.9645193859620328e-05,6.212355767195438e-05,0.0001964519385962,0.0006212355767195,0.001964519385962,0.0062123557671954,0.0196451938596203,0.0621235576719544,0.1964519385962033,0.6212355767195442,,,,,,0.7481417606108612,0.0059383460840195,9884.0,8.18e-05,41380.0,1.0974736842105264,-77.49,6.212355767195443e-06,1.1387128290097896e-05,2.087238650752376e-05,3.8258681857330274e-05,7.012742586636118e-05,0.0001285422189133,0.0002356154077958,0.0004318784976646,0.0007916249556425,0.0014510332739064,0.0026597160018465,0.004875208127677,0.0089361624593255,0.0163798134168085,0.0300238820400444,0.0550331966437099,0.1008747879033686,0.1849015404361879,0.3389209570227358,0.6212355767195442,200.73272252490185,202.02943673863405,204.54163739704344,209.38754166687028,218.64958609540912,235.9750260594436,266.8459000196358,317.0905022087521,398.6044449857206,518.1865698962931,858.1150771586803,,,,,,,,,,202.44826435946692,204.202232012481,206.93420197053612,211.16307083198143,217.6507345319184,227.4631882308752,241.98932427367407,262.83046817217473,291.48864250540066,329.33442061084435,382.1115050250325,448.7478489368209,529.7458285082952,688.1472790261844,868.35354537207,,,,,,158.7938402875659,77.50385383881807,1.0,0.993102290695548,0.976287688248566,0.9226829084651216,0.7838931518077167,0.56092610539403,0.3730967059366349,0.2430988138181188,0.123896549650635,0.0376717488149562,0.0064646785821751,0.0,,,,,
terfenadine,0.0,8.340342605399442e-06,2.6374479099205192e-05,8.340342605399441e-05,0.000263744790992,0.0008340342605399,0.0026374479099205,0.0083403426053994,0.0263744790992051,0.0834034260539944,0.2637447909920519,0.8340342605399443,,,,,,0.770967299749035,0.0059729897116865,9884.0,8.18e-05,41380.0,1.1318947368421053,-77.49,8.34034260539945e-06,1.5287687117431147e-05,2.8022035599492786e-05,5.136385073213016e-05,9.414894762607096e-05,0.0001725732049437,0.0003163233558684,0.0005798146096926,0.0010627889954254,0.0019480717282998,0.0035707779012916,0.0065451670157342,0.0119971648890176,0.0219905718262455,0.0403082939776833,0.0738843253476567,0.1354285431951228,0.2482379073727976,0.4550152959117465,0.8340342605399443,200.62787670539475,201.87803284278917,204.3514044503657,209.22339097756495,218.72826667894253,236.85255829473545,269.6326044737529,323.42739707379843,412.0639689686861,540.0784059405665,864.9819987461891,,,,,,,,,,202.29145912841503,204.02102685949976,206.7523109313151,211.03876668064407,217.7023478631619,227.9073413621636,243.1796127946797,265.2730291267634,295.80193495467205,336.4831069888404,393.5665622552089,465.56763639277074,550.8626521901148,851.6027350616394,891.883080471804,,,,,,159.93737428826972,79.80258238249289,1.0,0.9936238891046608,0.9771884888090974,0.9227220653519138,0.7778879837110686,0.5471234322059347,0.3596578383640146,0.2282634285870438,0.1073196744601415,0.0286970629161303,0.0045034673734306,0.0,,,,,
terfenadine,0.0,1.1004251399971656e-05,3.479849836900698e-05,0.0001100425139997,0.00034798498369,0.0011004251399971,0.0034798498369006,0.0110042513999716,0.0347984983690069,0.1100425139997165,0.3479849836900698,1.1004251399971658,,,,,,0.7940002135451154,0.0059951879563827,9884.0,8.18e-05,41380.0,1.1663157894736842,-77.49,1.1004251399971658e-05,2.017058055329889e-05,3.697228508048867e-05,6.776948538793366e-05,0.0001242201594991,0.0002276931562584,0.0004173571634102,0.0007650076300587,0.0014022442295372,0.0025702866246178,0.0047112858042351,0.0086356960023817,0.0158290641969785,0.02901436934359,0.0531827793437685,0.0974830086855854,0.1786844745545889,0.327525195183791,0.6003473650835169,1.1004251399971658,200.53103490158244,201.7354379881744,204.16823763151305,209.0617668598912,218.80730420114435,237.74971621010968,272.51377901997245,330.07348277942486,426.2556018452474,561.7211583153952,879.6128381194246,,,,,,,,,,202.14103026871143,203.84440746434584,206.57210968972996,210.91317368692523,217.75260063924787,228.3585454455594,244.4050409229102,267.8076475859221,300.29748541559536,344.2837407632361,405.6234062132685,483.2238539140959,571.9065022013906,849.8939441888493,940.35050655857,,,,,,163.090367372902,82.74828816149342,1.0,0.9941057298118844,0.9780527439192932,0.922748166063184,0.7717535749291069,0.5334895884297352,0.3466161942699652,0.2133178118087771,0.0916621126602408,0.0215417801759189,0.0031429613445465,0.0,,,,,
terfenadine,0.0,1.4290108880380793e-05,4.518929207380195e-05,0.00014290108880380791,0.0004518929207380195,0.0014290108880380791,0.004518929207380195,0.014290108880380794,0.04518929207380196,0.14290108880380795,0.4518929207380196,1.4290108880380796,,,,,,0.8171771523710821,0.0060090745824774505,9884.0,8.18e-05,41380.0,1.2007368421052633,-77.49,1.4290108880380783e-05,2.6193493933433296e-05,4.80121691292896e-05,8.800537989921247e-05,0.00016131216380473685,0.0002956820846767251,0.0005419795577511601,0.0009934380750233705,0.0018209528289243441,0.003337771410754079,0.006118070613080193,0.011214305421286768,0.02055560552260228,0.037678028422410664,0.06906309932047501,0.1265913288847354,0.23203946400436493,0.4253238616718986,0.7796104343013525,1.4290108880380796,200.44152928674683,201.6007474082921,203.99184500682802,208.90281770461115,218.88671704719542,238.66635775872766,275.4909918103434,337.1080361153018,441.20643274502584,583.2116095425147,903.3698917113257,,,,,,,,,,201.99703072503527,203.67271473170723,206.39443372767704,210.78682860253332,217.80125164814535,228.81655875755848,245.66440933618327,270.4322180411035,304.9718113100821,352.7984138970926,418.314543921677,501.550781681137,593.1010284545937,860.0906829258869,983.1418263362691,,,,,,168.51714892523316,86.47516013073795,1.0,0.9945508112519315,0.9788817708740857,0.9227658070527809,0.7655025755528512,0.5200745497909746,0.33393697117717086,0.19830405029114434,0.07718479050699241,0.01598595955018859,0.002205782268812664,0.0,,,,,
terfenadine,0.0,1.8288832723718297e-05,5.783436715277078e-05,0.00018288832723718294,0.0005783436715277078,0.0018288832723718294,0.0057834367152770775,0.018288832723718295,0.05783436715277078,0.18288832723718296,0.5783436715277078,1.8288832723718298,,,,,,0.8404561569910122,0.006017393723464038,9884.0,8.18e-05,41380.0,1.235157894736842,-77.49,1.828883272371829e-05,3.35230776062167e-05,6.144715461993392e-05,0.00011263144915387718,0.0002064512737321609,0.0003784212024778384,0.0006936387647118933,0.0012714264760025388,0.002330500205754312,0.0042717619237386765,0.007830057207481452,0.014352343826027989,0.02630756938834433,0.048221267237721015,0.0883886526986387,0.16201469545307204,0.2969698116368726,0.5443399364299297,0.9977646036118145,1.8288832723718298,200.35884653319047,201.47363686708013,203.82177779707536,208.7465717844304,218.96614118002066,239.6033528351661,278.5663837137215,344.71248186068624,456.90841253092054,605.2387371347058,964.9181047343826,,,,,,,,,,201.85968932676175,203.50660425008132,206.2199579008971,210.660551577219,217.84903031848836,229.28116659344835,246.95702506798978,273.14506599690804,309.8249501678475,361.63617974341946,431.6559175964254,520.3289514253664,693.6397484306059,877.329410756817,,,,,,,183.79557646380104,93.70166440289944,1.0,0.9949615600703643,0.9796802909570835,0.9227775457581701,0.759144875051158,0.5069173312841513,0.3215783086960598,0.18327797283614117,0.06408558529396748,0.011768637253183493,0.0015606096518959514,0.0,,,,,
terfenadine,0.0,2.3095441729930342e-05,7.303419943427926e-05,0.00023095441729930341,0.0007303419943427927,0.002309544172993034,0.007303419943427927,0.023095441729930343,0.07303419943427927,0.23095441729930344,0.7303419943427928,2.309544172993035,,,,,,0.86381214190625,0.006021815930796319,9884.0,8.18e-05,41380.0,1.2695789473684211,-77.49,2.3095441729930362e-05,4.2333499199116895e-05,7.759648745402156e-05,0.00014223286473157275,0.00026071009749941164,0.0004778765798356656,0.0008759385529973515,0.0016055784715186205,0.0029429943680214566,0.005394451908671824,0.00988792629410867,0.01812437816723404,0.03322163557637256,0.06089461719379551,0.11161865870975235,0.20459484838396488,0.3750184106234944,0.6874015128799037,1.259993713705896,2.309544172993035,200.2824877064458,201.35375871088797,203.6579899401651,208.59270758041242,219.04623148169253,240.56089436049126,281.7403408427336,353.01694642356483,473.3080059262079,730.8700566331037,,,,,,,,,,,201.7288771358155,203.346118738,206.04884303434227,210.53450117142575,217.89575961878114,229.75252943254026,248.28299431866333,275.9453348239774,314.8598009107413,370.7236378628345,445.6481914433397,539.2851162855567,852.000872702256,903.6449660763838,,,,,,,127.28094774800861,63.33110225585837,1.0,0.9953424340314992,0.9804480732249086,0.9227858971185163,0.7526886693931134,0.49404563425580883,0.30948975959665076,0.16831397303051582,0.05248877532609112,0.008624177635570883,0.0011142439493226253,0.0,,,,,
terfenadine,0.0,2.880822485937342e-05,9.109960590190392e-05,0.0002880822485937342,0.0009109960590190392,0.002880822485937342,0.009109960590190392,0.02880822485937342,0.09109960590190393,0.28808224859373427,0.9109960590190395,,,,,,,0.8886916264841821,0.005957996502247961,9884.0,8.18e-05,41380.0,1.304,-77.49,2.8808224859373423e-05,4.9700253452493546e-05,8.57434015910353e-05,0.00014792542101277112,0.0002552024969358508,0.0004402780400852811,0.0007595723196629318,0.0013104221793264384,0.00226075416865201,0.0039002769425838957,0.006728798929041425,0.011608594900820971,0.02002727039289972,0.03455125816837248,0.05960819510584726,0.10283668705961121,0.17741493743632944,0.3060781217824627,0.5280492048055488,0.9109960590190395,200.21191737844316,201.0976510122416,202.89642228083267,206.53863608608611,213.8626399187039,228.34419387776705,255.82839296513123,303.5808894918299,383.1354343131752,506.0257930024162,858.0004508531439,,,,,,,,,,201.59461413065827,202.9790914478388,205.2085385756723,208.77994782194486,214.45350398741436,223.34832124183168,237.00525392950658,257.3180071661582,286.19279064107934,325.2540328368306,380.5702953161213,451.973104554474,539.2101565093053,856.8937566236915,886.3089715874369,,,,,,157.40843011618463,74.25618400770132,1.0,0.9956899480320968,0.9811719921197025,0.9227300073780087,0.7459355866918562,0.4810649975808279,0.29705702812662094,0.15282504396549687,0.04166975905168628,0.005512433432987723,0.0,,,,,,
