,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current
dofetilide,0.0,7.849811942098624e-11,2.482328494102144e-10,7.849811942098624e-10,2.482328494102144e-09,7.849811942098623e-09,2.482328494102144e-08,7.849811942098624e-08,2.482328494102144e-07,7.849811942098625e-07,2.4823284941021443e-06,,,,0.9309314862067268,2.0302907084897626e-08,100000000.0,1.79e-05,548300000.0,0.9597894736842104,-1.147,7.849811942098615e-11,1.3542578377569539e-10,2.336379909039991e-10,4.0307472677484307e-10,6.953887710469642e-10,1.1996920441214514e-09,2.069721371199859e-09,3.5707051450345147e-09,6.1602181869458635e-09,1.0627673406063826e-08,1.8334974281479755e-08,3.16316910633249e-08,5.4571327134955544e-08,9.41470292975636e-08,1.6242344818985892e-07,2.802146463751094e-07,4.834292641746175e-07,8.340172667047671e-07,1.4388553873528876e-06,2.482328494102146e-06,202.24042994895325,204.21890986942853,207.5459248447576,213.1188517528979,222.37114301327648,237.4231919292966,260.8679886046083,294.72184684462223,340.6937820584509,407.1594821350242,495.76659034099634,596.4313405553803,866.9937579188336,,,,,,,,202.1413909224955,203.9644216021716,206.95992917519965,211.8456891158345,219.7206201128372,232.1687899195224,251.25437213056227,279.21602073646187,317.9466544862711,373.1911666929636,446.2752283798399,537.0682483640851,855.4112438135774,893.309969773813,,,,,,,25.035866129648653,16.337651104977258,1.0,0.9827989514441804,0.949845092600816,0.8626560985759112,0.6760810540875014,0.4111720713816163,0.1933783231537398,0.0832813458795988,0.0400520367471214,0.0178913673439884,0.0,,,
dofetilide,0.0,1.6221567490808922e-10,5.129710048909869e-10,1.622156749080892e-09,5.129710048909869e-09,1.6221567490808922e-08,5.129710048909869e-08,1.6221567490808926e-07,5.12971004890987e-07,1.6221567490808927e-06,5.12971004890987e-06,,,,0.9551174873971696,2.4338831356004423e-08,100000000.0,1.79e-05,548300000.0,0.9942105263157895,-1.147,1.6221567490808948e-10,2.798561937174041e-10,4.828108578678884e-10,8.32950385620251e-10,1.4370147928503472e-09,2.479153081048193e-09,4.2770610503456544e-09,7.3788308468025e-09,1.273003682314145e-08,2.1961993828434323e-08,3.788906345057683e-08,6.536661199235848e-08,1.1277116862318465e-07,1.9455400983801122e-07,3.3564663030606426e-07,5.790611076565186e-07,9.990023319901489e-07,1.723489362566104e-06,2.9733820310119287e-06,5.129710048909867e-06,202.0210361991396,203.93432177877023,207.21305951651715,212.8102003287144,222.2777643056334,237.9513087408756,262.70218297605305,298.7007239462931,348.6250742070497,420.5775818546056,516.597885489454,732.1046942636273,890.0258128690297,,,,,,,,202.0041766111482,203.796031732416,206.7796967110736,211.71029282046192,219.7586120742287,232.6311419830224,252.56171866003012,281.95741610484214,322.8655023578307,381.9166091153095,459.79856577977085,554.5577587148798,848.4467839007896,931.5368070559764,,,,,,,54.81111182382096,28.98133383922764,1.0,0.9841526044071096,0.9518955893695038,0.8632164816244825,0.6687435121049664,0.3949170882629677,0.1799638626628857,0.078128999363765,0.0392531023279558,0.0179080844265725,0.0,,,
dofetilide,0.0,3.193221830398077e-10,1.009785405822982e-09,3.193221830398078e-09,1.0097854058229825e-08,3.193221830398078e-08,1.0097854058229825e-07,3.1932218303980786e-07,1.0097854058229829e-06,3.193221830398079e-06,1.0097854058229828e-05,,,,0.9793382665661045,2.8801751827689053e-08,100000000.0,1.79e-05,548300000.0,1.0286315789473686,-1.147,3.1932218303980767e-10,5.50897999010799e-10,9.504150398353902e-10,1.6396660535476047e-09,2.828769173962156e-09,4.8802224222703394e-09,8.419411208964482e-09,1.4525257042005812e-08,2.5059126689488333e-08,4.323226973703948e-08,7.458476784828047e-08,1.2867442835683126e-07,2.2199048130896682e-07,3.829803203409413e-07,6.607216890723737e-07,1.1398840285631826e-06,1.9665399517876355e-06,3.392695471706545e-06,5.853114020528714e-06,1.0097854058229823e-05,201.81818251760097,203.66625729994223,206.89377692480545,212.50828809079127,222.1845843724469,238.4859113560218,264.57997397509416,302.7931631010432,357.046767361457,434.74930727012975,537.6303142232913,851.3875439818828,935.4463403503446,,,,,,,,201.8731744656088,203.6327762851232,206.60176430557163,211.5737420931519,219.79304800526984,233.0939676554542,253.88954543736827,284.7616708104487,327.95500146642985,390.9078333657384,473.79221715648055,571.8559690543877,853.0576126291749,,,,,,,,84.23624627446799,41.26169908420335,1.0,0.9853969734664074,0.9538503554791468,0.8637303644314749,0.6612469741027619,0.3789422799944639,0.1677172917556536,0.0739081411928755,0.0386087266343977,0.017713038355482,0.0,,,
dofetilide,0.0,6.016132933213944e-10,1.902468277530572e-09,6.016132933213944e-09,1.9024682775305722e-08,6.016132933213944e-08,1.9024682775305721e-07,6.016132933213943e-07,1.902468277530572e-06,6.016132933213943e-06,1.902468277530572e-05,,,,1.003920335468612,3.348623481825865e-08,100000000.0,1.79e-05,548300000.0,1.0630526315789477,-1.147,6.016132933213954e-10,1.037909600623446e-09,1.7906125928816975e-09,3.089183736098587e-09,5.3294923722266465e-09,9.194496466401034e-09,1.5862442305239865e-08,2.7366052812846736e-08,4.72122030229943e-08,8.145099074127536e-08,1.405201085300796e-07,2.424267737150937e-07,4.182372276016911e-07,7.215472774369486e-07,1.2448209753161793e-06,2.1475782794046154e-06,3.705024704455215e-06,6.391947707922022e-06,1.1027455620384933e-05,1.902468277530572e-05,201.63091315762156,203.41378107800736,206.5872975799943,212.21323032867963,222.09206013990405,239.02728779576245,266.501077724625,307.00176859747285,365.6912891254819,449.6838779646831,558.4819152867857,853.5723170295477,,,,,,,948.9610844541832,,201.745592960213,203.47118297461373,206.4225765601124,211.431319977815,219.81909966974732,233.55541602901616,255.243981978546,287.6504247573355,333.2946509469396,400.2872214568951,488.3454238595323,589.3547719807178,863.7572342469449,,,,,,,,81.01263779343712,37.93959605475679,1.0,0.9865387351711484,0.9557105064404172,0.864185717622616,0.6535603756467548,0.3632131118368006,0.1564894861183113,0.070339319617851,0.0379167672620675,0.0171958477141489,0.0,,,
dofetilide,0.0,1.089306445245627e-09,3.4446894368776757e-09,1.0893064452456268e-08,3.444689436877676e-08,1.0893064452456269e-07,3.444689436877676e-07,1.0893064452456271e-06,3.444689436877677e-06,1.0893064452456271e-05,3.4446894368776774e-05,,,,1.0291547034041229,3.811765913670688e-08,100000000.0,1.79e-05,548300000.0,1.0974736842105264,-1.147,1.0893064452456255e-09,1.8792829714576134e-09,3.242158808685099e-09,5.593406581331069e-09,9.649804044227596e-09,1.6647943741974802e-08,2.8721208178496536e-08,4.95501313566238e-08,8.54844093674614e-08,1.474786048963085e-07,2.544316450578451e-07,4.389481582929035e-07,7.572779935645469e-07,1.3064639837364958e-06,2.2539254478615077e-06,3.888495961433516e-06,6.708474256072127e-06,1.1573530560590208e-05,1.9966777023206823e-05,3.4446894368776794e-05,201.4575986584848,203.17619199653552,206.2934175616485,211.9247613568894,221.99975350312377,239.57547870577525,268.46580635303064,311.3298432271184,374.5828162734809,465.3529522525505,579.1247757849594,865.2277196162005,,,,,,,,,201.61992287479904,203.30899554180888,206.23877027900065,211.2792002157437,219.8335465706504,234.0143221573628,256.6321653615395,290.6470466704889,339.0024361896191,410.1790425122728,503.5317620043165,614.3123270806409,879.4989863964308,,,,,,,,78.30860823011348,38.15929815262954,1.0,0.9875865535606309,0.9574765821638974,0.8645737906268518,0.6456549116745146,0.3477055693681439,0.1461428718584896,0.0671809896876993,0.0370196001434043,0.0163005245143895,0.0,,,
dofetilide,0.0,1.9023975590034648e-09,6.015909301595513e-09,1.9023975590034652e-08,6.015909301595513e-08,1.902397559003465e-07,6.015909301595513e-07,1.9023975590034647e-06,6.015909301595513e-06,1.902397559003465e-05,,,,,1.094807305780914,2.1410798539392944e-08,100000000.0,1.79e-05,548300000.0,1.1318947368421053,-1.147,1.9023975590034627e-09,3.089068904999231e-09,5.015958233688914e-09,8.144796304606217e-09,1.3225330784849829e-08,2.1474984496515666e-08,3.4870580299880607e-08,5.6622037172958587e-08,9.194154688692924e-08,1.4929254520002517e-07,2.424177622300816e-07,3.9363232347538853e-07,6.391710106521475e-07,1.0378710194607034e-06,1.6852708196783744e-06,2.736503556227259e-06,4.443470821309037e-06,7.215204560905417e-06,1.1715881334486608e-05,1.9023975590034665e-05,201.2975372937742,202.71449169494088,205.16113487207255,209.37540577645683,216.59213072654853,228.779657933385,248.7053342447283,279.1973857656278,321.8459963300666,383.7749355664646,469.139568875122,573.6536323061752,857.2016418171166,,,,,,,,201.27184102075844,202.603427883534,204.84885237217463,208.6133705283499,214.8646456611384,225.07954751116543,241.336553050932,266.1610635897631,301.9217723237822,352.4790964484879,423.2633715964005,514.190582129814,681.7921941860118,878.9337004780556,,,,,,,54.08466955198999,27.61634883847438,1.0,0.988372028625102,0.9585335842306056,0.8628297064548045,0.6319815533949104,0.3222260393624067,0.123389778181112,0.0499676884205204,0.0211019922292487,0.0,,,,
dofetilide,0.0,3.214840613720728e-09,1.016621865377106e-08,3.214840613720728e-08,1.0166218653771062e-07,3.214840613720729e-07,1.0166218653771062e-06,3.214840613720729e-06,1.0166218653771064e-05,3.214840613720729e-05,,,,,1.1189949402409445,2.4949856585810533e-08,100000000.0,1.79e-05,548300000.0,1.1663157894736842,-1.147,3.214840613720722e-09,5.220183408758911e-09,8.476412393441591e-09,1.3763801276241472e-08,2.2349340355176932e-08,3.629033900494809e-08,5.892740833350799e-08,9.568495495262585e-08,1.5537100414239448e-07,2.5228782247081504e-07,4.09659097708683e-07,6.651949138563989e-07,1.0801280281466676e-06,1.753886767450339e-06,2.847920536156758e-06,4.624387121669224e-06,7.508972241170367e-06,1.219289446042624e-05,1.979853840822318e-05,3.2148406137207284e-05,201.1499097432728,202.5110944937643,204.9016054206352,209.08931797431688,216.3814270500007,228.898101976701,249.6562015080312,281.7160655323369,326.8233919621944,393.31834823011457,485.223749716945,593.6822936745965,870.7238858378162,,,,,,,,201.17598432556343,202.4775588338032,204.69827912974043,208.4660173306271,214.79504756638488,225.25102554196,242.0534529155449,267.9012340468294,305.29476619281184,358.96494528978496,433.4139755065575,528.60282843289,856.8926712670949,898.7765835634989,,,,,,949.051232246026,26.34012848049333,16.468277441625624,1.0,0.9892856212120162,0.9602150359931276,0.8633030087241187,0.6240799479703023,0.30804042686948,0.115783067586342,0.0486158084724531,0.0210895494984066,0.0,,,,
dofetilide,0.0,5.271737426112609e-09,1.6670697492869454e-08,5.271737426112608e-08,1.6670697492869454e-07,5.271737426112608e-07,1.6670697492869455e-06,5.271737426112609e-06,1.6670697492869456e-05,5.2717374261126095e-05,,,,,1.1432356835394317,2.879164153892626e-08,100000000.0,1.79e-05,548300000.0,1.2007368421052633,-1.147,5.271737426112603e-09,8.56012460763228e-09,1.3899731222430274e-08,2.2570060239957485e-08,3.6648738819731165e-08,5.950936961608216e-08,9.662993014637843e-08,1.5690543288112025e-07,2.547793921647002e-07,4.13704850621682e-07,6.717643133290318e-07,1.0907952662007654e-06,1.7712079804739753e-06,2.876046318959071e-06,4.6700571135550846e-06,7.583130111673581e-06,1.2313310285577128e-05,1.9994066824133367e-05,3.2465900630812734e-05,5.2717374261126136e-05,201.01317860467026,202.31991193604142,204.6536485139738,208.81104953226907,216.17281566941188,229.0169951219777,250.6227709988674,284.29147062750695,331.9933100651943,403.25862067027197,501.7959068313078,688.0221075088342,890.600559945464,,,,,,,,201.08434733535907,202.35579613777477,204.55092965776564,208.31933553180613,214.72327638155951,225.41975788473155,242.7770582963803,269.67281396171205,308.7476883873784,365.5644180200537,443.9106931204869,543.0210106378723,848.9176059825492,933.8698018966064,,,,,,,46.71127095805932,25.654431899258558,1.0,0.9901252252936292,0.961823874938106,0.8637383841319228,0.6160545815710822,0.2943164651148414,0.10903556051858597,0.04749944324935087,0.02092673514490405,0.0,,,,
dofetilide,0.0,8.409621178844392e-09,2.659355718433849e-08,8.409621178844392e-08,2.659355718433849e-07,8.409621178844391e-07,2.659355718433849e-06,8.409621178844392e-06,2.6593557184338494e-05,8.409621178844394e-05,,,,,1.1677541032427403,3.281231751422556e-08,100000000.0,1.79e-05,548300000.0,1.235157894736842,-1.147,8.409621178844401e-09,1.365534725559637e-08,2.217323523918192e-08,3.600438361394333e-08,5.846308062114872e-08,9.493099041393617e-08,1.541467340622973e-07,2.5029988119226806e-07,4.064311249017053e-07,6.599534066976948e-07,1.0716169907440706e-06,1.7400667428896403e-06,2.8254799017400787e-06,4.587948541490772e-06,7.4498041222675495e-06,1.2096818645250294e-05,1.9642532734341842e-05,3.1895087752777306e-05,5.1790501587342845e-05,8.4096211788444e-05,200.88707971169717,202.14049515719344,204.41696033863346,208.5408132382624,215.96712544221475,229.13617083592084,251.60538285310395,286.92360368530325,337.4069646601238,413.6350036952163,518.6840512172814,856.5616269073491,924.5492532747764,,,,,,,,200.99595454185217,202.2365034085264,204.40453665359405,208.17081144882286,214.64707852393707,225.58503504331884,243.5087987569682,271.48589572679754,312.30337132979355,372.33916088918824,454.8301844454433,557.4575879528246,850.1832650894644,942.3875514794751,,,,,,,88.45892935223368,40.94664209281116,1.0,0.9908967741919007,0.9633568915540679,0.8641317682047316,0.6078814557061009,0.2810184164180132,0.10300196350883337,0.04647413610140253,0.020532489035191274,0.0,,,,
dofetilide,0.0,1.3079801889329752e-08,4.136196531405563e-08,1.307980188932975e-07,4.1361965314055636e-07,1.3079801889329752e-06,4.136196531405563e-06,1.3079801889329752e-05,4.136196531405564e-05,0.00013079801889329755,,,,,1.192756035843896,3.6851135495852614e-08,100000000.0,1.79e-05,548300000.0,1.2695789473684211,-1.147,1.3079801889329766e-08,2.1238678061090358e-08,3.4486871406716394e-08,5.599897959761869e-08,9.092984048891698e-08,1.4764975988404416e-07,2.397502456465108e-07,3.89300872095587e-07,6.321377006546975e-07,1.0264504942873405e-06,1.666726436552552e-06,2.7063916182649395e-06,4.39457575687393e-06,7.135809892614554e-06,1.1586962118900277e-05,1.8814639566531164e-05,3.0550774084353065e-05,4.9607636322382096e-05,8.055172594641772e-05,0.00013079801889329752,200.7704918964822,201.9718487493022,204.19045412858145,208.27810817875928,215.7635299073341,229.25595202769148,252.60338942958015,289.6129252008252,343.1624578664474,424.47076796147115,535.6768697556365,850.6699648384359,,,,,,,,,200.90992521925529,202.1186285693751,204.25745134379324,208.01857787627864,214.56375114933553,225.74486160067335,244.2506897958724,273.3491396632225,315.98892825878943,379.3564655333573,466.23779833497883,571.9868913577217,856.8728058665446,,,,,,,,84.46296005061663,37.47030426982448,1.0,0.9916059777644526,0.9648175758692199,0.8644761380529113,0.5995471814685845,0.26811541743578415,0.09755222266930681,0.04541990434092412,0.019851599219486565,0.0,,,,
dofetilide,0.0,1.9874622628467073e-08,6.284907514227838e-08,1.9874622628467072e-07,6.284907514227839e-07,1.9874622628467074e-06,6.284907514227839e-06,1.9874622628467077e-05,6.28490751422784e-05,0.0001987462262846708,,,,,1.2183894626070668,4.074240885120843e-08,100000000.0,1.79e-05,548300000.0,1.304,-1.147,1.9874622628467073e-08,3.227194992425863e-08,5.240244161527437e-08,8.508986577157772e-08,1.3816694478057843e-07,2.243522710594757e-07,3.642979991305402e-07,5.915386171211641e-07,9.60526646813209e-07,1.559680826466229e-06,2.5325734465745028e-06,4.112333852834694e-06,6.6775120540113095e-06,1.0842788748955862e-05,1.7606268158491737e-05,2.858864869967792e-05,4.642158276337488e-05,7.537828628749219e-05,0.00012239750791353808,0.00019874622628467074,200.66276698021377,201.81344931938668,203.97437319129997,208.0230104659322,215.5625174882735,229.37617639666132,253.61771149797215,292.35951870843166,349.33819655863493,435.78192049452235,552.5658446369968,854.9218270955042,,,,,,,,,200.82564233195802,202.00183076035424,204.10888737181745,207.86160010260232,214.47246410426243,225.89859274310305,245.00463190644393,275.27145119646104,319.8278173559795,386.6767852088918,478.1824761454517,586.8080006576293,867.4557143606396,,,,,,,,82.19877401078908,37.58809441240623,1.0,0.9922566468395219,0.9662101328830598,0.8647691306940475,0.5910378316089572,0.2555873547931309,0.09257660901275594,0.04425627601753741,0.018869519068095333,0.0,,,,
