,qNet,drug concentration
0,0.07445507343179981,0.1
1,0.07445100496757419,0.20691380811147897
2,0.07444204596345458,0.42813323987193935
3,0.07442249443435926,0.8858667904100825
4,0.07438141205468982,1.8329807108324356
5,0.07429408174339129,3.79269019073225
6,0.07410766046257157,7.847599703514611
7,0.07371069408152321,16.23776739188721
8,0.07287075603962619,33.59818286283781
9,0.07111126555925586,69.51927961775606
10,0.06750974699344572,143.8449888287663
11,0.060528945061882895,297.6351441631316
12,0.04844024574147692,615.8482110660261
13,0.03071147938491902,1274.2749857031322
14,-0.015232970317838185,2636.6508987303555
15,-0.015411052925222041,5455.594781168515
16,,11288.378916846883
17,,23357.21469090121
18,,48329.30238571752
19,,100000.0
