,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,Hill_coef,IC50,Vhalf,Kmax,Ku,n,halfmax
0,1355,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,1.002378896,0.000562631,-168.1811053,3791.731967,0.036821383,1,1
0,1356,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,1.002321927,0.000562835,-168.1811053,3791.731967,0.061232676,1,1
0,1357,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,1.002249172,0.000563145,-168.1811053,3791.731967,0.101827803,1,1
0,1358,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,1.00220644,0.000563335,-168.1811053,3791.731967,0.169336084,1,1
0,1359,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,1.002176015,0.000563469,-168.1811053,3791.731967,0.2816,1,1
0,1360,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.824010879,0.001365238,-168.1811053,8856.61625,1.79E-05,1,1
0,1361,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.734949256,0.003246282,-168.1811053,8856.61625,2.98E-05,1,1
0,1362,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.671606758,0.006558777,-168.1811053,8856.61625,4.95E-05,1,1
0,1363,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.653437391,0.009586224,-168.1811053,8856.61625,8.23E-05,1,1
0,1364,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.683775839,0.009711226,-168.1811053,8856.61625,0.000136894,1,1
0,1365,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.745328409,0.007333029,-168.1811053,8856.61625,0.000227651,1,1
0,1366,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.802853052,0.004948721,-168.1811053,8856.61625,0.000378575,1,1
0,1367,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.834973967,0.00343204,-168.1811053,8856.61625,0.000629557,1,1
0,1368,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.850458816,0.002425856,-168.1811053,8856.61625,0.001046931,1,1
0,1369,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.865257607,0.001652577,-168.1811053,8856.61625,0.00174101,1,1
0,1370,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.888253794,0.001053642,-168.1811053,8856.61625,0.002895239,1,1
0,1371,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.922650096,0.000629821,-168.1811053,8856.61625,0.004814681,1,1
0,1372,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.962189636,0.00038167,-168.1811053,8856.61625,0.008006647,1,1
0,1373,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.991038765,0.000271984,-168.1811053,8856.61625,0.013314775,1,1
0,1374,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.001936299,0.000241621,-168.1811053,8856.61625,0.022142006,1,1
0,1375,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002391754,0.000240419,-168.1811053,8856.61625,0.036821383,1,1
0,1376,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002341813,0.000240503,-168.1811053,8856.61625,0.061232676,1,1
0,1377,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.00227392,0.000240641,-168.1811053,8856.61625,0.101827803,1,1
0,1378,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002218563,0.000240756,-168.1811053,8856.61625,0.169336084,1,1
0,1379,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002182401,0.000240831,-168.1811053,8856.61625,0.2816,1,1
0,1380,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.820177683,0.000704133,-168.1811053,20687.02432,1.79E-05,1,1
0,1381,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.736212043,0.00172616,-168.1811053,20687.02432,2.98E-05,1,1
0,1382,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.673778238,0.003650155,-168.1811053,20687.02432,4.95E-05,1,1
0,1383,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.655544395,0.005419355,-168.1811053,20687.02432,8.23E-05,1,1
0,1384,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.685505952,0.005364541,-168.1811053,20687.02432,0.000136894,1,1
0,1385,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.746795754,0.003851359,-168.1811053,20687.02432,0.000227651,1,1
0,1386,0,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,,0.803777429,0.002484591,-168.1811053,20687.02432,0.000378575,1,1
0,1387,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.836015015,0.001675528,-168.1811053,20687.02432,0.000629557,1,1
0,1388,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.85126332,0.001170968,-168.1811053,20687.02432,0.001046931,1,1
0,1389,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.865871215,0.00078897,-168.1811053,20687.02432,0.00174101,1,1
0,1390,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.888722023,0.000493919,-168.1811053,20687.02432,0.002895239,1,1
0,1391,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.922984114,0.000287087,-168.1811053,20687.02432,0.004814681,1,1
0,1392,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.962188453,0.000168731,-168.1811053,20687.02432,0.008006647,1,1
0,1393,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.991157495,0.000117209,-168.1811053,20687.02432,0.013314775,1,1
0,1394,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.001843407,0.000103378,-168.1811053,20687.02432,0.022142006,1,1
0,1395,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002415793,0.00010271,-168.1811053,20687.02432,0.036821383,1,1
0,1396,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002351655,0.000102764,-168.1811053,20687.02432,0.061232676,1,1
0,1397,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002257351,0.000102855,-168.1811053,20687.02432,0.101827803,1,1
0,1398,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.002188603,0.000102922,-168.1811053,20687.02432,0.169336084,1,1
0,1399,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,1.00214187,0.000102967,-168.1811053,20687.02432,0.2816,1,1
0,1400,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.820717886,0.000349682,-168.1811053,48320.14429,1.79E-05,1,1
0,1401,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.737574762,0.000913258,-168.1811053,48320.14429,2.98E-05,1,1
0,1402,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.675424938,0.00203135,-168.1811053,48320.14429,4.95E-05,1,1
0,1403,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.656939207,0.003070447,-168.1811053,48320.14429,8.23E-05,1,1
0,1404,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.686510765,0.002973012,-168.1811053,48320.14429,0.000136894,1,1
0,1405,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.746601181,0.002045374,-168.1811053,48320.14429,0.000227651,1,1
0,1406,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.804453782,0.001248812,-168.1811053,48320.14429,0.000378575,1,1
0,1407,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.836385643,0.00082147,-168.1811053,48320.14429,0.000629557,1,1
0,1408,0,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,,0.851488513,0.000567444,-168.1811053,48320.14429,0.001046931,1,1
0,1409,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.866170764,0.000377405,-168.1811053,48320.14429,0.00174101,1,1
0,1410,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.888979146,0.000231824,-168.1811053,48320.14429,0.002895239,1,1
0,1411,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.923172061,0.000130972,-168.1811053,48320.14429,0.004814681,1,1
0,1412,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.962279382,7.45E-05,-168.1811053,48320.14429,0.008006647,1,1
0,1413,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.99119482,5.05E-05,-168.1811053,48320.14429,0.013314775,1,1
0,1414,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.001856532,4.42E-05,-168.1811053,48320.14429,0.022142006,1,1
0,1415,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.002491967,4.38E-05,-168.1811053,48320.14429,0.036821383,1,1
0,1416,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.002417787,4.39E-05,-168.1811053,48320.14429,0.061232676,1,1
0,1417,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.002327183,4.39E-05,-168.1811053,48320.14429,0.101827803,1,1
0,1418,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.002259217,4.40E-05,-168.1811053,48320.14429,0.169336084,1,1
0,1419,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,1.002216397,4.40E-05,-168.1811053,48320.14429,0.2816,1,1
0,1420,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.821298942,0.000173293,-168.1811053,112864.775,1.79E-05,1,1
0,1421,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.738600443,0.000483489,-168.1811053,112864.775,2.98E-05,1,1
0,1422,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.676573596,0.001132589,-168.1811053,112864.775,4.95E-05,1,1
0,1423,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.653775339,0.001809305,-168.1811053,112864.775,8.23E-05,1,1
0,1424,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.685107488,0.001680475,-168.1811053,112864.775,0.000136894,1,1
0,1425,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.747218156,0.001079517,-168.1811053,112864.775,0.000227651,1,1
0,1426,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.804807294,0.000628967,-168.1811053,112864.775,0.000378575,1,1
0,1427,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.836629588,0.000403072,-168.1811053,112864.775,0.000629557,1,1
0,1428,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.851684389,0.000275009,-168.1811053,112864.775,0.001046931,1,1
0,1429,0,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,,0.866063037,0.000181169,-168.1811053,112864.775,0.00174101,1,1
0,1430,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.88912113,0.000108891,-168.1811053,112864.775,0.002895239,1,1
0,1431,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.923296115,5.98E-05,-168.1811053,112864.775,0.004814681,1,1
0,1432,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.962341761,3.29E-05,-168.1811053,112864.775,0.008006647,1,1
0,1433,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.991138199,2.18E-05,-168.1811053,112864.775,0.013314775,1,1
0,1434,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.002038598,1.88E-05,-168.1811053,112864.775,0.022142006,1,1
0,1435,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.002544227,1.87E-05,-168.1811053,112864.775,0.036821383,1,1
0,1436,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.002492583,1.87E-05,-168.1811053,112864.775,0.061232676,1,1
0,1437,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.00242442,1.87E-05,-168.1811053,112864.775,0.101827803,1,1
0,1438,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.002381791,1.88E-05,-168.1811053,112864.775,0.169336084,1,1
0,1439,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,1.002355699,1.88E-05,-168.1811053,112864.775,0.2816,1,1
0,1440,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.818716899,8.89E-05,-168.1811053,263626.2291,1.79E-05,1,1
0,1441,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.734945048,0.00026886,-168.1811053,263626.2291,2.98E-05,1,1
0,1442,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.672989234,0.000662249,-168.1811053,263626.2291,4.95E-05,1,1
0,1443,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.655410548,0.001022226,-168.1811053,263626.2291,8.23E-05,1,1
0,1444,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.685969126,0.00093188,-168.1811053,263626.2291,0.000136894,1,1
0,1445,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.747605089,0.000570516,-168.1811053,263626.2291,0.000227651,1,1
0,1446,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.804999967,0.000317139,-168.1811053,263626.2291,0.000378575,1,1
0,1447,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.836758081,0.000197945,-168.1811053,263626.2291,0.000629557,1,1
0,1448,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.851801481,0.000133356,-168.1811053,263626.2291,0.001046931,1,1
0,1449,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.86620223,8.68E-05,-168.1811053,263626.2291,0.00174101,1,1
0,1450,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.888882813,5.13E-05,-168.1811053,263626.2291,0.002895239,1,1
0,1451,0,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,,0.923040725,2.74E-05,-168.1811053,263626.2291,0.004814681,1,1
0,1452,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,0.962389985,1.45E-05,-168.1811053,263626.2291,0.008006647,1,1
0,1453,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,0.991160321,9.41E-06,-168.1811053,263626.2291,0.013314775,1,1
0,1454,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.001983841,8.06E-06,-168.1811053,263626.2291,0.022142006,1,1
0,1455,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.00245458,8.01E-06,-168.1811053,263626.2291,0.036821383,1,1
0,1456,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.002403252,8.01E-06,-168.1811053,263626.2291,0.061232676,1,1
0,1457,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.002327443,8.02E-06,-168.1811053,263626.2291,0.101827803,1,1
0,1458,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.002272247,8.02E-06,-168.1811053,263626.2291,0.169336084,1,1
0,1459,0,1.00E-07,3.16E-07,1.00E-06,3.16E-06,1.00E-05,3.16E-05,1.00E-04,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1,3.16227766,10,,,,,,1.002236405,8.03E-06,-168.1811053,263626.2291,0.2816,1,1
