,param_id,param_values,param_values,param_values,param_values,param_values
105,105,2335.7214690901214,0.000379269019073225,1,1,-200.0
106,106,2335.7214690901214,0.0007847599703514606,1,1,-200.0
107,107,2335.7214690901214,0.001623776739188721,1,1,-200.0
108,108,2335.7214690901214,0.003359818286283781,1,1,-200.0
109,109,2335.7214690901214,0.0069519279617756054,1,1,-200.0
110,110,2335.7214690901214,0.01438449888287663,1,1,-200.0
111,111,2335.7214690901214,0.029763514416313162,1,1,-200.0
112,112,2335.7214690901214,0.06158482110660261,1,1,-200.0
113,113,2335.7214690901214,0.1274274985703132,1,1,-200.0
114,114,2335.7214690901214,0.26366508987303555,1,1,-200.0
115,115,2335.7214690901214,0.5455594781168515,1,1,-200.0
116,116,2335.7214690901214,1.1288378916846884,1,1,-200.0
117,117,2335.7214690901214,2.3357214690901213,1,1,-200.0
118,118,2335.7214690901214,4.832930238571752,1,1,-200.0
119,119,2335.7214690901214,10.0,1,1,-200.0
120,120,6951.927961775606,1e-05,1,1,-200.0
121,121,6951.927961775606,2.06913808111479e-05,1,1,-200.0
122,122,6951.927961775606,4.281332398719396e-05,1,1,-200.0
123,123,6951.927961775606,8.858667904100833e-05,1,1,-200.0
124,124,6951.927961775606,0.00018329807108324357,1,1,-200.0
125,125,6951.927961775606,0.000379269019073225,1,1,-200.0
126,126,6951.927961775606,0.0007847599703514606,1,1,-200.0
127,127,6951.927961775606,0.001623776739188721,1,1,-200.0
128,128,6951.927961775606,0.003359818286283781,1,1,-200.0
129,129,6951.927961775606,0.0069519279617756054,1,1,-200.0
130,130,6951.927961775606,0.01438449888287663,1,1,-200.0
131,131,6951.927961775606,0.029763514416313162,1,1,-200.0
132,132,6951.927961775606,0.06158482110660261,1,1,-200.0
133,133,6951.927961775606,0.1274274985703132,1,1,-200.0
134,134,6951.927961775606,0.26366508987303555,1,1,-200.0
135,135,6951.927961775606,0.5455594781168515,1,1,-200.0
136,136,6951.927961775606,1.1288378916846884,1,1,-200.0
137,137,6951.927961775606,2.3357214690901213,1,1,-200.0
138,138,6951.927961775606,4.832930238571752,1,1,-200.0
139,139,6951.927961775606,10.0,1,1,-200.0
140,140,20691.3808111479,1e-05,1,1,-200.0
141,141,20691.3808111479,2.06913808111479e-05,1,1,-200.0
142,142,20691.3808111479,4.281332398719396e-05,1,1,-200.0
143,143,20691.3808111479,8.858667904100833e-05,1,1,-200.0
144,144,20691.3808111479,0.00018329807108324357,1,1,-200.0
145,145,20691.3808111479,0.000379269019073225,1,1,-200.0
146,146,20691.3808111479,0.0007847599703514606,1,1,-200.0
147,147,20691.3808111479,0.001623776739188721,1,1,-200.0
148,148,20691.3808111479,0.003359818286283781,1,1,-200.0
149,149,20691.3808111479,0.0069519279617756054,1,1,-200.0
150,150,20691.3808111479,0.01438449888287663,1,1,-200.0
151,151,20691.3808111479,0.029763514416313162,1,1,-200.0
152,152,20691.3808111479,0.06158482110660261,1,1,-200.0
153,153,20691.3808111479,0.1274274985703132,1,1,-200.0
154,154,20691.3808111479,0.26366508987303555,1,1,-200.0
155,155,20691.3808111479,0.5455594781168515,1,1,-200.0
156,156,20691.3808111479,1.1288378916846884,1,1,-200.0
157,157,20691.3808111479,2.3357214690901213,1,1,-200.0
158,158,20691.3808111479,4.832930238571752,1,1,-200.0
159,159,20691.3808111479,10.0,1,1,-200.0
160,160,61584.82110660255,1e-05,1,1,-200.0
161,161,61584.82110660255,2.06913808111479e-05,1,1,-200.0
162,162,61584.82110660255,4.281332398719396e-05,1,1,-200.0
163,163,61584.82110660255,8.858667904100833e-05,1,1,-200.0
164,164,61584.82110660255,0.00018329807108324357,1,1,-200.0
165,165,61584.82110660255,0.000379269019073225,1,1,-200.0
166,166,61584.82110660255,0.0007847599703514606,1,1,-200.0
167,167,61584.82110660255,0.001623776739188721,1,1,-200.0
168,168,61584.82110660255,0.003359818286283781,1,1,-200.0
169,169,61584.82110660255,0.0069519279617756054,1,1,-200.0
170,170,61584.82110660255,0.01438449888287663,1,1,-200.0
171,171,61584.82110660255,0.029763514416313162,1,1,-200.0
172,172,61584.82110660255,0.06158482110660261,1,1,-200.0
173,173,61584.82110660255,0.1274274985703132,1,1,-200.0
174,174,61584.82110660255,0.26366508987303555,1,1,-200.0
175,175,61584.82110660255,0.5455594781168515,1,1,-200.0
176,176,61584.82110660255,1.1288378916846884,1,1,-200.0
177,177,61584.82110660255,2.3357214690901213,1,1,-200.0
178,178,61584.82110660255,4.832930238571752,1,1,-200.0
179,179,61584.82110660255,10.0,1,1,-200.0
180,180,183298.07108324338,1e-05,1,1,-200.0
181,181,183298.07108324338,2.06913808111479e-05,1,1,-200.0
182,182,183298.07108324338,4.281332398719396e-05,1,1,-200.0
183,183,183298.07108324338,8.858667904100833e-05,1,1,-200.0
184,184,183298.07108324338,0.00018329807108324357,1,1,-200.0
185,185,183298.07108324338,0.000379269019073225,1,1,-200.0
186,186,183298.07108324338,0.0007847599703514606,1,1,-200.0
187,187,183298.07108324338,0.001623776739188721,1,1,-200.0
188,188,183298.07108324338,0.003359818286283781,1,1,-200.0
189,189,183298.07108324338,0.0069519279617756054,1,1,-200.0
190,190,183298.07108324338,0.01438449888287663,1,1,-200.0
191,191,183298.07108324338,0.029763514416313162,1,1,-200.0
192,192,183298.07108324338,0.06158482110660261,1,1,-200.0
193,193,183298.07108324338,0.1274274985703132,1,1,-200.0
194,194,183298.07108324338,0.26366508987303555,1,1,-200.0
195,195,183298.07108324338,0.5455594781168515,1,1,-200.0
196,196,183298.07108324338,1.1288378916846884,1,1,-200.0
197,197,183298.07108324338,2.3357214690901213,1,1,-200.0
198,198,183298.07108324338,4.832930238571752,1,1,-200.0
199,199,183298.07108324338,10.0,1,1,-200.0
200,200,545559.4781168514,1e-05,1,1,-200.0
201,201,545559.4781168514,2.06913808111479e-05,1,1,-200.0
202,202,545559.4781168514,4.281332398719396e-05,1,1,-200.0
203,203,545559.4781168514,8.858667904100833e-05,1,1,-200.0
204,204,545559.4781168514,0.00018329807108324357,1,1,-200.0
205,205,545559.4781168514,0.000379269019073225,1,1,-200.0
206,206,545559.4781168514,0.0007847599703514606,1,1,-200.0
207,207,545559.4781168514,0.001623776739188721,1,1,-200.0
208,208,545559.4781168514,0.003359818286283781,1,1,-200.0
209,209,545559.4781168514,0.0069519279617756054,1,1,-200.0
210,210,545559.4781168514,0.01438449888287663,1,1,-200.0
211,211,545559.4781168514,0.029763514416313162,1,1,-200.0
212,212,545559.4781168514,0.06158482110660261,1,1,-200.0
213,213,545559.4781168514,0.1274274985703132,1,1,-200.0
214,214,545559.4781168514,0.26366508987303555,1,1,-200.0
215,215,545559.4781168514,0.5455594781168515,1,1,-200.0
216,216,545559.4781168514,1.1288378916846884,1,1,-200.0
217,217,545559.4781168514,2.3357214690901213,1,1,-200.0
218,218,545559.4781168514,4.832930238571752,1,1,-200.0
219,219,545559.4781168514,10.0,1,1,-200.0
220,220,1623776.739188721,1e-05,1,1,-200.0
221,221,1623776.739188721,2.06913808111479e-05,1,1,-200.0
222,222,1623776.739188721,4.281332398719396e-05,1,1,-200.0
223,223,1623776.739188721,8.858667904100833e-05,1,1,-200.0
224,224,1623776.739188721,0.00018329807108324357,1,1,-200.0
225,225,1623776.739188721,0.000379269019073225,1,1,-200.0
226,226,1623776.739188721,0.0007847599703514606,1,1,-200.0
227,227,1623776.739188721,0.001623776739188721,1,1,-200.0
228,228,1623776.739188721,0.003359818286283781,1,1,-200.0
229,229,1623776.739188721,0.0069519279617756054,1,1,-200.0
230,230,1623776.739188721,0.01438449888287663,1,1,-200.0
231,231,1623776.739188721,0.029763514416313162,1,1,-200.0
232,232,1623776.739188721,0.06158482110660261,1,1,-200.0
233,233,1623776.739188721,0.1274274985703132,1,1,-200.0
234,234,1623776.739188721,0.26366508987303555,1,1,-200.0
235,235,1623776.739188721,0.5455594781168515,1,1,-200.0
236,236,1623776.739188721,1.1288378916846884,1,1,-200.0
237,237,1623776.739188721,2.3357214690901213,1,1,-200.0
238,238,1623776.739188721,4.832930238571752,1,1,-200.0
239,239,1623776.739188721,10.0,1,1,-200.0
240,240,4832930.238571752,1e-05,1,1,-200.0
241,241,4832930.238571752,2.06913808111479e-05,1,1,-200.0
242,242,4832930.238571752,4.281332398719396e-05,1,1,-200.0
243,243,4832930.238571752,8.858667904100833e-05,1,1,-200.0
244,244,4832930.238571752,0.00018329807108324357,1,1,-200.0
245,245,4832930.238571752,0.000379269019073225,1,1,-200.0
246,246,4832930.238571752,0.0007847599703514606,1,1,-200.0
247,247,4832930.238571752,0.001623776739188721,1,1,-200.0
248,248,4832930.238571752,0.003359818286283781,1,1,-200.0
249,249,4832930.238571752,0.0069519279617756054,1,1,-200.0
250,250,4832930.238571752,0.01438449888287663,1,1,-200.0
251,251,4832930.238571752,0.029763514416313162,1,1,-200.0
252,252,4832930.238571752,0.06158482110660261,1,1,-200.0
253,253,4832930.238571752,0.1274274985703132,1,1,-200.0
254,254,4832930.238571752,0.26366508987303555,1,1,-200.0
255,255,4832930.238571752,0.5455594781168515,1,1,-200.0
256,256,4832930.238571752,1.1288378916846884,1,1,-200.0
257,257,4832930.238571752,2.3357214690901213,1,1,-200.0
258,258,4832930.238571752,4.832930238571752,1,1,-200.0
259,259,4832930.238571752,10.0,1,1,-200.0
260,260,14384498.882876629,1e-05,1,1,-200.0
261,261,14384498.882876629,2.06913808111479e-05,1,1,-200.0
262,262,14384498.882876629,4.281332398719396e-05,1,1,-200.0
263,263,14384498.882876629,8.858667904100833e-05,1,1,-200.0
264,264,14384498.882876629,0.00018329807108324357,1,1,-200.0
265,265,14384498.882876629,0.000379269019073225,1,1,-200.0
266,266,14384498.882876629,0.0007847599703514606,1,1,-200.0
267,267,14384498.882876629,0.001623776739188721,1,1,-200.0
268,268,14384498.882876629,0.003359818286283781,1,1,-200.0
269,269,14384498.882876629,0.0069519279617756054,1,1,-200.0
270,270,14384498.882876629,0.01438449888287663,1,1,-200.0
271,271,14384498.882876629,0.029763514416313162,1,1,-200.0
272,272,14384498.882876629,0.06158482110660261,1,1,-200.0
273,273,14384498.882876629,0.1274274985703132,1,1,-200.0
274,274,14384498.882876629,0.26366508987303555,1,1,-200.0
275,275,14384498.882876629,0.5455594781168515,1,1,-200.0
276,276,14384498.882876629,1.1288378916846884,1,1,-200.0
277,277,14384498.882876629,2.3357214690901213,1,1,-200.0
278,278,14384498.882876629,4.832930238571752,1,1,-200.0
279,279,14384498.882876629,10.0,1,1,-200.0
280,280,42813323.98719387,1e-05,1,1,-200.0
281,281,42813323.98719387,2.06913808111479e-05,1,1,-200.0
282,282,42813323.98719387,4.281332398719396e-05,1,1,-200.0
283,283,42813323.98719387,8.858667904100833e-05,1,1,-200.0
284,284,42813323.98719387,0.00018329807108324357,1,1,-200.0
285,285,42813323.98719387,0.000379269019073225,1,1,-200.0
286,286,42813323.98719387,0.0007847599703514606,1,1,-200.0
287,287,42813323.98719387,0.001623776739188721,1,1,-200.0
288,288,42813323.98719387,0.003359818286283781,1,1,-200.0
289,289,42813323.98719387,0.0069519279617756054,1,1,-200.0
290,290,42813323.98719387,0.01438449888287663,1,1,-200.0
291,291,42813323.98719387,0.029763514416313162,1,1,-200.0
292,292,42813323.98719387,0.06158482110660261,1,1,-200.0
293,293,42813323.98719387,0.1274274985703132,1,1,-200.0
294,294,42813323.98719387,0.26366508987303555,1,1,-200.0
295,295,42813323.98719387,0.5455594781168515,1,1,-200.0
296,296,42813323.98719387,1.1288378916846884,1,1,-200.0
297,297,42813323.98719387,2.3357214690901213,1,1,-200.0
298,298,42813323.98719387,4.832930238571752,1,1,-200.0
299,299,42813323.98719387,10.0,1,1,-200.0
300,300,127427498.57031322,1e-05,1,1,-200.0
301,301,127427498.57031322,2.06913808111479e-05,1,1,-200.0
302,302,127427498.57031322,4.281332398719396e-05,1,1,-200.0
303,303,127427498.57031322,8.858667904100833e-05,1,1,-200.0
304,304,127427498.57031322,0.00018329807108324357,1,1,-200.0
305,305,127427498.57031322,0.000379269019073225,1,1,-200.0
306,306,127427498.57031322,0.0007847599703514606,1,1,-200.0
307,307,127427498.57031322,0.001623776739188721,1,1,-200.0
308,308,127427498.57031322,0.003359818286283781,1,1,-200.0
309,309,127427498.57031322,0.0069519279617756054,1,1,-200.0
310,310,127427498.57031322,0.01438449888287663,1,1,-200.0
311,311,127427498.57031322,0.029763514416313162,1,1,-200.0
312,312,127427498.57031322,0.06158482110660261,1,1,-200.0
313,313,127427498.57031322,0.1274274985703132,1,1,-200.0
314,314,127427498.57031322,0.26366508987303555,1,1,-200.0
315,315,127427498.57031322,0.5455594781168515,1,1,-200.0
316,316,127427498.57031322,1.1288378916846884,1,1,-200.0
317,317,127427498.57031322,2.3357214690901213,1,1,-200.0
318,318,127427498.57031322,4.832930238571752,1,1,-200.0
319,319,127427498.57031322,10.0,1,1,-200.0
320,320,379269019.0732238,1e-05,1,1,-200.0
321,321,379269019.0732238,2.06913808111479e-05,1,1,-200.0
322,322,379269019.0732238,4.281332398719396e-05,1,1,-200.0
323,323,379269019.0732238,8.858667904100833e-05,1,1,-200.0
324,324,379269019.0732238,0.00018329807108324357,1,1,-200.0
325,325,379269019.0732238,0.000379269019073225,1,1,-200.0
326,326,379269019.0732238,0.0007847599703514606,1,1,-200.0
327,327,379269019.0732238,0.001623776739188721,1,1,-200.0
328,328,379269019.0732238,0.003359818286283781,1,1,-200.0
329,329,379269019.0732238,0.0069519279617756054,1,1,-200.0
330,330,379269019.0732238,0.01438449888287663,1,1,-200.0
331,331,379269019.0732238,0.029763514416313162,1,1,-200.0
332,332,379269019.0732238,0.06158482110660261,1,1,-200.0
333,333,379269019.0732238,0.1274274985703132,1,1,-200.0
334,334,379269019.0732238,0.26366508987303555,1,1,-200.0
335,335,379269019.0732238,0.5455594781168515,1,1,-200.0
336,336,379269019.0732238,1.1288378916846884,1,1,-200.0
337,337,379269019.0732238,2.3357214690901213,1,1,-200.0
338,338,379269019.0732238,4.832930238571752,1,1,-200.0
339,339,379269019.0732238,10.0,1,1,-200.0
340,340,1128837891.6846883,1e-05,1,1,-200.0
341,341,1128837891.6846883,2.06913808111479e-05,1,1,-200.0
342,342,1128837891.6846883,4.281332398719396e-05,1,1,-200.0
343,343,1128837891.6846883,8.858667904100833e-05,1,1,-200.0
344,344,1128837891.6846883,0.00018329807108324357,1,1,-200.0
345,345,1128837891.6846883,0.000379269019073225,1,1,-200.0
346,346,1128837891.6846883,0.0007847599703514606,1,1,-200.0
347,347,1128837891.6846883,0.001623776739188721,1,1,-200.0
348,348,1128837891.6846883,0.003359818286283781,1,1,-200.0
349,349,1128837891.6846883,0.0069519279617756054,1,1,-200.0
350,350,1128837891.6846883,0.01438449888287663,1,1,-200.0
351,351,1128837891.6846883,0.029763514416313162,1,1,-200.0
352,352,1128837891.6846883,0.06158482110660261,1,1,-200.0
353,353,1128837891.6846883,0.1274274985703132,1,1,-200.0
354,354,1128837891.6846883,0.26366508987303555,1,1,-200.0
355,355,1128837891.6846883,0.5455594781168515,1,1,-200.0
356,356,1128837891.6846883,1.1288378916846884,1,1,-200.0
357,357,1128837891.6846883,2.3357214690901213,1,1,-200.0
358,358,1128837891.6846883,4.832930238571752,1,1,-200.0
359,359,1128837891.6846883,10.0,1,1,-200.0
360,360,3359818286.2837744,1e-05,1,1,-200.0
361,361,3359818286.2837744,2.06913808111479e-05,1,1,-200.0
362,362,3359818286.2837744,4.281332398719396e-05,1,1,-200.0
363,363,3359818286.2837744,8.858667904100833e-05,1,1,-200.0
364,364,3359818286.2837744,0.00018329807108324357,1,1,-200.0
365,365,3359818286.2837744,0.000379269019073225,1,1,-200.0
366,366,3359818286.2837744,0.0007847599703514606,1,1,-200.0
367,367,3359818286.2837744,0.001623776739188721,1,1,-200.0
368,368,3359818286.2837744,0.003359818286283781,1,1,-200.0
369,369,3359818286.2837744,0.0069519279617756054,1,1,-200.0
370,370,3359818286.2837744,0.01438449888287663,1,1,-200.0
371,371,3359818286.2837744,0.029763514416313162,1,1,-200.0
372,372,3359818286.2837744,0.06158482110660261,1,1,-200.0
373,373,3359818286.2837744,0.1274274985703132,1,1,-200.0
374,374,3359818286.2837744,0.26366508987303555,1,1,-200.0
375,375,3359818286.2837744,0.5455594781168515,1,1,-200.0
376,376,3359818286.2837744,1.1288378916846884,1,1,-200.0
377,377,3359818286.2837744,2.3357214690901213,1,1,-200.0
378,378,3359818286.2837744,4.832930238571752,1,1,-200.0
379,379,3359818286.2837744,10.0,1,1,-200.0
380,380,10000000000.0,1e-05,1,1,-200.0
381,381,10000000000.0,2.06913808111479e-05,1,1,-200.0
382,382,10000000000.0,4.281332398719396e-05,1,1,-200.0
383,383,10000000000.0,8.858667904100833e-05,1,1,-200.0
384,384,10000000000.0,0.00018329807108324357,1,1,-200.0
385,385,10000000000.0,0.000379269019073225,1,1,-200.0
386,386,10000000000.0,0.0007847599703514606,1,1,-200.0
387,387,10000000000.0,0.001623776739188721,1,1,-200.0
388,388,10000000000.0,0.003359818286283781,1,1,-200.0
389,389,10000000000.0,0.0069519279617756054,1,1,-200.0
390,390,10000000000.0,0.01438449888287663,1,1,-200.0
391,391,10000000000.0,0.029763514416313162,1,1,-200.0
392,392,10000000000.0,0.06158482110660261,1,1,-200.0
393,393,10000000000.0,0.1274274985703132,1,1,-200.0
394,394,10000000000.0,0.26366508987303555,1,1,-200.0
395,395,10000000000.0,0.5455594781168515,1,1,-200.0
396,396,10000000000.0,1.1288378916846884,1,1,-200.0
397,397,10000000000.0,2.3357214690901213,1,1,-200.0
398,398,10000000000.0,4.832930238571752,1,1,-200.0
399,399,10000000000.0,10.0,1,1,-200.0
400,400,10.0,1e-05,1,1,-189.4736842105263
401,401,10.0,2.06913808111479e-05,1,1,-189.4736842105263
402,402,10.0,4.281332398719396e-05,1,1,-189.4736842105263
403,403,10.0,8.858667904100833e-05,1,1,-189.4736842105263
404,404,10.0,0.00018329807108324357,1,1,-189.4736842105263
405,405,10.0,0.000379269019073225,1,1,-189.4736842105263
406,406,10.0,0.0007847599703514606,1,1,-189.4736842105263
407,407,10.0,0.001623776739188721,1,1,-189.4736842105263
408,408,10.0,0.003359818286283781,1,1,-189.4736842105263
409,409,10.0,0.0069519279617756054,1,1,-189.4736842105263
410,410,10.0,0.01438449888287663,1,1,-189.4736842105263
411,411,10.0,0.029763514416313162,1,1,-189.4736842105263
412,412,10.0,0.06158482110660261,1,1,-189.4736842105263
413,413,10.0,0.1274274985703132,1,1,-189.4736842105263
414,414,10.0,0.26366508987303555,1,1,-189.4736842105263
415,415,10.0,0.5455594781168515,1,1,-189.4736842105263
416,416,10.0,1.1288378916846884,1,1,-189.4736842105263
417,417,10.0,2.3357214690901213,1,1,-189.4736842105263
418,418,10.0,4.832930238571752,1,1,-189.4736842105263
419,419,10.0,10.0,1,1,-189.4736842105263
420,420,29.76351441631318,1e-05,1,1,-189.4736842105263
421,421,29.76351441631318,2.06913808111479e-05,1,1,-189.4736842105263
422,422,29.76351441631318,4.281332398719396e-05,1,1,-189.4736842105263
423,423,29.76351441631318,8.858667904100833e-05,1,1,-189.4736842105263
424,424,29.76351441631318,0.00018329807108324357,1,1,-189.4736842105263
425,425,29.76351441631318,0.000379269019073225,1,1,-189.4736842105263
426,426,29.76351441631318,0.0007847599703514606,1,1,-189.4736842105263
427,427,29.76351441631318,0.001623776739188721,1,1,-189.4736842105263
428,428,29.76351441631318,0.003359818286283781,1,1,-189.4736842105263
429,429,29.76351441631318,0.0069519279617756054,1,1,-189.4736842105263
430,430,29.76351441631318,0.01438449888287663,1,1,-189.4736842105263
431,431,29.76351441631318,0.029763514416313162,1,1,-189.4736842105263
432,432,29.76351441631318,0.06158482110660261,1,1,-189.4736842105263
433,433,29.76351441631318,0.1274274985703132,1,1,-189.4736842105263
434,434,29.76351441631318,0.26366508987303555,1,1,-189.4736842105263
435,435,29.76351441631318,0.5455594781168515,1,1,-189.4736842105263
436,436,29.76351441631318,1.1288378916846884,1,1,-189.4736842105263
437,437,29.76351441631318,2.3357214690901213,1,1,-189.4736842105263
438,438,29.76351441631318,4.832930238571752,1,1,-189.4736842105263
439,439,29.76351441631318,10.0,1,1,-189.4736842105263
440,440,88.58667904100822,1e-05,1,1,-189.4736842105263
441,441,88.58667904100822,2.06913808111479e-05,1,1,-189.4736842105263
442,442,88.58667904100822,4.281332398719396e-05,1,1,-189.4736842105263
443,443,88.58667904100822,8.858667904100833e-05,1,1,-189.4736842105263
444,444,88.58667904100822,0.00018329807108324357,1,1,-189.4736842105263
445,445,88.58667904100822,0.000379269019073225,1,1,-189.4736842105263
446,446,88.58667904100822,0.0007847599703514606,1,1,-189.4736842105263
447,447,88.58667904100822,0.001623776739188721,1,1,-189.4736842105263
448,448,88.58667904100822,0.003359818286283781,1,1,-189.4736842105263
449,449,88.58667904100822,0.0069519279617756054,1,1,-189.4736842105263
450,450,88.58667904100822,0.01438449888287663,1,1,-189.4736842105263
451,451,88.58667904100822,0.029763514416313162,1,1,-189.4736842105263
452,452,88.58667904100822,0.06158482110660261,1,1,-189.4736842105263
453,453,88.58667904100822,0.1274274985703132,1,1,-189.4736842105263
454,454,88.58667904100822,0.26366508987303555,1,1,-189.4736842105263
455,455,88.58667904100822,0.5455594781168515,1,1,-189.4736842105263
456,456,88.58667904100822,1.1288378916846884,1,1,-189.4736842105263
457,457,88.58667904100822,2.3357214690901213,1,1,-189.4736842105263
458,458,88.58667904100822,4.832930238571752,1,1,-189.4736842105263
459,459,88.58667904100822,10.0,1,1,-189.4736842105263
