,pulse 0,pulse 1,APD,drug concentration,qNet
0,300.9174232802011,300.9173518470978,300.9174232802011,0.0014300517370895677,0.23504314100683651
1,300.9175494041733,300.91741030092027,300.9175494041733,0.0021254527864713233,0.23504312436562244
2,300.9176820290814,300.91738538736763,300.9176820290814,0.0031590112654567956,0.23504319723672645
3,300.9176939552969,300.91768029872685,300.9176939552969,0.004695165302775759,0.23504276919397504
4,300.9179571110084,300.91783900896735,300.9179571110084,0.006978315482103338,0.23504333787062986
5,300.9184814912761,300.91837947665624,300.9184814912761,0.010371708732797842,0.23504284360504982
6,300.9190129550616,300.9190597769626,300.9190597769626,0.015415230556780976,0.23504192983093847
7,300.9198875994481,300.91955005814924,300.9198875994481,0.022911300278097218,0.23504135349626767
8,300.9209507017124,300.92076696003545,300.9209507017124,0.034052535165435716,0.23504114098708914
9,300.92235535589145,300.92233233323907,300.92235535589145,0.0506114946657753,0.23503995713125905
10,300.9248425946718,300.92464355641744,300.9248425946718,0.0752226928750547,0.2350377258676438
11,300.92795913261955,300.92773672496145,300.92795913261955,0.11180174716495848,0.2350358185433505
12,300.932524029231,300.93223814191236,300.932524029231,0.16616834912977002,0.23503201495167095
13,300.9391841240061,300.938855982953,300.9391841240061,0.24697217198766927,0.23502736679899394
14,300.94854814463196,300.9483971247063,300.94854814463196,0.36706902555351056,0.23501999355423284
15,300.96188143349434,300.96189495276684,300.96189495276684,0.5455662040517718,0.23500964710717717
16,300.9809739193876,300.98097711517886,300.98097711517886,0.8108624404264944,0.23499487513499026
17,301.0084116557301,301.00815763370787,301.0084116557301,1.205166122770886,0.23497506676108804
18,301.0474499284693,301.04735068651985,301.0474499284693,1.7912106209152503,0.23494500125107962
19,301.1029160383758,301.10271609387564,301.1029160383758,2.6622351346048596,0.23490325433185233
20,301.18223425666713,301.1821406324031,301.18223425666713,3.9568190279584003,0.23484319245058802
21,301.2949192266435,301.29492164090857,301.29492164090857,5.88092982674488,0.2347572914523912
22,301.4555103547235,301.45544715148077,301.4555103547235,8.740692802272616,0.23463624040183279
23,301.68252543171906,301.6824381809341,301.68252543171906,12.991095995776103,0.23446477370495317
24,302.00311207904895,302.0030533274458,302.00311207904895,19.308380156224317,0.23422101397132378
25,302.4541672287463,302.4541033837692,302.4541672287463,28.69763199888064,0.23387963043388502
26,303.0833847824874,303.0832893018294,303.0833847824874,42.65270155170054,0.2334029693718768
27,303.9536199094019,303.9536887529043,303.9536887529043,63.39389254181937,0.23274317438542363
28,305.14120552981274,305.1410484785519,305.14120552981274,94.2212561957597,0.23184229339154214
29,306.7331027640529,306.7330402821989,306.7331027640529,140.03972876043144,0.2306335864109217
