,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,Hill_coef,IC50,Kmax,Ku,halfmax,n,Vhalf,Kt,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22
6000,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,1.015249826,0.132610653,9.996,1.79e-05,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0051348334301911,0.0083378230363708,0.0135387630253176,0.0219839283534961,0.0356969912943958,0.0579639437948552,0.094120503113118,0.1528306827709806,0.2481629063135415,0.4029611525211171,0.6543189425578008,1.0624678729236123,1.7252106084260364,2.8013568403114686,4.548778049724294,7.386199947077429,11.993539597192113,19.474830508255,31.622776599999995,99.99999999467536,316.227766,999.9999999467536,3162.27766,9999.999999467538,31622.776600000005,99999.9999946754,316227.76600000006,999999.999946754,3162277.660000001,239.32569887444845,241.4197519635041,244.752238745697,249.9894789139883,258.0581725225607,270.11509559254847,287.36639396216697,310.7531769031767,341.29946930306176,381.35225545979193,426.1828154462994,473.6158374715882,518.0534434039615,554.1184924924019,580.7271663754819,599.8895438088673,674.2216061438951,723.348365980479,656.3520841322897,860.0998375853464,857.8209277989936,857.1129009545588,856.9541327758348,856.9404797107013,856.8182774035843,856.8356791810567,856.8153103990848,856.8827630538467,856.8428603290872,856.9007276647461,239.24975795620912,241.34919936048016,244.73496223951105,250.14602086940977,258.6733765618811,271.82289219151534,291.4635179952823,319.6863554609928,361.2825404705071,418.1701572569366,492.3513581124629,577.2165215490136,852.3784917986771,942.5707965333208,,,,,,,,,,,,,,,,,141.32905069957573,-68.90668766435745,,,,,,,,,,,,,
6001,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,1.013202632,0.133723965,9.996,2.98e-05,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0051348334301911,0.0083378230363708,0.0135387630253176,0.0219839283534961,0.0356969912943958,0.0579639437948552,0.094120503113118,0.1528306827709806,0.2481629063135415,0.4029611525211171,0.6543189425578008,1.0624678729236123,1.7252106084260364,2.8013568403114686,4.548778049724294,7.386199947077429,11.993539597192113,19.474830508255,31.622776599999995,99.99999999467536,316.227766,999.9999999467536,3162.27766,9999.999999467538,31622.776600000005,99999.9999946754,316227.76600000006,999999.999946754,3162277.660000001,239.3540622750256,241.4605533243252,244.80627655099403,250.05054923648817,258.1054836234177,270.1128037616769,287.2792111290344,310.568990512954,340.99746567681933,380.95061631284347,425.7259654253617,473.1544655279571,517.6644815710389,553.8231554400631,580.5079579095236,599.7243129007101,668.8427919114757,718.3148739080448,668.9549620994393,860.7211396537907,858.7425989817136,858.1253525159012,857.8862270565115,857.8344784815989,857.7691898622146,857.7666336693578,857.8126562910101,857.7975305935386,857.8194723899782,857.9049102432556,239.26109658769548,241.3622907585089,244.74739294361984,250.1519998980262,258.6618554073356,271.772835782017,291.3424786752573,319.4478153201339,360.8235830555991,417.4434629886293,491.2645486072196,575.918803276329,851.9799095610426,936.7980365122976,,,,,,,,,,,,,,,,,140.18243819553857,-68.351573500408,,,,,,,,,,,,,
6002,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,1.006178044,0.137777881,9.996,4.95e-05,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0051348334301911,0.0083378230363708,0.0135387630253176,0.0219839283534961,0.0356969912943958,0.0579639437948552,0.094120503113118,0.1528306827709806,0.2481629063135415,0.4029611525211171,0.6543189425578008,1.0624678729236123,1.7252106084260364,2.8013568403114686,4.548778049724294,7.386199947077429,11.993539597192113,19.474830508255,31.622776599999995,99.99999999467536,316.227766,999.9999999467536,3162.27766,9999.999999467538,31622.776600000005,99999.9999946754,316227.76600000006,999999.999946754,3162277.660000001,239.3543857831484,241.459675587296,244.80185699454785,250.03721079315056,258.0737740853052,270.04924369953443,287.16817362265715,310.3973443824449,340.72933007170406,380.6012205719736,425.33980141423183,472.7844773907358,517.362326718508,553.6059226914632,580.3717539124269,599.6674424729309,661.2211545369584,711.7748796717547,741.313043731534,861.3088879665966,859.869850567923,859.3213399328785,859.1658198276828,859.1181877396543,859.1060451534271,859.0492563692867,859.060914190746,859.0750807871292,859.0574777273006,859.1061129393465,239.2965003235164,241.40103828085117,244.77986201843052,250.15699963360623,258.5965270237054,271.5629808028229,290.8729182322822,318.55489802143023,359.13706939103315,414.81224938264654,487.3591438024876,571.263773854758,850.8893860686601,921.5244641638616,,,,,,,,,949.280271230258,,,,,,,,134.12969692498643,-67.90383457306442,,,,,,,,,,,,,
6003,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.991977872,0.14711308,9.996,8.23e-05,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0051348334301911,0.0083378230363708,0.0135387630253176,0.0219839283534961,0.0356969912943958,0.0579639437948552,0.094120503113118,0.1528306827709806,0.2481629063135415,0.4029611525211171,0.6543189425578008,1.0624678729236123,1.7252106084260364,2.8013568403114686,4.548778049724294,7.386199947077429,11.993539597192113,19.474830508255,31.622776599999995,99.99999999467536,316.227766,999.9999999467536,3162.27766,9999.999999467538,31622.776600000005,99999.9999946754,316227.76600000006,999999.999946754,3162277.660000001,239.353108199694,241.4573174306995,244.79698782648,250.02761812930004,258.0551111819945,270.01444421781946,287.10943368745984,310.3072812982687,340.5893734609401,380.437226841351,425.2006961801736,472.7076039095996,517.3752215389405,553.690891319316,580.5345025907964,599.9274697986618,617.9054940868392,705.3952287773438,735.904615733912,861.4865021370673,860.9964106359238,860.57865387607,860.4805245560874,860.4002301854421,860.3892400869921,860.3862527372696,860.3840844291001,860.4145790447739,860.382202096245,860.4017042546506,239.3514602680067,241.45176471000832,244.8007957450312,250.09570199300092,258.3552853543798,270.9762257170134,289.6922987220671,316.43425760932524,355.2490142014198,408.9274052967223,478.7144481764609,560.9820629551508,850.8919912108211,900.4379077285489,,,,,,,,,,,,,,,,,131.79932174949724,-62.517021747565686,,,,,,,,,,,,,
6004,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.971023641,0.163744106,9.996,0.000136894,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0051348334301911,0.0083378230363708,0.0135387630253176,0.0219839283534961,0.0356969912943958,0.0579639437948552,0.094120503113118,0.1528306827709806,0.2481629063135415,0.4029611525211171,0.6543189425578008,1.0624678729236123,1.7252106084260364,2.8013568403114686,4.548778049724294,7.386199947077429,11.993539597192113,19.474830508255,31.622776599999995,99.99999999467536,316.227766,999.9999999467536,3162.27766,9999.999999467538,31622.776600000005,99999.9999946754,316227.76600000006,999999.999946754,3162277.660000001,239.3569983989198,241.4632057817406,244.806064262918,250.04088954764188,258.0738491032658,270.04063042172885,287.1463523511529,310.36500443883955,340.67576881582505,380.5992840386986,425.5007469091777,473.1740872456254,517.9769158813291,554.367203545304,581.3350692002947,600.8945559195421,615.2823727332852,703.9868541015403,709.3300176106758,862.4121498724373,861.5208972994286,861.2209362178613,861.1438787132914,861.125697669672,861.1740385393002,861.1328935820902,861.1014021961453,861.0953916403352,861.1023036270753,861.1098354770312,239.3979662033644,241.4700087718424,244.741987381789,249.86579934034285,257.7882488261416,269.80375915190604,287.5224475091802,312.7361926721545,348.6426180480838,399.26217787572426,464.6526968645611,543.9681704181129,858.7522604429978,878.6982776909715,,,,,,,,,,,,970.6438396267478,,,,,126.56316427133592,-60.881770433310834,,,,,,,,,,,,,
6005,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.938916616,0.191962462,9.996,0.000227651,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0054555953365927,0.0094120505776696,0.0162377688613428,0.028013569988664,0.0483293062126318,0.0833782284778237,0.1438449985918307,0.2481629077234124,0.4281332640871979,0.7386200198067139,1.27427504336163,2.198392735901203,3.792690319441205,6.543189314754675,11.288379172235617,19.47483072953704,33.598183242901065,57.96393986169415,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,239.3692804654908,241.8233942173443,245.9418925770601,252.7272827269901,263.5854051459473,280.21530086884087,304.202450807862,336.796647050342,381.2652721230418,432.4347581095499,486.3304384743226,534.4452024745751,570.7496359585186,596.5665426778374,616.6518252736232,714.3018418414822,861.52493613156,860.8515777139477,860.6156059189201,860.4953455525555,860.4410368262157,860.4306272262645,860.4263683879186,860.4231221282726,860.419165917882,860.5013019973966,860.452746676357,860.4311969484914,860.4157308310658,860.434902956383,239.48867782458825,241.8510248227073,245.7293994525885,252.0290398690128,262.08883984751856,277.73326162719826,301.15439098261027,335.0258854299548,385.8403550986705,453.4189313919511,538.4790356997675,859.1211494434733,886.9770916727584,,,,,,,,,,,,,,,,966.7678874082584,,125.33588381651404,-58.24301991000764,100.0,,,,,,,,,,,,
6006,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.922790618,0.212876921,9.996,0.000378575,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0054555953365927,0.0094120505776696,0.0162377688613428,0.028013569988664,0.0483293062126318,0.0833782284778237,0.1438449985918307,0.2481629077234124,0.4281332640871979,0.7386200198067139,1.27427504336163,2.198392735901203,3.792690319441205,6.543189314754675,11.288379172235617,19.47483072953704,33.598183242901065,57.96393986169415,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,239.3951590578565,241.8676431698904,246.01682051870105,252.8538271369953,263.7956636110221,280.5616992144092,304.7653824581413,337.7111494911491,382.72411264721273,434.6397644958304,489.3091534489652,537.8911641356191,574.6932877338942,601.4105082677513,698.9756817974757,857.3031259515774,857.0729607295777,857.3382701856228,857.6221047358259,857.8196876874866,858.034996564203,858.1059247793947,858.1280900126937,858.134998013873,858.1395502534511,858.1408585265546,858.1401141579898,858.1399208541144,858.1406777638388,858.140776819465,239.4512613842998,241.738470436808,245.46312681812145,251.46705419553388,260.9927876194137,275.73671707150584,297.7561044296486,329.43244168134106,376.8252647133587,440.1417928859258,521.3603603565537,659.1489951056916,869.7541693196289,,,,,,,,,,,,,,,,,,89.01503204872354,-32.541824530626506,100.0,,,,,,,,,,,,
6007,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.916682192,0.222989335,9.996,0.000629557,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0054555953365927,0.0094120505776696,0.0162377688613428,0.028013569988664,0.0483293062126318,0.0833782284778237,0.1438449985918307,0.2481629077234124,0.4281332640871979,0.7386200198067139,1.27427504336163,2.198392735901203,3.792690319441205,6.543189314754675,11.288379172235617,19.47483072953704,33.598183242901065,57.96393986169415,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,239.44257244140863,241.94875156742967,246.15546138969364,253.08838813488572,264.1892721548938,281.21294891866114,305.8281445366157,339.44448374830284,385.4876032628856,438.7819998221378,494.8402103213609,544.2184201346615,582.2104171696391,667.8852943515113,850.586573935449,851.1048580254164,852.232758359236,853.1213438753014,853.7113293997629,854.0808757868487,854.444152536252,854.5615843361287,854.5991995415587,854.6115056515663,854.6199181105518,854.6144916736845,854.6150882212272,854.6210681980093,854.612013848755,854.6093240309922,239.41177220380652,241.6552855333797,245.29740296383284,251.1527773785727,260.422012068895,274.7482674788176,296.13625650711737,326.8702962675122,372.7321695940958,434.249670906729,513.661618545248,600.6977687616936,863.7736981901058,,,,,,,,,,,,,,,,,,80.05665479695915,-23.381563292094626,100.0,,,,,,,,,,,,
6008,0.0,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,31.6227766,0.918843648,0.220175229,9.996,0.001046931,1.0,1.0,-42.90552632,3.5e-05,0.0031622779999999,0.0054555953365927,0.0094120505776696,0.0162377688613428,0.028013569988664,0.0483293062126318,0.0833782284778237,0.1438449985918307,0.2481629077234124,0.4281332640871979,0.7386200198067139,1.27427504336163,2.198392735901203,3.792690319441205,6.543189314754675,11.288379172235617,19.47483072953704,33.598183242901065,57.96393986169415,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,239.52566432704657,242.0910671442217,246.3987809826496,253.50116103829703,264.88298949631775,282.36345890252005,307.7068135897969,342.51150189748006,390.3303244810175,445.8454275898414,503.78244809618127,554.0155330480727,593.6756912114028,845.8899439924629,845.4753419014846,847.2003427292242,848.7625223679224,849.8706895351736,850.5983726733192,851.0469263901837,851.4821211191894,851.6281481028565,851.6728608576068,851.6871170665654,851.6875259833959,851.6902886187703,851.6902275988068,851.6938053134144,851.6840064529513,851.6914644205875,239.4127275273781,241.6636332625512,245.321395975954,251.208516291793,260.5365328156978,274.96423217652585,296.5130595895613,327.49464197643164,373.7716732881232,435.7894585036093,515.7386931290009,603.0914202860451,865.3654041703444,,,,,,,,,,,,,,,,,,77.0479695534082,-20.32619439909004,100.0,,,,,,,,,,,,
