,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_ikr,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,Hill_coef,IC50,Kmax,Ku,halfmax,n,Vhalf,Kt,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
7000,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.858829379,0.000168809,48320.14429,1.79e-05,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.79226503020072,249.3977773087464,265.9982457931935,299.1961867088489,360.80383780882966,468.25860789221736,687.4573467983425,,,,,,,,,,,,,,242.23752606971124,248.80548220604825,261.7231045079502,285.89244941066545,327.8010729416087,400.2622914080047,508.5154169154072,854.2593089167991,962.9253664809404,,,,,,,,,,,,73.60969573609317,42.52384626871192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.793752599,0.000367595,48320.14429,2.98e-05,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.87871988370904,249.54150833322228,266.12450559904784,299.1125268971984,360.4582247653644,467.8355265571618,683.2031552252704,943.6608000028692,,,,,,,,,,,,,243.0367573264156,249.65019471095903,261.9761909178793,283.96830822882066,320.6912717159076,382.1518540936756,473.4888133569104,588.7802727548725,877.2556529077038,,,,,,,,,,,,149.6208979487743,88.50891301980036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.731972684,0.000797233,48320.14429,4.95e-05,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.8894919213903,249.54890413095904,266.0914008897579,298.981776770772,360.147495714822,467.4844484856586,677.2388968412387,925.6787457178552,,,,,,,,,,,,,243.6141974003035,250.01204567552844,261.36349219131824,280.7747138230945,312.1607707362594,362.6348768279653,437.7325448240174,538.9009651876897,850.5752183386548,984.2027308160908,,,,,,,,,,,166.06231586001408,99.98344422578464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.6935445,0.001389033,48320.14429,8.23e-05,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.8898662805776,249.54443416545388,266.06772317058125,298.9151517094097,359.9910288754064,467.4201928746497,670.5851255139462,958.9403748050892,,,,,,,,,,,,,243.4325856278915,249.25832304418375,259.31449797329043,276.142148423165,302.9874179199975,344.3298959150077,408.10403220474575,495.42902380144994,597.371010694807,872.1578259949367,,,,,,,,,,996.121183296427,194.5206953300148,116.79449656067278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.687944469,0.001728857,48320.14429,0.000136894,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.8975980444742,249.56000916872603,266.0964385852696,298.97071204975674,360.1117652126921,467.87775597479686,668.1946013243861,969.8796046502772,,,,,,,,,,,,,242.4555797138197,247.49522391967,256.2039311426071,270.8545280742483,294.470051770778,330.66168790270774,387.63005443250125,466.9019001427616,565.9860000677512,853.8659985872429,951.938041232208,,,,,,,,,,210.8711325287225,128.23944098891064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7005,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.708959157,0.001575215,48320.14429,0.000227651,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.9204096792925,249.61118518604465,266.2083953990062,299.21314301410507,360.6550739477385,469.17940059245177,681.1321865949078,,,,,,,,,,,,,,241.2985004272361,245.63853409700164,253.309776069318,266.53973301076235,288.4461892196877,322.7696173110608,377.513451085872,455.6597614976912,556.5445469685774,851.8997011408071,939.5497652035024,,,,,,,,,,130.97675860130434,81.77199902751542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.742100455,0.00116806,48320.14429,0.000378575,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,241.96718113648592,249.718122598057,266.4481933800344,299.74028566013465,361.8501267875175,471.8488076171001,718.5421049482798,,,,,,,,,,,,,,240.51515586424136,244.47176619001343,251.68123820036368,264.5015803151799,286.3667081331713,321.5000091681828,378.5962926930723,461.504217650472,567.9610364585384,858.1950674826971,,,,,,,,,,,144.10072117855205,88.92601022334063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7007,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.777177112,0.000773419,48320.14429,0.000629557,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,242.0520077572762,249.91330844061704,266.88992089893713,300.72013980208925,364.0915534725302,476.7408235546187,851.6725159057338,,,,,,,,,,,,,,240.1967933076565,244.12226574600447,251.48842694318623,264.9539451586845,288.4616741811102,326.93643190314566,390.6107989399268,483.2469657672759,596.9494921434207,882.1433797471539,,,,,,,,,,,186.0462868453687,106.472847664584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7008,0.0,1e-06,3.16e-06,1e-05,3.16e-05,0.0001,0.000316228,0.001,0.003162278,0.01,0.031622777,0.1,0.316227766,1.0,3.16227766,10.0,0.812492887,0.000475487,48320.14429,0.001046931,1.0,1.0,-22.02626316,3.5e-05,1e-06,2.335721469090121e-06,5.455594781168515e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775604e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514606,1.8329807108324336,4.281332398719386,10.0,242.19838761852907,250.25042828988592,267.655761159018,302.4211914069053,367.9846853775852,484.7284785477475,846.0696726086381,,,,,,,,,,,,,,240.1907526869387,244.35498974805824,252.38761408511024,267.424160254019,294.1112076370701,338.5089627934173,412.46155059168274,518.5036303534862,852.6121271688029,927.4480447172166,,,,,,,,,,,175.80432965503178,101.6956238874304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
