"environment.time","0.I_Kr.I_kr","0.membrane_potential.V_m","1.I_Kr.I_kr","1.membrane_potential.V_m"
 0.00000000000000000e+00, 5.12830634166079128e-06,-8.13775727761603775e+01, 5.12834844073390243e-06,-8.13775726466228235e+01
 1.00000000000000006e-01, 5.12825422305849457e-06,-8.13775815878818918e+01, 5.12829635677926396e-06,-8.13775814631110279e+01
 2.00000000000000011e-01, 5.12820230411283006e-06,-8.13775903832431027e+01, 5.12824431549030524e-06,-8.13775902747602800e+01
 3.00000000000000044e-01, 5.12815050112662909e-06,-8.13775991691108800e+01, 5.12819231683699556e-06,-8.13775990815731234e+01
 4.00000000000000022e-01, 5.12809869839247549e-06,-8.13776079549786573e+01, 5.12814036078976500e-06,-8.13776078835520451e+01
 5.00000000000000000e-01, 5.12804689591036839e-06,-8.13776167408464346e+01, 5.12808844731910547e-06,-8.13776166806995889e+01
 6.00000000000000089e-01, 5.12799509368030696e-06,-8.13776255267142119e+01, 5.12803657639596628e-06,-8.13776254730182416e+01
 7.00000000000000067e-01, 5.12794335690403213e-06,-8.13776343064854331e+01, 5.12798474799145854e-06,-8.13776342605105185e+01
 8.00000000000000044e-01, 5.12789183082314225e-06,-8.13776430665793953e+01, 5.12793296207695590e-06,-8.13776430431789350e+01
 9.00000000000000022e-01, 5.12784030499138847e-06,-8.13776518266733433e+01, 5.12788121862419035e-06,-8.13776518210259781e+01
 1.00000000000000000e+00, 5.12778877940866832e-06,-8.13776605867673055e+01, 5.12782951760500311e-06,-8.13776605940541771e+01
 1.10000000000000009e+00, 5.12773725407503598e-06,-8.13776693468612677e+01, 5.12777785899169876e-06,-8.13776693622660048e+01
 1.20000000000000018e+00, 5.12768572899048809e-06,-8.13776781069552300e+01, 5.12772624275674194e-06,-8.13776781256639623e+01
 1.30000000000000004e+00, 5.12763441641044438e-06,-8.13776868454499294e+01, 5.12767466887285820e-06,-8.13776868842505507e+01
 1.40000000000000013e+00, 5.12758314442273772e-06,-8.13776955798390276e+01, 5.12762313731303395e-06,-8.13776956380282712e+01
 1.50000000000000000e+00, 5.12753187268139484e-06,-8.13777043142281400e+01, 5.12757164805061562e-06,-8.13777043869995964e+01
 1.60000000000000009e+00, 5.12748060118651228e-06,-8.13777130486172382e+01, 5.12752020105916223e-06,-8.13777131311670132e+01
 1.70000000000000018e+00, 5.12742932993804262e-06,-8.13777217830063364e+01, 5.12746879631244539e-06,-8.13777218705330228e+01
 1.80000000000000004e+00, 5.12737818093040499e-06,-8.13777305039370731e+01, 5.12741743378454505e-06,-8.13777306051001119e+01
 1.90000000000000013e+00, 5.12732720557513487e-06,-8.13777392057375124e+01, 5.12736611344990285e-06,-8.13777393348707392e+01
 2.00000000000000000e+00, 5.12727625906476454e-06,-8.13777479043826020e+01, 5.12731483528307475e-06,-8.13777480598474057e+01
 2.10000000000000009e+00, 5.12722534139874937e-06,-8.13777565998723702e+01, 5.12726359925902586e-06,-8.13777567800325698e+01
 2.20000000000000018e+00, 5.12717445257674376e-06,-8.13777652922067887e+01, 5.12721240535293133e-06,-8.13777654954287044e+01
 2.30000000000000027e+00, 5.12712359259825305e-06,-8.13777739813858716e+01, 5.12716125354018315e-06,-8.13777742060382963e+01
 2.40000000000000036e+00, 5.12707276146283255e-06,-8.13777826674096190e+01, 5.12711014379653163e-06,-8.13777829118638039e+01
 2.50000000000000000e+00, 5.12702195917008838e-06,-8.13777913502780166e+01, 5.12705907609788884e-06,-8.13777916129077141e+01
 2.60000000000000009e+00, 5.12697118571952503e-06,-8.13778000299910786e+01, 5.12700805042063019e-06,-8.13778003091724571e+01
 2.70000000000000018e+00, 5.12692044111069950e-06,-8.13778087065488052e+01, 5.12695706674119036e-06,-8.13778090006605197e+01
 2.80000000000000027e+00, 5.12686972534316626e-06,-8.13778173799511961e+01, 5.12690612503637252e-06,-8.13778176873743604e+01
 2.90000000000000036e+00, 5.12681903841648315e-06,-8.13778260501982516e+01, 5.12685522528323563e-06,-8.13778263693164376e+01
 3.00000000000000000e+00, 5.12676838033025629e-06,-8.13778347172899572e+01, 5.12680436745915374e-06,-8.13778350464891957e+01
 3.10000000000000009e+00, 5.12671775108399443e-06,-8.13778433812263273e+01, 5.12675355154171097e-06,-8.13778437188950932e+01
 3.20000000000000018e+00, 5.12666715067725200e-06,-8.13778520420073619e+01, 5.12670277750880993e-06,-8.13778523865365742e+01
 3.30000000000000027e+00, 5.12661657910963684e-06,-8.13778606996330467e+01, 5.12665204533850823e-06,-8.13778610494161114e+01
 3.40000000000000036e+00, 5.12656603638060600e-06,-8.13778693541034102e+01, 5.12660135500933103e-06,-8.13778697075361208e+01
 3.50000000000000000e+00, 5.12651552248982067e-06,-8.13778780054184239e+01, 5.12655070649986536e-06,-8.13778783608990750e+01
 3.60000000000000009e+00, 5.12646503743678363e-06,-8.13778866535781020e+01, 5.12650009978916069e-06,-8.13778870095073898e+01
 3.70000000000000018e+00, 5.12641463365180349e-06,-8.13778952918195557e+01, 5.12644953485637917e-06,-8.13778956533635238e+01
 3.80000000000000027e+00, 5.12636429053649416e-06,-8.13779039227995753e+01, 5.12639901168104632e-06,-8.13779042924699070e+01
 3.90000000000000036e+00, 5.12631398423634788e-06,-8.13779125495949813e+01, 5.12634853024300106e-06,-8.13779129268289552e+01
 4.00000000000000000e+00, 5.12626371475075307e-06,-8.13779211722057880e+01, 5.12629809052214330e-06,-8.13779215564431411e+01
 4.10000000000000053e+00, 5.12621348207920068e-06,-8.13779297906319812e+01, 5.12624769249894046e-06,-8.13779301813148521e+01
 4.20000000000000018e+00, 5.12616328622108000e-06,-8.13779384048735750e+01, 5.12619733615386927e-06,-8.13779388014465468e+01
 4.29999999999999982e+00, 5.12611312717583283e-06,-8.13779470149305695e+01, 5.12614702146782237e-06,-8.13779474168406409e+01
 4.40000000000000036e+00, 5.12606300494295263e-06,-8.13779556208029504e+01, 5.12609674842190329e-06,-8.13779560274995646e+01
 4.50000000000000000e+00, 5.12601291952187784e-06,-8.13779642224907178e+01, 5.12604651699758320e-06,-8.13779646334257194e+01
 4.60000000000000053e+00, 5.12596287091195285e-06,-8.13779728199939001e+01, 5.12599632717649418e-06,-8.13779732346215354e+01
 4.70000000000000018e+00, 5.12591285911276939e-06,-8.13779814133124546e+01, 5.12594617894058173e-06,-8.13779818310894285e+01
 4.80000000000000071e+00, 5.12586288412362103e-06,-8.13779900024464240e+01, 5.12589607227205646e-06,-8.13779904228318145e+01
 4.90000000000000036e+00, 5.12581294594405037e-06,-8.13779985873957799e+01, 5.12584600715344154e-06,-8.13779990098510950e+01
 5.00000000000000000e+00, 5.12576304457350091e-06,-8.13780071681605222e+01, 5.12579598356747782e-06,-8.13780075921496859e+01
 5.10000000000000053e+00, 5.12571318001136788e-06,-8.13780157447406651e+01, 5.12574600149716536e-06,-8.13780161697300031e+01
 5.20000000000000018e+00, 5.12566335225709562e-06,-8.13780243171362088e+01, 5.12569606092582184e-06,-8.13780247425944481e+01
