"environment.time","0.I_Kr.I_kr","0.membrane_potential.V_m","1.I_Kr.I_kr","1.membrane_potential.V_m"
 0.00000000000000000e+00, 2.65303096157540909e-07,-8.13473685831447710e+01, 2.65343393000377239e-07,-8.13473677079757067e+01
 1.00000000000000006e-01, 2.65298380300246577e-07,-8.13473792351006892e+01, 2.65339425454283514e-07,-8.13473783745278922e+01
 2.00000000000000011e-01, 2.65293870656097346e-07,-8.13473898774974913e+01, 2.65335462471834007e-07,-8.13473890352053104e+01
 3.00000000000000044e-01, 2.65289498238384870e-07,-8.13474005118310259e+01, 2.65331504039992618e-07,-8.13473996900112581e+01
 4.00000000000000022e-01, 2.65285172329460266e-07,-8.13474111407133336e+01, 2.65327550145691693e-07,-8.13474103389490324e+01
 5.00000000000000000e-01, 2.65281024822081328e-07,-8.13474217486734830e+01, 2.65323600775835095e-07,-8.13474209820219158e+01
 6.00000000000000089e-01, 2.65276877346865661e-07,-8.13474323566336324e+01, 2.65319655917295140e-07,-8.13474316192331912e+01
 7.00000000000000067e-01, 2.65272729903813211e-07,-8.13474429645937818e+01, 2.65315715556907451e-07,-8.13474422505861696e+01
 8.00000000000000044e-01, 2.65268582492926625e-07,-8.13474535725539170e+01, 2.65311779681486055e-07,-8.13474528760841054e+01
 9.00000000000000022e-01, 2.65264507649415474e-07,-8.13474641650249879e+01, 2.65307848277803156e-07,-8.13474634957303095e+01
 1.00000000000000000e+00, 2.65260483441408972e-07,-8.13474747466899686e+01, 2.65303921332603960e-07,-8.13474741095280649e+01
 1.10000000000000009e+00, 2.65256459263803436e-07,-8.13474853283549493e+01, 2.65299998832609054e-07,-8.13474847174806115e+01
 1.20000000000000018e+00, 2.65252435116598917e-07,-8.13474959100199300e+01, 2.65296080764491857e-07,-8.13474953195912747e+01
 1.30000000000000004e+00, 2.65248410999792824e-07,-8.13475064916849249e+01, 2.65292167114910807e-07,-8.13475059158632803e+01
 1.40000000000000013e+00, 2.65244459058528481e-07,-8.13475170478742342e+01, 2.65288257870476959e-07,-8.13475165062999395e+01
 1.50000000000000000e+00, 2.65240509270729946e-07,-8.13475276033134804e+01, 2.65284353017778605e-07,-8.13475270909045065e+01
 1.60000000000000009e+00, 2.65236559512270832e-07,-8.13475381587527266e+01, 2.65280452543368885e-07,-8.13475376696802499e+01
 1.70000000000000018e+00, 2.65232609783151246e-07,-8.13475487141919729e+01, 2.65276556433768012e-07,-8.13475482426304382e+01
 1.80000000000000004e+00, 2.65228674396080025e-07,-8.13475592603469408e+01, 2.65272664675465492e-07,-8.13475588097583255e+01
 1.90000000000000013e+00, 2.65224769118859452e-07,-8.13475697869892116e+01, 2.65268777254912980e-07,-8.13475693710671948e+01
 2.00000000000000000e+00, 2.65220869682260969e-07,-8.13475803098613852e+01, 2.65264894158538627e-07,-8.13475799265602717e+01
 2.10000000000000009e+00, 2.65216976086157840e-07,-8.13475908289634759e+01, 2.65261015372726959e-07,-8.13475904762408391e+01
