,pulse 0,pulse 1,drug concentration
0,289.3688081084465,289.3690151251129,0.10134053710514009
1,289.41274516252895,289.41273217679833,0.7131011434698399
2,289.74506448844147,289.74497762871886,5.017868181026739
3,292.17177743639735,292.1715410731907,35.3092728449603
4,305.7182480060306,305.71829172261005,248.46721446493743
5,332.3042166448246,332.3036582541389,1748.7672229545751
6,342.31032629618585,342.31035082612846,12326.156966967914
7,343.51246626192966,343.5116596525592,87863.30069818266
8,343.65356657028246,343.6532321254801,686791.2563687197
9,343.6723573812054,343.67290557966044,38982267.67032044
