,pulse 0,pulse 1,drug concentration
0,289.3630139788734,289.3624769639535,0.0
1,289.37265449847604,289.3713084428606,0.1
2,289.4325342892322,289.43213087199143,1.0
3,290.8167838649465,290.8167377843978,30.0
4,299.09063316065766,299.0903729775323,300.0
5,310.61714826385156,310.6168730514925,1000.0
6,334.736425923499,334.7367352297401,10000.0
7,342.3588829392448,342.3586421560681,100000.0
