,pulse 0,pulse 1,drug concentration
0,289.371573321215,289.37129292343496,0.10134053710514009
1,289.41405676489745,289.4141121341424,0.7131011434698399
2,289.66002755517053,289.65962289420594,5.017868181026739
3,291.0394227475498,291.04000303219965,35.3092728449603
4,297.81103623366545,297.8108812207983,248.46721446493743
5,317.32848974514303,317.32806664023485,1748.7672229545751
6,336.05315712289513,336.05365546550104,12326.156966967914
7,342.20080695186334,342.20076619961685,87863.30069818266
8,343.43800791006885,343.4380998473758,686791.2563687197
9,343.66809609294836,343.6687559915352,38982267.67032044
