,pulse 0,pulse 1,drug concentration
0,289.3630139788734,289.3624769639535,0.0
1,289.36874728296095,289.36932672910575,0.1
2,289.43386795376404,289.4339475182209,1.0
3,291.7496266803072,291.74984777270265,30.0
4,308.12868381295687,308.12783722077904,300.0
5,325.479431126424,325.4810349304499,1000.0
6,341.9494961856762,341.9492463514147,10000.0
7,343.5320899131517,343.5328713814069,100000.0
