,APD,drug concentration,qNet
0,262.1,0.1,0.069065579956073
1,263.1,0.152830673265877,0.068749782895905
2,264.7,0.233572146909012,0.06827327621099
3,267,0.356969884682606,0.067561134758132
4,270.5,0.545559478116852,0.066506544960865
5,275.6,0.833782223471789,0.064969420773042
6,283.1,1.27427498570313,0.062778582665131
7,293.9,1.94748303990876,0.059750536189605
8,308.9,2.97635144163132,0.055727692097916
9,329.2,4.54877794700378,0.050628916864033
10,355.6,6.95192796177561,0.044501403290249
11,388.7,10.6246783089404,0.037548869853535
12,428.7,16.2377673918872,0.030103462743359
13,474.9,24.8162892283682,0.022535136407001
14,525.7,37.9269019073225,0.015066686822385
15,579.4,57.9639395338497,0.007189665754941
16,634.1,88.5866790410082,-0.025138026684929
17,688.4,135.387618002254,-0.018684292892216
18,1000,206.913808111479,-0.020551954104315
19,1000,316.227766016838,-0.019374687673254
