"engine.time","dot(ikr.C1)","dot(ikr.C2)","dot(ikr.Cbound)","dot(ikr.D)","dot(ikr.IC1)","dot(ikr.IC2)","dot(ikr.IO)","dot(ikr.IObound)","dot(ikr.O)","dot(ikr.Obound)","engine.pace","ikr.C1","ikr.C2","ikr.Cbound","ikr.D","ikr.IC1","ikr.IC2","ikr.IKr","ikr.IO","ikr.IObound","ikr.Kb","ikr.Kn","ikr.O","ikr.Obound","membrane.V"
 5.14790058721337900e+01, 3.95953160058390807e+00, 1.52122682431784784e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-4.14708195843320393e+00, 3.41909037842298216e-02, 4.38098520613463248e-04, 0.00000000000000000e+00, 7.98673112667763426e-04, 0.00000000000000000e+00, 2.46676058825174422e+01, 4.70115121656223489e-01, 1.63044997617458852e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 5.04267659706470694e-01, 8.71406124326884815e-03, 1.85152900878870282e-03, 2.45732256766680263e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.53297618479256228e-04, 0.00000000000000000e+00, 2.46676058825174422e+01
 5.14853967006501492e+01, 3.88197534881128936e+00, 1.58518202880096992e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-4.07889535383828150e+00, 3.70958643581745032e-02, 4.48463443899970999e-04, 0.00000000000000000e+00, 8.57474344820656834e-04, 0.00000000000000000e+00, 2.50920831374663678e+01, 4.95177683770122445e-01, 1.72972757248681178e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.77976457177628489e-01, 8.94180232658880331e-03, 1.88634764386687455e-03, 2.48564784885751987e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.58588458862656710e-04, 0.00000000000000000e+00, 2.50920831374663678e+01
 5.14917875291665084e+01, 3.79388896564658795e+00, 1.64624738941206744e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.99998027218022223e+00, 4.00884456331976891e-02, 4.59602089423345500e-04, 0.00000000000000000e+00, 9.18519869806721460e-04, 0.00000000000000000e+00, 2.55165603924152933e+01, 5.19711208171718453e-01, 1.83300079453332515e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.52155033741417078e-01, 9.18839404675962472e-03, 1.92339802120497917e-03, 2.51466008660066744e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.64262329068684807e-04, 0.00000000000000000e+00, 2.55165603924152933e+01
 5.14981783576828676e+01, 3.69499151341753329e+00, 1.70426798371789590e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.91003022484663720e+00, 4.31586925424191845e-02, 4.71543415259030227e-04, 0.00000000000000000e+00, 9.81677099636407442e-04, 0.00000000000000000e+00, 2.59410376473642224e+01, 5.43647422131161906e-01, 1.94008011056540954e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.26873010421328913e-01, 9.45436446727112439e-03, 1.96277664849171503e-03, 2.54440966813900677e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.70333150728777963e-04, 0.00000000000000000e+00, 2.59410376473642224e+01
 5.14995456945573267e+01, 3.67242191418989039e+00, 1.71627082935267516e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.88934336049409257e+00, 4.38247073185689257e-02, 4.74205173252149610e-04, 0.00000000000000000e+00, 9.95450877114022192e-04, 0.00000000000000000e+00, 2.60318558255668044e+01, 5.48684362696792438e-01, 1.96346542254862109e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.21540751014195691e-01, 9.51383192508117349e-03, 1.97151317064386171e-03, 2.55087540921554380e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.71684840481932804e-04, 0.00000000000000000e+00, 2.60318558255668044e+01
 5.15000977060637339e+01, 3.65623376219839935e+00, 1.72106852731720827e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.87391125624112842e+00, 4.40943230306517497e-02, 4.75272616611490490e-04, 0.00000000000000000e+00, 1.00104566374470275e-03, 0.00000000000000000e+00, 2.60637009030148050e+01, 5.50707194138647771e-01, 1.97295268880267223e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.19397967667633431e-01, 9.53809806223243802e-03, 1.97498826869454231e-03, 2.55349602166068728e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.72235884252589393e-04, 0.00000000000000000e+00, 2.60637009030148050e+01
 5.15004142506038889e+01, 3.62843187251578447e+00, 1.72379393973525974e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.84654022058193412e+00, 4.42488304705219160e-02, 4.75839557545604339e-04, 0.00000000000000000e+00, 1.00428406455574403e-03, 0.00000000000000000e+00, 2.60691120270329471e+01, 5.51860311637728751e-01, 1.97840495422138170e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.18175877321598666e-01, 9.55208033220095350e-03, 1.97676615999083398e-03, 2.55500137200202022e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.72553272016575194e-04, 0.00000000000000000e+00, 2.60691120270329471e+01
 5.15006323792486000e+01, 3.60939923602530177e+00, 1.72565159248219246e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.82780258301455056e+00, 4.43554380262008580e-02, 4.76231355093781718e-04, 0.00000000000000000e+00, 1.00651835973524059e-03, 0.00000000000000000e+00, 2.60728407950220067e+01, 5.52649844167774185e-01, 1.98216707114359410e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.17338736913001884e-01, 9.56174389762606651e-03, 1.97799455278149447e-03, 2.55603974524959399e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.72772578595882036e-04, 0.00000000000000000e+00, 2.60728407950220067e+01
 5.15008505078933112e+01, 3.59047449994323209e+00, 1.72749191542357461e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.80917122836006605e+00, 4.44621579460994232e-02, 4.76624069811163885e-04, 0.00000000000000000e+00, 1.00875485856599233e-03, 0.00000000000000000e+00, 2.60765695630110628e+01, 5.53435057199363367e-01, 1.98593322301211517e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.16505851818013306e-01, 9.57143072550103481e-03, 1.97922561036005876e-03, 2.55707896954031214e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.72992373006040602e-04, 0.00000000000000000e+00, 2.60765695630110628e+01
 5.15010686365380224e+01, 3.57165320798805785e+00, 1.72931552716650033e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.79064175849230711e+00, 4.45689865490733125e-02, 4.77017702582308890e-04, 0.00000000000000000e+00, 1.01099353594411934e-03, 0.00000000000000000e+00, 2.60802983310001224e+01, 5.54216106089640226e-01, 1.98970337073391054e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.15677067042307780e-01, 9.58114084308873959e-03, 1.98045933463367836e-03, 2.55811905024548732e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.73212655558542066e-04, 0.00000000000000000e+00, 2.60802983310001224e+01
 5.15012867651827335e+01, 3.55293221035895801e+00, 1.73112287435212064e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.77221106521159566e+00, 4.46759207948740356e-02, 4.77412254294245304e-04, 0.00000000000000000e+00, 1.01323436825704119e-03, 0.00000000000000000e+00, 2.60840270989891820e+01, 5.54993101970537750e-01, 1.99347747763215441e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.14852271794630467e-01, 9.59087427569154174e-03, 1.98169572777065961e-03, 2.55915999163519017e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.73433426614049426e-04, 0.00000000000000000e+00, 2.60840270989891820e+01
 5.15015048938274447e+01, 3.53431100426487932e+00, 1.73291405833541801e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.75387865394788722e+00, 4.47829587907213472e-02, 4.77807725876662991e-04, 0.00000000000000000e+00, 1.01547733286806415e-03, 0.00000000000000000e+00, 2.60877558669782417e+01, 5.55766066796843261e-01, 1.99725550872324360e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.14031444446654961e-01, 9.60063104601700280e-03, 1.98293479250792300e-03, 2.56020179570997264e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.73654686640325121e-04, 0.00000000000000000e+00, 2.60877558669782417e+01
 5.15018437959754323e+01, 3.50557727985235523e+00, 1.73566504326619603e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.72559063785936129e+00, 4.49494633318837308e-02, 4.78423989245701695e-04, 0.00000000000000000e+00, 1.01896635925684395e-03, 0.00000000000000000e+00, 2.60935491798304469e+01, 5.56959031746248501e-01, 2.00313306318476193e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.12763991929788743e-01, 9.61583629583777702e-03, 1.98486520929155473e-03, 2.56182214138874907e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.73999425097475309e-04, 0.00000000000000000e+00, 2.60935491798304469e+01
 5.15021826981234199e+01, 3.47708425690315392e+00, 1.73837725708289648e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.69753969334630561e+00, 4.51162078625903240e-02, 4.79042478780641759e-04, 0.00000000000000000e+00, 1.02246039349090457e-03, 0.00000000000000000e+00, 2.60993424926826521e+01, 5.58142303317510802e-01, 2.00901987509313068e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.11506082354426483e-01, 9.63109801530484359e-03, 1.98680209232639151e-03, 2.56344457945797478e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.74345346839715580e-04, 0.00000000000000000e+00, 2.60993424926826521e+01
 5.15025216002714075e+01, 3.44883117063300171e+00, 1.74105093306103714e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.66972507228362321e+00, 4.52831857955381389e-02, 4.79663197824886916e-04, 0.00000000000000000e+00, 1.02595935115443160e-03, 0.00000000000000000e+00, 2.61051358055348572e+01, 5.59315925985826135e-01, 2.01491581398527408e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.10257672468274659e-01, 9.64641628375626468e-03, 1.98874545174846035e-03, 2.56506911652892432e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.74692453596236076e-04, 0.00000000000000000e+00, 2.61051358055348572e+01
 5.15028605024193951e+01, 3.42081594814225198e+00, 1.74368647325120668e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.64214473480913981e+00, 4.54503900440195105e-02, 4.80286149619381516e-04, 0.00000000000000000e+00, 1.02946314812816749e-03, 0.00000000000000000e+00, 2.61109291183870660e+01, 5.60479987982213435e-01, 2.02082074974677846e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.09018675260932940e-01, 9.66179117929729693e-03, 1.99069529724737017e-03, 2.56669576035687145e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.75040747011771221e-04, 0.00000000000000000e+00, 2.61109291183870660e+01
 5.15034438383598356e+01, 3.37314583507308763e+00, 1.74813473930696017e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.59521487820499441e+00, 4.57387003990213231e-02, 4.81363644743207125e-04, 0.00000000000000000e+00, 1.03550515744595985e-03, 0.00000000000000000e+00, 2.61209008687019413e+01, 5.62461493485838404e-01, 2.03100532859163338e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.06907844297223042e-01, 9.68838808442611284e-03, 1.99406669028380631e-03, 2.56950058051328865e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.75643031503664038e-04, 0.00000000000000000e+00, 2.61209008687019413e+01
 5.15040271743002762e+01, 3.32616362719935932e+00, 1.75247325070823190e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.54896258612108095e+00, 4.60276252311582340e-02, 4.82447779806652625e-04, 0.00000000000000000e+00, 1.04156083993400643e-03, 0.00000000000000000e+00, 2.61308726190168201e+01, 5.64415384933843245e-01, 2.04121553480956543e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.04824198593837170e-01, 9.71515335212231115e-03, 1.99745737545478771e-03, 2.57231170525928465e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.76248844534559995e-04, 0.00000000000000000e+00, 2.61308726190168201e+01
 5.15049065032373505e+01, 3.25662298041469755e+00, 1.75880966157642926e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.48050299675906860e+00, 4.64642413866276083e-02, 4.84094602023430419e-04, 0.00000000000000000e+00, 1.05071419807674761e-03, 0.00000000000000000e+00, 2.61459041780161314e+01, 5.67309361621366470e-01, 2.05665357820919749e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.01733831330460089e-01, 9.75581864407492998e-03, 2.00260510508281503e-03, 2.57656123429611354e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.77168741535872953e-04, 0.00000000000000000e+00, 2.61459041780161314e+01
 5.15057858321744249e+01, 3.18859594577603422e+00, 1.76490673729654407e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.41353433598682621e+00, 4.69020635674901112e-02, 4.85756594826474374e-04, 0.00000000000000000e+00, 1.05989631882039831e-03, 0.00000000000000000e+00, 2.61609357370154463e+01, 5.70142763515636419e-01, 2.07214628491784875e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.98703098245598520e-01, 9.79686840147103027e-03, 2.00779693275537690e-03, 2.58082530857694039e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.78096700216895229e-04, 0.00000000000000000e+00, 2.61609357370154463e+01
 5.15066651611114992e+01, 3.12204850610968210e+00, 1.77077099434473750e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.34802312460505025e+00, 4.73409793975998611e-02, 4.87433803645839119e-04, 0.00000000000000000e+00, 1.06910585964864859e-03, 0.00000000000000000e+00, 2.61759672960147576e+01, 5.72917027349829411e-01, 2.08769157636188134e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.95730582339870962e-01, 9.83830363803959822e-03, 2.01303300574552863e-03, 2.58510406481593166e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.79032745118782009e-04, 0.00000000000000000e+00, 2.61759672960147576e+01
 5.15075444900485735e+01, 3.05694778917718590e+00, 1.77640873701585600e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.28393701065651111e+00, 4.77808799921378841e-02, 4.89126270823228636e-04, 0.00000000000000000e+00, 1.07834151477859694e-03, 0.00000000000000000e+00, 2.61909988550140689e+01, 5.75633542599475634e-01, 2.10328743030422302e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.92814913406827393e-01, 9.88012527000725962e-03, 2.01831346534698955e-03, 2.58939763962548735e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.79976899644049872e-04, 0.00000000000000000e+00, 2.61909988550140689e+01
 5.15084238189856478e+01, 2.99326572922938849e+00, 1.78182559032841997e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.22124838571594907e+00, 4.82216614028298865e-02, 4.90834035788547578e-04, 0.00000000000000000e+00, 1.08760201510026892e-03, 0.00000000000000000e+00, 2.62060304140133837e+01, 5.78293530556755142e-01, 2.11893188101998503e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.89954888956769996e-01, 9.92233411635241348e-03, 2.02363844787317596e-03, 2.59370616636306990e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.80929186245385120e-04, 0.00000000000000000e+00, 2.62060304140133837e+01
 5.15098632502399241e+01, 2.89200930741133488e+00, 1.79023053623757644e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.12157367802299390e+00, 4.89448427519911106e-02, 4.93662700112026259e-04, 0.00000000000000000e+00, 1.10281153579830067e-03, 0.00000000000000000e+00, 2.62306365595771780e+01, 5.82528993148602292e-01, 2.14464120096460147e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.85390116113871639e-01, 9.99226614739347901e-03, 2.03245169450768899e-03, 2.60079169839386019e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.82505653606305144e-04, 0.00000000000000000e+00, 2.62306365595771780e+01
 5.15113026814942003e+01, 2.79435955915111256e+00, 1.79808214684246709e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.02545207153745199e+00, 4.96696860202836821e-02, 4.96532598048599299e-04, 0.00000000000000000e+00, 1.11807908376036704e-03, 0.00000000000000000e+00, 2.62552427051409722e+01, 5.86621395670363199e-01, 2.17046749323066834e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.80966165363446629e-01, 1.00632403959643370e-02, 2.04138513428653735e-03, 2.60791824581273668e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.84104056296878530e-04, 0.00000000000000000e+00, 2.62552427051409722e+01
 5.15127421127484766e+01, 2.70020131861803225e+00, 1.80540314105550909e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.93277025934208435e+00, 5.03957831332611378e-02, 4.99443854253914916e-04, 0.00000000000000000e+00, 1.13339963098622182e-03, 0.00000000000000000e+00, 2.62798488507047701e+01, 5.90575702388940416e-01, 2.19640295960028507e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.76678148188396622e-01, 1.01352589552946397e-02, 2.05043926828458838e-03, 2.61508639936294471e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.85724474388056122e-04, 0.00000000000000000e+00, 2.62798488507047701e+01
 5.15141815440027528e+01, 2.60942075154727648e+00, 1.81221570031161544e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.84341623047417613e+00, 5.11227439610269854e-02, 5.02396574791146217e-04, 0.00000000000000000e+00, 1.14876835991994811e-03, 0.00000000000000000e+00, 2.63044549962685643e+01, 5.94396782494841736e-01, 2.22244012376965130e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.72521268508496262e-01, 1.02083233458247335e-02, 2.05961455979291165e-03, 2.62229675324104526e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.87366980775459481e-04, 0.00000000000000000e+00, 2.63044549962685643e+01
 5.15156209752570291e+01, 2.52190353316084925e+00, 1.81854170625376149e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.75727747043447380e+00, 5.18501951418931170e-02, 5.05390847874036047e-04, 0.00000000000000000e+00, 1.16418065848109117e-03, 0.00000000000000000e+00, 2.63290611418323586e+01, 5.98089470445980598e-01, 2.24857182378355829e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.68490762385653148e-01, 1.02824345414544403e-02, 2.06891143544296260e-03, 2.62954990636516100e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.89031641398501771e-04, 0.00000000000000000e+00, 2.63290611418323586e+01
 5.15180927338071157e+01, 2.37891747871237902e+00, 1.82832978630326687e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.61655130639658484e+00, 5.30994840686746031e-02, 5.10629682444822949e-04, 0.00000000000000000e+00, 1.19073530275985175e-03, 0.00000000000000000e+00, 2.63713142543039005e+01, 6.04144293145612910e-01, 2.29364547375015479e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.61851331937455389e-01, 1.04121397668824524e-02, 2.08516058437569667e-03, 2.64210643673739600e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.91942011832845029e-04, 0.00000000000000000e+00, 2.63713142543039005e+01
 5.15205644923572024e+01, 2.24469774297661662e+00, 1.83684563183825755e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.48446318170076186e+00, 5.43474995508407832e-02, 5.15991496699200690e-04, 0.00000000000000000e+00, 1.21738449277962761e-03, 0.00000000000000000e+00, 2.64135673667754425e+01, 6.09856561533765662e-01, 2.33894513372957316e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.55549030146150857e-01, 1.05449316881188714e-02, 2.10177115627777772e-03, 2.65479397612379867e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.94918140015578358e-04, 0.00000000000000000e+00, 2.64135673667754425e+01
 5.15230362509072890e+01, 2.11873804970693991e+00, 1.84418399788263965e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.36051473585934346e+00, 5.55927011572988003e-02, 5.21476412533234887e-04, 0.00000000000000000e+00, 1.24410879430785003e-03, 0.00000000000000000e+00, 2.64558204792469844e+01, 6.15247415051252355e-01, 2.38444054526849164e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.49563024720507820e-01, 1.06808052264631432e-02, 2.11874465334890719e-03, 2.66761556883992387e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.97960235166951550e-04, 0.00000000000000000e+00, 2.64558204792469844e+01
 5.15255080094573756e+01, 2.00055923275382197e+00, 1.85043363947453132e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.24423425105916419e+00, 5.68336796748286702e-02, 5.27084432856481057e-04, 0.00000000000000000e+00, 1.27089025020407035e-03, 0.00000000000000000e+00, 2.64980735917185264e+01, 6.20336744843968058e-01, 2.43010371465328702e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.43873712704598600e-01, 1.08197516614957339e-02, 2.13608233377059545e-03, 2.68057425982644055e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.01068460381332804e-04, 0.00000000000000000e+00, 2.64980735917185264e+01
 5.15279797680074623e+01, 1.88971011355987550e+00, 1.85567738595005305e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.13517752904742331e+00, 5.80691491577952357e-02, 5.32815451367808974e-04, 0.00000000000000000e+00, 1.29771228337949296e-03, 0.00000000000000000e+00, 2.65403267041900683e+01, 6.25143192110781731e-01, 2.47590876483542791e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.38462723296479084e-01, 1.09617589421200350e-02, 2.15378523041494371e-03, 2.69367309000231663e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.04242936223856385e-04, 0.00000000000000000e+00, 2.65403267041900683e+01
 5.15304515265575489e+01, 1.78576441095477079e+00, 1.85999269594970762e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.03292484749540403e+00, 5.92979380765138453e-02, 5.38669261600040325e-04, 0.00000000000000000e+00, 1.32455960754885617e-03, 0.00000000000000000e+00, 2.65825798166616103e+01, 6.29684272491131125e-01, 2.52183179907442337e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.33312794528049794e-01, 1.11068119795633708e-02, 2.17185416750548862e-03, 2.70691509535862167e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.07483743934865250e-04, 0.00000000000000000e+00, 2.65825798166616103e+01
 5.15329232851076355e+01, 1.68831710951289860e+00, 1.86345225907125489e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.93707738003157548e+00, 6.05189809005918095e-02, 5.44645565387935431e-04, 0.00000000000000000e+00, 1.35141814557161732e-03, 0.00000000000000000e+00, 2.66248329291331487e+01, 6.33976514096661892e-01, 2.56785077623645011e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.28407636202840192e-01, 1.12548929219989293e-02, 2.19028977617524321e-03, 2.72030330673344700e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.10790928420425028e-04, 0.00000000000000000e+00, 2.66248329291331487e+01
 5.15374763497005688e+01, 1.52455373789046478e+00, 1.86780998944704901e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.77603632535003975e+00, 6.27447358736321764e-02, 5.55973422878325210e-04, 0.00000000000000000e+00, 1.40087921835917390e-03, 0.00000000000000000e+00, 2.67026646212005900e+01, 6.41283136320874192e-01, 2.65280356501664642e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.19962088895592689e-01, 1.15355189695712339e-02, 2.22520999224153689e-03, 2.74535768358425130e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.17056638396423140e-04, 0.00000000000000000e+00, 2.67026646212005900e+01
 5.15420294142935020e+01, 1.37932810553390306e+00, 1.86987978824982998e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.63326981735656229e+00, 6.49357570572598047e-02, 5.67712524180362366e-04, 0.00000000000000000e+00, 1.45026341623637699e-03, 0.00000000000000000e+00, 2.67804963132680278e+01, 6.47886963466264842e-01, 2.73790133065405818e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.12207552691905643e-01, 1.18262016613838571e-02, 2.26137721120855213e-03, 2.77093719694519432e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.23547397170335603e-04, 0.00000000000000000e+00, 2.67804963132680278e+01
 5.15465824788864353e+01, 1.25062695697454473e+00, 1.87000455001301857e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.50679452800520952e+00, 6.70877471398643177e-02, 5.79859095633688312e-04, 0.00000000000000000e+00, 1.49950979386495207e-03, 0.00000000000000000e+00, 2.68583280053354692e+01, 6.53867917761717710e-01, 2.82304785561049189e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 3.05065234389354456e-01, 1.21267727742972193e-02, 2.29879124990312782e-03, 2.79706049210949235e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.30262712274841533e-04, 0.00000000000000000e+00, 2.68583280053354692e+01
 5.15511355434793686e+01, 1.13663584712311594e+00, 1.86848615980727772e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.39482267425638362e+00, 6.91972354746087370e-02, 5.92408754935399781e-04, 0.00000000000000000e+00, 1.54856692299539878e-03, 0.00000000000000000e+00, 2.69361596974029069e+01, 6.59297201018962387e-01, 2.90816156559048772e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 2.98464932638086156e-01, 1.24370464908607602e-02, 2.33745055585592209e-03, 2.82374602683353748e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.37201836462413620e-04, 0.00000000000000000e+00, 2.69361596974029069e+01
 5.15556886080723018e+01, 1.03572739819252790e+00, 1.86558911104334924e-01,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.29575053517169625e+00, 7.12614774989019512e-02, 6.05356619251543092e-04, 0.00000000000000000e+00, 1.59739175667983888e-03, 0.00000000000000000e+00, 2.70139913894703447e+01, 6.64237989388774541e-01, 2.99317379342531747e-02, 0.00000000000000000e+00, 0.00000000000000000e+00, 2.92344357089227069e-01, 1.27568228189402950e-02, 2.37735241539124625e-03, 2.85101204300796014e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 4.44363807463867553e-04, 0.00000000000000000e+00, 2.70139913894703447e+01
