"engine.time","dot(ikr.C1)","dot(ikr.C2)","dot(ikr.Cbound)","dot(ikr.D)","dot(ikr.IC1)","dot(ikr.IC2)","dot(ikr.IO)","dot(ikr.IObound)","dot(ikr.O)","dot(ikr.Obound)","engine.pace","ikr.C1","ikr.C2","ikr.Cbound","ikr.D","ikr.IC1","ikr.IC2","ikr.IKr","ikr.IO","ikr.IObound","ikr.Kb","ikr.Kn","ikr.O","ikr.Obound","membrane.V"
 4.99028822579260591e+01, 1.27700588121594078e-09,-9.18550506530858582e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.17310659610446891e-09,-4.12823149362889774e-10,-9.27691846003839485e-10, 0.00000000000000000e+00,-1.19104697542282185e-09, 0.00000000000000000e+00,-8.78350696807842581e+01, 1.82010888116915963e-08, 8.51929295410632420e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476578226173e-01, 7.04205100217828432e-05,-4.54637684194970391e-08, 5.91074639768901267e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156560705195896e-04, 0.00000000000000000e+00,-8.78350696807842581e+01
 4.99709778350351570e+01, 1.01901191786279531e-09,-7.40773847881455315e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 4.50686189958401012e-09,-2.66605209046574809e-09,-8.95002168663466650e-10, 0.00000000000000000e+00,-1.22404571044969451e-09, 0.00000000000000000e+00,-8.78350718642183637e+01, 1.82719357314450964e-08, 8.51928789651047681e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476715745724e-01, 7.04204965278926745e-05,-4.54801371123743473e-08, 5.91074031335109975e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156477252018314e-04, 0.00000000000000000e+00,-8.78350718642183637e+01
 4.99777873927460661e+01, 9.94353643175998081e-10,-7.78316723972238891e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.93646229386651606e-09,-1.03331195770023365e-09,-8.91845700141578011e-10, 0.00000000000000000e+00,-1.22734155524201611e-09, 0.00000000000000000e+00,-8.78350720825617657e+01, 1.82787070269566485e-08, 8.51928736658890713e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476740726409e-01, 7.04204845059601121e-05,-4.54817739771813731e-08, 5.91073970604249598e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156468894359348e-04, 0.00000000000000000e+00,-8.78350720825617657e+01
 4.99845969504569752e+01, 9.70292300058683786e-10,-7.66865523275212700e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.94810758765328600e-09,-1.03229510025780111e-09,-8.88643582249446298e-10, 0.00000000000000000e+00,-1.23059568191595054e-09, 0.00000000000000000e+00,-8.78350723009051819e+01, 1.82853143861798226e-08, 8.51928684431924472e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476756425628e-01, 7.04204818531437910e-05,-4.54834108356695133e-08, 5.91073910091811507e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156460514535739e-04, 0.00000000000000000e+00,-8.78350723009051819e+01
 4.99914065081678842e+01, 9.46813010145637481e-10,-7.69744490449256903e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.49946094779960224e-09,-5.57213706707700152e-10,-8.85500940381680514e-10, 0.00000000000000000e+00,-1.23381482039305624e-09, 0.00000000000000000e+00,-8.78350725192485839e+01, 1.82917618932334983e-08, 8.51928632018404848e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476775025750e-01, 7.04204764784238619e-05,-4.54850476876925289e-08, 5.91073849793199565e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156452112787800e-04, 0.00000000000000000e+00,-8.78350725192485839e+01
 4.99982160658787933e+01, 9.23901821348893688e-10,-7.57237681084304503e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.55717240122796917e-09,-6.04476434076621494e-10,-8.82367538206801395e-10, 0.00000000000000000e+00,-1.23699256922268138e-09, 0.00000000000000000e+00,-8.78350727375920002e+01, 1.82980533821220362e-08, 8.51928580450928295e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476790696881e-01, 7.04204741044348493e-05,-4.54866845335436587e-08, 5.91073789708081464e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156443689400812e-04, 0.00000000000000000e+00,-8.78350727375920002e+01
 4.99994121838719039e+01, 9.19894938259058502e-10,-7.56440788319643310e-10,-0.00000000000000000e+00, 0.00000000000000000e+00, 2.52264347995141108e-09,-5.66727499672937951e-10,-8.81820543641815766e-10, 0.00000000000000000e+00,-1.23754958660317099e-09, 0.00000000000000000e+00,-8.78350727759446386e+01, 1.82991536850736102e-08, 8.51928571403008276e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624476793717687e-01, 7.04204734230999373e-05,-4.54869720499403677e-08, 5.91073779160467249e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156442209145468e-04, 0.00000000000000000e+00,-8.78350727759446386e+01
 5.00006083018650145e+01, 1.39057141978308450e-09, 4.79625806014953249e-07,-0.00000000000000000e+00, 0.00000000000000000e+00,-8.01282228018108304e-05, 7.96393288188702994e-05, 9.30993667030716870e-08, 0.00000000000000000e+00,-8.52217611972647622e-08, 0.00000000000000000e+00,-8.77870191752056996e+01, 1.83008169725744669e-08, 8.51934308306918100e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624380961482650e-01, 7.05157208819098689e-05, 3.15277451984319484e-07, 5.91074892738454870e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156340273863638e-04, 0.00000000000000000e+00,-8.77870191752056996e+01
 5.00018044198581251e+01, 2.33011563903755781e-09, 1.82887932614009813e-06,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.23375753245596480e-04, 2.21516295801772452e-04, 2.78165595666478522e-07, 0.00000000000000000e+00,-2.49917593621610912e-07, 0.00000000000000000e+00,-8.76925302342248756e+01, 1.83036040658210038e-08, 8.51956183874118066e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99624113787557000e-01, 7.07806706758221940e-05, 1.02465518424005927e-06, 5.91078219926924269e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61156041342933254e-04, 0.00000000000000000e+00,-8.76925302342248756e+01
 5.00030005378512357e+01, 3.28209895428218349e-09, 3.90722094083059943e-06,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.42258886708308627e-04, 3.38298419181225435e-04, 4.63804840965709349e-07, 0.00000000000000000e+00,-4.13840353667307288e-07, 0.00000000000000000e+00,-8.75980412932440373e+01, 1.83075298368458107e-08, 8.52002917915983409e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99623703679372810e-01, 7.11860417646659909e-05, 1.73402817509289989e-06, 5.91083767610842083e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61155546339955845e-04, 0.00000000000000000e+00,-8.75980412932440373e+01
 5.00041966558443463e+01, 4.24678740380117695e-09, 6.57964637597537692e-06,-0.00000000000000000e+00, 0.00000000000000000e+00,-4.41864742166878175e-04, 4.35207992859408576e-04, 6.49803021774062709e-07, 0.00000000000000000e+00,-5.76946877683739436e-07, 0.00000000000000000e+00,-8.75035523522631991e+01, 1.83126094929408600e-08, 8.52081617936992078e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99623174914594403e-01, 7.17068443161634057e-05, 2.44339385015569154e-06, 5.91091540032845098e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61154856242970158e-04, 0.00000000000000000e+00,-8.75035523522631991e+01
 5.00061367287213443e+01, 5.84088068442363652e-09, 1.17428041709566239e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-5.77542731540716140e-04, 5.65682350965014940e-04, 9.51692071467637006e-07, 0.00000000000000000e+00,-8.39956547407478361e-07, 0.00000000000000000e+00,-8.73502936999989288e+01, 1.83228301074031657e-08, 8.52273051087159368e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99622148164884816e-01, 7.27142509096339804e-05, 3.59394667274914041e-06, 5.91107898307101411e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61153409996030216e-04, 0.00000000000000000e+00,-8.73502936999989288e+01
 5.00080768015983423e+01, 7.47121669981699038e-09, 1.78606983421252042e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-6.84959176982971748e-04, 6.66938174598571986e-04, 1.25365284475738976e-06, 0.00000000000000000e+00,-1.10082001918261141e-06, 0.00000000000000000e+00,-8.71970350477346443e+01, 1.83358663439216113e-08, 8.52566263084880076e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99620921275505281e-01, 7.39115461122306368e-05, 4.74446546445268419e-06, 5.91129504718942162e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61151509295762982e-04, 0.00000000000000000e+00,-8.71970350477346443e+01
 5.00116065483001364e+01, 1.05311583873349874e-08, 3.08543641570735005e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-8.29700694992932726e-04, 7.98602861871740895e-04, 1.80213580893628857e-06, 0.00000000000000000e+00,-1.56919800320540359e-06, 0.00000000000000000e+00,-8.69181979850835233e+01, 1.83678543419959441e-08, 8.53444846388300588e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99618271272123549e-01, 7.64729708626174141e-05, 6.83758269514244552e-06, 5.91183711501254839e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61146776930529736e-04, 0.00000000000000000e+00,-8.69181979850835233e+01
 5.00151362950019305e+01, 1.37177316006773927e-08, 4.56234875628989221e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-9.32526382770232864e-04, 8.86569973798175697e-04, 2.34853208895929020e-06, 0.00000000000000000e+00,-2.02932841140173675e-06, 0.00000000000000000e+00,-8.66393609224323882e+01, 1.84107970864537479e-08, 8.54811302876732319e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99615193325787521e-01, 7.94132480299499248e-05, 8.93048717606699729e-06, 5.91257045258119376e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61140424131934887e-04, 0.00000000000000000e+00,-8.66393609224323882e+01
 5.00186660417037245e+01, 1.70372852046757316e-08, 6.16321856881247432e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.01219111483133472e-03, 9.50130767866895812e-04, 2.89206427809933497e-06, 0.00000000000000000e+00,-2.48094028698992239e-06, 0.00000000000000000e+00,-8.63605238597812672e+01, 1.84652029069202728e-08, 8.56717086528056262e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99611779482281970e-01, 8.26351644447003672e-05, 1.10231169622663316e-05, 5.91349545054294551e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61132468472182137e-04, 0.00000000000000000e+00,-8.63605238597812672e+01
 5.00221957884055186e+01, 2.04964674727655933e-08, 7.85088868479330229e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.08076122283129309e-03, 1.00172347769407520e-03, 3.43222873387624445e-06, 0.00000000000000000e+00,-2.92386691206424778e-06, 0.00000000000000000e+00,-8.60816867971301463e+01, 1.85315697860060548e-08, 8.59199783540090420e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99608093210525905e-01, 8.60714724176430600e-05, 1.31154117317810992e-05, 5.91461144471985977e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61122936245414482e-04, 0.00000000000000000e+00,-8.60816867971301463e+01
 5.00257255351073127e+01, 2.41021973817105798e-08, 9.60508735271162044e-05,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.14464368453978628e-03, 1.04795791609045563e-03, 3.96879955627935284e-06, 0.00000000000000000e+00,-3.35800683144684098e-06, 0.00000000000000000e+00,-8.58028497344790253e+01, 1.86104085713310189e-08, 8.62287579438330778e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99604167689367218e-01, 8.96861552699454147e-05, 1.52073128259537044e-05, 5.91591736771683913e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61111856893195556e-04, 0.00000000000000000e+00,-8.58028497344790253e+01
 5.00317771120518202e+01, 3.06445966634277540e-08, 1.27411823112341107e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.25156984769226047e-03, 1.12332872630680337e-03, 4.88027084653480984e-06, 0.00000000000000000e+00,-4.08161717008220989e-06, 0.00000000000000000e+00,-8.53247973182090220e+01, 1.87765501056266088e-08, 8.69068944501144905e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99596915661272734e-01, 9.62555990395753556e-05, 1.87926976306039664e-05, 5.91859380012722461e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61089374246191006e-04, 0.00000000000000000e+00,-8.53247973182090220e+01
 5.00415686527706782e+01, 4.22808224060917844e-08, 1.81392249589753136e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.42776687713054898e-03, 1.24519546486421846e-03, 6.33335050520612603e-06, 0.00000000000000000e+00,-5.19646865103487661e-06, 0.00000000000000000e+00,-8.45513014604219677e+01, 1.91357221263410496e-08, 8.84257430827485667e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99583779213346180e-01, 1.07863292437670387e-04, 2.45904185579662032e-05, 5.92407923460596357e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.61044066625180577e-04, 0.00000000000000000e+00,-8.45513014604219677e+01
 5.00576583033798670e+01, 6.46464799231438595e-08, 2.78821151533439448e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-1.74168462439546075e-03, 1.46100596321889899e-03, 8.66837183277129823e-06, 0.00000000000000000e+00,-6.87550866957209417e-06, 0.00000000000000000e+00,-8.32802779865084517e+01, 2.00065637183407184e-08, 9.21578004617007533e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99558223481718633e-01, 1.29662194244378509e-04, 3.41055614199188342e-05, 5.93612966322001564e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60947463939347757e-04, 0.00000000000000000e+00,-8.32802779865084517e+01
 5.00737479539890558e+01, 9.19217740969359145e-08, 3.87480520704427435e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.09838477571660988e-03, 1.70822766482931149e-03, 1.09462698006302148e-05, 0.00000000000000000e+00,-8.36160139185579570e-06, 0.00000000000000000e+00,-8.20092545125949357e+01, 2.12829529102906356e-08, 9.75581459577712498e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99527409176403037e-01, 1.55039187252739482e-04, 4.36024079888222175e-05, 5.95188791601920970e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60825571833357568e-04, 0.00000000000000000e+00,-8.20092545125949357e+01
 5.00898376045982445e+01, 1.25302949175378192e-07, 5.09147743454085996e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.48724403492554032e-03, 1.97444029536513171e-03, 1.31794508983439481e-05, 0.00000000000000000e+00,-9.64875774119668589e-06, 0.00000000000000000e+00,-8.07382310386814339e+01, 2.30524698346093868e-08, 1.04819638001270061e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99490630919494416e-01, 1.84504414879198969e-04, 5.30774748631349929e-05, 5.97127743174221182e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60681444397933141e-04, 0.00000000000000000e+00,-8.07382310386814339e+01
 5.01059272552074333e+01, 1.66096052908801644e-07, 6.44516989226158921e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-2.90333127531249924e-03, 2.25399990678494099e-03, 1.53714889693882327e-05, 0.00000000000000000e+00,-1.07232057208981231e-05, 0.00000000000000000e+00,-7.94713251409180970e+01, 2.54239268365743563e-08, 1.14153533732807140e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99447354670144894e-01, 2.18377948960511720e-04, 6.24973067135940790e-05, 5.99422866101505871e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60518380184833766e-04, 0.00000000000000000e+00,-7.94713251409180970e+01
 5.01220169058166221e+01, 2.15860352198841257e-07, 7.93319335461746176e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.34624962171570358e-03, 2.54676077121233739e-03, 1.75266096497508225e-05, 0.00000000000000000e+00,-1.15729549603292858e-05, 0.00000000000000000e+00,-7.82114789082899193e+01, 2.85302173320347425e-08, 1.25774367715799669e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99397222998552270e-01, 2.56799670782254495e-04, 7.18382410101264736e-05, 6.02067884246028660e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60339887867834874e-04, 0.00000000000000000e+00,-7.82114789082899193e+01
 5.01381065564258108e+01, 2.77046080940921921e-07, 9.55605233062733930e-04,-0.00000000000000000e+00, 0.00000000000000000e+00,-3.82121459705899282e-03, 2.85786692820947990e-03, 1.96661323972946905e-05, 0.00000000000000000e+00,-1.22007426914560018e-05, 0.00000000000000000e+00,-7.69516326756617417e+01, 3.25379249671287912e-08, 1.39898295026200255e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99339811908344644e-01, 2.99974081244914386e-04, 8.11522057631621494e-05, 6.05059015372848998e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.60149519482333697e-04, 0.00000000000000000e+00,-7.69516326756617417e+01
 5.01541962070349996e+01, 3.52383254261698910e-07, 1.13212500823168432e-03,-0.00000000000000000e+00, 0.00000000000000000e+00,-4.31662755116261898e-03, 3.17494721642810809e-03, 2.18002700839256100e-05, 0.00000000000000000e+00,-1.25973268353607976e-05, 0.00000000000000000e+00,-7.56917864430335641e+01, 3.76536412024504388e-08, 1.56749986795364686e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99274547901191856e-01, 3.48246319097071113e-04, 9.04391816135380707e-05, 6.08394438316040692e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.59950939003327064e-04, 0.00000000000000000e+00,-7.56917864430335641e+01
 5.01702858576441884e+01, 4.45242292688447135e-07, 1.32223412716142835e-03,-0.00000000000000000e+00, 0.00000000000000000e+00,-4.82707357950745621e-03, 3.49321116098009424e-03, 2.39365600682567281e-05, 0.00000000000000000e+00,-1.27535109950122711e-05, 0.00000000000000000e+00,-7.44319402104053722e+01, 4.41358265363986517e-08, 1.76550111126153617e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99201130325123699e-01, 4.01692348402311493e-04, 9.97000942402739886e-05, 6.12073766806835238e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.59747946401251706e-04, 0.00000000000000000e+00,-7.44319402104053722e+01
 5.01863755082533771e+01, 5.59804536032038135e-07, 1.52500065214193105e-03,-0.00000000000000000e+00, 0.00000000000000000e+00,-5.34581953886068776e-03, 3.80683793870590162e-03, 2.60818044827751383e-05, 0.00000000000000000e+00,-1.26606610059515624e-05, 0.00000000000000000e+00,-7.31720939777771946e+01, 5.23027301488988715e-08, 1.99507977571095361e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99119333998958470e-01, 4.60323700749145726e-04, 1.08936855581117647e-04, 6.16097839882242062e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.59544479563980204e-04, 0.00000000000000000e+00,-7.31720939777771946e+01
 5.02024651588625659e+01, 7.01368111786596210e-07, 1.73914656732699268e-03,-0.00000000000000000e+00, 0.00000000000000000e+00,-5.86661392949954039e-03, 4.11083509300829396e-03, 2.82431326204462619e-05, 0.00000000000000000e+00,-1.23122315679783733e-05, 0.00000000000000000e+00,-7.19114607170687066e+01, 6.25502043849585146e-08, 2.25815400839330890e-04, 0.00000000000000000e+00, 0.00000000000000000e+00, 9.99029031787654342e-01, 5.24071045676679972e-04, 1.18158230452978900e-04, 6.20468665646780422e-05, 0.00000000000000000e+00, 0.00000000000000000e+00, 0.00000000000000000e+00, 1.59344592622036687e-04, 0.00000000000000000e+00,-7.19114607170687066e+01
