"engine.time","dot(ikr.y1)","dot(ikr.y2)","dot(ikr.y3)","engine.pace","ikr.IKr","ikr.k12","ikr.k14","ikr.k21","ikr.k41","ikr.y1","ikr.y2","ikr.y3","ikr.y4","membrane.V"
 5.12104174333508695e+01, 1.89550278240379455e-01, 5.37662899860322056e-04,-3.49320270229184051e-05,-1.96608971387016425e+01, 1.88937525609775177e-02, 5.04178132701827591e-04, 7.78090474430250811e-02, 1.15928816357683065e-04, 2.51714967761096364e-01, 1.86581834355417503e-01, 4.36482299537518568e-04, 1.89740521231667402e-03, 8.11084278132728320e-01,-1.96608971387016425e+01
 5.12146757794572736e+01, 1.94298644771358303e-01, 5.55821993906370254e-04,-2.01289686711965399e-05,-1.87760496259782173e+01, 1.91484421291631714e-02, 5.37204405203923802e-04, 7.61009468529037780e-02, 1.09762912739409034e-04, 2.57521408274901997e-01, 1.87399145924987770e-01, 4.38810813944023111e-04, 1.89728859453097980e-03, 8.10264754666537246e-01,-1.87760496259782173e+01
 5.12189341255636776e+01, 1.99134225916115432e-01, 5.74709678866845404e-04,-3.89715276503683344e-06,-1.78912021132547956e+01, 1.94037822231998870e-02, 5.72394069183428133e-04, 7.44303432855819014e-02, 1.03924954912563996e-04, 2.63461788982015277e-01, 1.88236904751899164e-01, 4.41218527228403462e-04, 1.89723865831887824e-03, 8.09424638062553492e-01,-1.78912021132547956e+01
 5.12231924716700817e+01, 2.04058822709541787e-01, 5.94369475812526072e-04, 1.38612852074006601e-05,-1.70063546005313704e+01, 1.96598615810929869e-02, 6.09888837959160555e-04, 7.27964135888827246e-02, 9.83975004309511810e-05, 2.69539199550769437e-01, 1.89095459764610896e-01, 4.43708452005747299e-04, 1.89726136396239529e-03, 8.08563570419421063e-01,-1.70063546005313704e+01
 5.12274508177764858e+01, 2.09074242883071415e-01, 6.14848002803399527e-04, 3.32503663278408594e-05,-1.61215070878079452e+01, 1.99167790380430712e-02, 6.49839707804478260e-04, 7.11983526808509792e-02, 9.31640345594081013e-05, 2.75756800920489042e-01, 1.89975185108302719e-01, 4.46283916848727862e-04, 1.89736332737345430e-03, 8.07681167647475107e-01,-1.61215070878079452e+01
 5.12317091638828899e+01, 2.14182304082850772e-01, 6.36195174855605896e-04, 5.43806744348278954e-05,-1.52366595750845235e+01, 2.01746426602478074e-02, 6.92407566028757529e-04, 6.96353731530669345e-02, 8.82089209316583046e-05, 2.82117826945535888e-01, 1.90876468496719964e-01, 4.48948497252896369e-04, 1.89755169704389627e-03, 8.06777031308983372e-01,-1.52366595750845235e+01
 5.12364517381883076e+01, 2.19982516822403690e-01, 6.61057270529108931e-04, 8.01074918103467310e-05,-1.42511936281658667e+01, 2.04630722846594372e-02, 7.43106025619917859e-04, 6.79350147033345869e-02, 8.29999193715633859e-05, 2.89375042821624351e-01, 1.91906032896140638e-01, 4.52024990014750065e-04, 1.89787128204541998e-03, 8.05744070831799220e-01,-1.42511936281658667e+01
 5.12411943124937252e+01, 2.25902467913028232e-01, 6.87142224918342159e-04, 1.08313634234850041e-04,-1.32657276812472116e+01, 2.07529847934752008e-02, 7.97516654070899397e-04, 6.62761756528193885e-02, 7.80985249895916044e-05, 2.96818943753536402e-01, 1.92963334026237970e-01, 4.55221779225945715e-04, 1.89831772875556832e-03, 8.04683126465780441e-01,-1.32657276812472116e+01
 5.12459368867991429e+01, 2.31944701814506049e-01, 7.14535948041211482e-04, 1.39184302459625800e-04,-1.22802617343285565e+01, 2.10445785135956326e-02, 8.55911258410060384e-04, 6.46578421796935449e-02, 7.34865726585220232e-05, 3.04454332038828379e-01, 1.94048976667005463e-01, 4.58545140652279301e-04, 1.89890377517307001e-03, 8.03593574417169165e-01,-1.22802617343285565e+01
 5.12533831318982394e+01, 2.41684400707094155e-01, 7.60412432581349671e-04, 1.93510304908631257e-04,-1.07329963664065726e+01, 2.15063214652223937e-02, 9.56341594678195776e-04, 6.21962795707637559e-02, 6.67887087285610662e-05, 3.16840761399288684e-01, 1.95812160629195070e-01, 4.64034618675655678e-04, 1.90013852736513615e-03, 8.01823666224764198e-01,-1.07329963664065726e+01
 5.12742847561168915e+01, 2.70753797006129449e-01, 9.11278723707503713e-04, 3.91251034947345810e-04,-6.38981952271601195e+00, 2.28362056250977288e-02, 1.30576939335479798e-03, 5.57759964461054455e-02, 5.10738486320407218e-05, 3.54368578509925813e-01, 2.01163293381792896e-01, 4.81462711725752653e-04, 1.90616365490202497e-03, 7.96449080251579344e-01,-6.38981952271601195e+00
 5.12852148640751864e+01, 2.87026622200121095e-01, 1.00596159491736980e-03, 5.26958694086094919e-04,-4.11863756638069134e+00, 2.35577284198910109e-02, 1.53671986599413987e-03, 5.26870367927482208e-02, 4.43889412272292834e-05, 3.75731026060489637e-01, 2.04211016067962575e-01, 4.91936187096384502e-04, 1.91117293058200885e-03, 7.93385874814359071e-01,-4.11863756638069134e+00
 5.12961449720334812e+01, 3.04076837078512074e-01, 1.11410040337512977e-03, 6.89945555970126567e-04,-1.84745561004537251e+00, 2.43033235186843853e-02, 1.80851837894119467e-03, 4.97691484307714802e-02, 3.85790018972315626e-05, 3.98381268841853819e-01, 2.07440799627314765e-01, 5.03514978278141482e-04, 1.91780814325010602e-03, 7.90137877251156917e-01,-1.84745561004537251e+00
 5.13070750799917761e+01, 3.21742333828274552e-01, 1.23700949724026574e-03, 8.82733868004386812e-04, 4.01604964344938864e-01, 2.50722626902531200e-02, 2.12501623560973135e-03, 4.70389532601745916e-02, 3.35753530824142612e-05, 4.22156181495372762e-01, 2.10860173282726465e-01, 5.16353930262417006e-04, 1.92638252470253091e-03, 7.86697090262308607e-01, 4.01604964344938864e-01
 5.13180051879500709e+01, 3.40117771122846635e-01, 1.37781230313227770e-03, 1.11070410276059919e-03, 2.63861217027081896e+00, 2.58742120717280442e-02, 2.49474532427245268e-03, 4.44719737257400424e-02, 2.92424339407681475e-05, 4.47211001957247056e-01, 2.14476645361383528e-01, 5.30633229909760473e-04, 1.93725448440526592e-03, 7.83055466924301391e-01, 2.63861217027081896e+00
 5.13289352959083658e+01, 3.59332345902056427e-01, 1.54057825557749549e-03, 1.38084684052576815e-03, 4.87561937619669905e+00, 2.67208320591556039e-02, 2.92880314450561429e-03, 4.20450777491550784e-02, 2.54686805729549975e-05, 4.73752817175784990e-01, 2.18298628777878423e-01, 5.46570337518359419e-04, 1.95084656898268150e-03, 7.79203954315620506e-01, 4.87561937619669905e+00
 5.13398654038666606e+01, 3.79413299240388913e-01, 1.72953168754159470e-03, 1.70008805663293097e-03, 7.11262658212258003e+00, 2.76218735037252611e-02, 3.43838217705350708e-03, 3.97506207805054801e-02, 2.21819323056723738e-05, 5.01869879765277305e-01, 2.22335276211694854e-01, 5.64427022750588030e-04, 1.96765520490794609e-03, 7.75132641560646651e-01, 7.11262658212258003e+00
 5.13507955118249555e+01, 4.00386223059484014e-01, 1.94977464172974729e-03, 2.07641259561307766e-03, 9.34963378804846101e+00, 2.85889573652785590e-02, 4.03662226929043556e-03, 3.75813754433432373e-02, 1.93193408431186412e-05, 5.31655680101542849e-01, 2.26596200090399408e-01, 5.84516872134801971e-04, 1.98825979741569557e-03, 7.70831023240050150e-01, 9.34963378804846101e+00
 5.13617256197832504e+01, 4.22274662034271109e-01, 2.20747347772608541e-03, 2.51901323408426029e-03, 1.15866409939743402e+01, 2.96358811549615984e-02, 4.73894945526234269e-03, 3.55305087689642488e-02, 1.68261684991774959e-05, 5.63209257181228162e-01, 2.31091311592756088e-01, 6.07215143768233788e-04, 2.01333393969320125e-03, 7.66288139323782480e-01, 1.15866409939743402e+01
 5.13726557277415452e+01, 4.45099596981518630e-01, 2.51008604192658625e-03, 3.03845709614517651e-03, 1.38236481999002194e+01, 3.07789853043889360e-02, 5.56347372663107669e-03, 3.35915606730422742e-02, 1.46547415184487272e-05, 5.96635527930495679e-01, 2.35830753524867237e-01, 6.32971379854105928e-04, 2.04365907865287260e-03, 7.61492616016625767e-01, 1.38236481999002194e+01
 5.13835858356998401e+01, 4.68878819254858026e-01, 2.86663788495592322e-03, 3.64687083029532249e-03, 1.60606554058261004e+01, 3.20375827316254844e-02, 6.53145601131987618e-03, 3.17584236068222739e-02, 1.27635384718180494e-05, 6.32045636058067961e-01, 2.40824867781084806e-01, 6.62324989593250819e-04, 2.08014046898098498e-03, 7.56432666760340933e-01, 1.60606554058261004e+01
 5.13945159436581349e+01, 4.93626197389177956e-01, 3.28805776373214224e-03, 4.35814585716267668e-03, 1.82976626117519814e+01, 3.34344562358222450e-02, 7.66785640122703838e-03, 3.00253233187757415e-02, 1.11163962951169107e-05, 6.69557321612575529e-01, 2.46084163467156919e-01, 6.95924218704269213e-04, 2.12382536280305645e-03, 7.51096086951335784e-01, 1.82976626117519814e+01
 5.13971925487274248e+01, 4.99835168145060016e-01, 3.40259193935120658e-03, 4.54977569801273858e-03, 1.88454691705037902e+01, 3.38004240497725705e-02, 7.97505228897740434e-03, 2.96155343242896461e-02, 1.07465550662607447e-05, 6.79077726203001331e-01, 2.47413703097652232e-01, 7.04877835034227874e-04, 2.13574613464894607e-03, 7.49745672932664586e-01, 1.88454691705037902e+01
 5.13998691537967147e+01, 5.06102856096997455e-01, 3.52201418850121113e-03, 4.74876960401391345e-03, 1.93932757292555955e+01, 3.41766863361344167e-02, 8.29455530775798089e-03, 2.92113381761559196e-02, 1.03890184126401666e-05, 6.88733500986000391e-01, 2.48759939402738273e-01, 7.14144023395036015e-04, 2.14818886039642521e-03, 7.48377727713470220e-01, 1.93932757292555955e+01
 5.14002794103813443e+01, 5.06553678361020165e-01, 3.53351829279726151e-03, 4.76416953565734092e-03, 1.94386136961400808e+01, 3.42225833957185838e-02, 8.32156488467956576e-03, 2.91781340113387959e-02, 1.03599661913058735e-05, 6.89538764382410241e-01, 2.48967654245151770e-01, 7.15591174076295167e-04, 2.15013993276007807e-03, 7.48166614648011929e-01, 1.94386136961400808e+01
 5.14006896669659739e+01, 5.06763452685279892e-01, 3.54166693455085918e-03, 4.77222151747177560e-03, 1.94658628373777951e+01, 3.42626570760240293e-02, 8.33784054724742880e-03, 2.91581957207118700e-02, 1.03425442531211935e-05, 6.90023198769679658e-01, 2.49175516608962422e-01, 7.17042523766753910e-04, 2.15209618129824122e-03, 7.47955344685972578e-01, 1.94658628373777951e+01
 5.14013456930400849e+01, 5.07098805139188591e-01, 3.55474056661602431e-03, 4.78511932342209467e-03, 1.95094359275335982e+01, 3.43269018268506088e-02, 8.36393253008487630e-03, 2.91263414485034081e-02, 1.03147463398166814e-05, 6.90798547148144149e-01, 2.49508124079739241e-01, 7.19370893377899103e-04, 2.15523254883551998e-03, 7.47617272478047323e-01, 1.95094359275335982e+01
 5.14020017191141960e+01, 5.07434094429532023e-01, 3.56786599358739111e-03, 4.79804632533141137e-03, 1.95530090176894014e+01, 3.43913185052549530e-02, 8.39010616374840160e-03, 2.90945219759330236e-02, 1.02870231396548125e-05, 6.91574766751096415e-01, 2.49840941685174595e-01, 7.21707719430887619e-04, 2.15837709223755262e-03, 7.47278973503156974e-01, 1.95530090176894014e+01
 5.14026577451883071e+01, 5.07769329156589566e-01, 3.58104305621829815e-03, 4.81100293878921129e-03, 1.95965821078452045e+01, 3.44559015129801069e-02, 8.41636170375164271e-03, 2.90627372649833668e-02, 1.02593744518272142e-05, 6.92351858557492816e-01, 2.50173956953639254e-01, 7.24052863208633356e-04, 2.16152945008992467e-03, 7.46940460733062195e-01, 1.95965821078452045e+01
 5.14041020279169132e+01, 5.08507120151792669e-01, 3.61023821479222696e-03, 4.83963026795960691e-03, 1.96925110107158616e+01, 3.45987077797023299e-02, 8.47445485139408650e-03, 2.89928835418126092e-02, 1.01987657341209284e-05, 6.94065753799181118e-01, 2.50907876870413993e-01, 7.29246367199069020e-04, 2.16849934543894259e-03, 7.46194377416947940e-01, 1.96925110107158616e+01
 5.14055463106455193e+01, 5.09244563673599049e-01, 3.63968950662041943e-03, 4.86839915663407792e-03, 1.97884399135865223e+01, 3.47423720748453527e-02, 8.53294898154201287e-03, 2.89231977155125462e-02, 1.01385150710581502e-05, 6.95783891734614524e-01, 2.51642845607935761e-01, 7.34482028213635806e-04, 2.17551020789199991e-03, 7.45447162155958520e-01, 1.97884399135865223e+01
 5.14078554316882830e+01, 5.10422822577899504e-01, 3.68731481008705876e-03, 4.91468933722451727e-03, 1.99418111641322220e+01, 3.49738728978506511e-02, 8.62730940962143887e-03, 2.88121317264038584e-02, 1.00429248208703990e-05, 6.98539693135983852e-01, 2.52820119976536417e-01, 7.42941864809359216e-04, 2.18680573955263658e-03, 7.44250132419101540e-01, 1.99418111641322220e+01
 5.14117596266886991e+01, 5.12412735629613647e-01, 3.76936937986633268e-03, 4.99378409340677648e-03, 2.02011268338172698e+01, 3.53704175584224553e-02, 8.78923095356756029e-03, 2.86253138788359410e-02, 9.88334928370014477e-06, 7.03223973634621413e-01, 2.54816799612789580e-01, 7.57499380706538796e-04, 2.20614893626105328e-03, 7.42219552070242816e-01, 2.02011268338172698e+01
 5.14189504989558301e+01, 5.16069831586705829e-01, 3.92567424649235917e-03, 5.14221626043345845e-03, 2.06787427975106652e+01, 3.61180063071018242e-02, 9.09545852457691734e-03, 2.82843911228588575e-02, 9.59604407117790614e-06, 7.11933995018205756e-01, 2.58514639010740566e-01, 7.85174096616459653e-04, 2.24259662603530814e-03, 7.38457590266607622e-01, 2.06787427975106652e+01
 5.14261413712229611e+01, 5.19715540541516696e-01, 4.08893247007452443e-03, 5.29427111646137670e-03, 2.11563587612040607e+01, 3.68884040213686842e-02, 9.41235543921163653e-03, 2.79475287005443128e-02, 9.31709071213903908e-06, 7.20751897354867443e-01, 2.62238724214208907e-01, 8.14000937339373924e-04, 2.28012620231090148e-03, 7.34667148646140800e-01, 2.11563587612040607e+01
 5.14333322434900921e+01, 5.23348617196094823e-01, 4.25944809563031518e-03, 5.45001019875508870e-03, 2.16339747248974597e+01, 3.76822577845685736e-02, 9.74029343047087999e-03, 2.76146782539896316e-02, 9.04624642137266616e-06, 7.29679016841100592e-01, 2.65988974653644294e-01, 8.44029315842375520e-04, 2.31876294572588544e-03, 7.30848233084787413e-01, 2.16339747248974597e+01
 5.14446247862708361e+01, 5.29025423764391767e-01, 4.54263488275620953e-03, 5.70216976483241527e-03, 2.23840226331918757e+01, 3.89777646481416079e-02, 1.02784996640865149e-02, 2.70999527540393206e-02, 8.63671513998709472e-06, 7.43921847062556707e-01, 2.71930973548716537e-01, 8.93722802859896084e-04, 2.38172871792806384e-03, 7.24793574930495454e-01, 2.23840226331918757e+01
 5.14559173290515801e+01, 5.34662805611511360e-01, 4.84579474902467697e-03, 5.96380612063215736e-03, 2.31340705414862917e+01, 4.03352976017369025e-02, 1.08464448323626374e-02, 2.65948215118189807e-02, 8.24572368856205385e-06, 7.58442687488548595e-01, 2.77936895863804379e-01, 9.46704751398826116e-04, 2.44758479702722291e-03, 7.18668814587769544e-01, 2.31340705414862917e+01
 5.14672098718323241e+01, 5.40255452732935404e-01, 5.17031528208606542e-03, 6.23514381400931510e-03, 2.38841184497807113e+01, 4.17577851065772596e-02, 1.14457721794304062e-02, 2.60991056945694064e-02, 7.87243275320239335e-06, 7.73246964686171268e-01, 2.84006240965855083e-01, 1.00322503756840385e-03, 2.51644793116877945e-03, 7.12474086065407741e-01, 2.38841184497807113e+01
 5.14785024146130681e+01, 5.45797844724512315e-01, 5.51767359187375992e-03, 6.51640532020434336e-03, 2.46341663580751273e+01, 4.32482012438493019e-02, 1.20782157479416719e-02, 2.56126298028956541e-02, 7.51604101646795546e-06, 7.88340211145360348e-01, 2.90138452737658259e-01, 1.06354436187913498e-03, 2.58843440401507630e-03, 7.06209568496447448e-01, 2.46341663580751273e+01
 5.14897949573938121e+01, 5.51284240886377952e-01, 5.88943972794155491e-03, 6.80781240523810338e-03, 2.53842142663695469e+01, 4.48095155914137108e-02, 1.27456053962001995e-02, 2.51352216086345726e-02, 7.17578343724167621e-06, 8.03728067346432207e-01, 2.96332931322632387e-01, 1.12792864975167287e-03, 2.66365707099683845e-03, 6.99875482956619166e-01, 2.53842142663695469e+01
 5.14950145308661220e+01, 5.53799561185847833e-01, 6.06998288760271683e-03, 6.94599401265426526e-03, 2.57308970499646499e+01, 4.55559696771547992e-02, 1.30664232630506409e-02, 2.49175740027503534e-02, 7.02375991263720748e-06, 8.10941700445149793e-01, 2.99216970906984070e-01, 1.15913790336183323e-03, 2.69955083458551810e-03, 6.96924340355068561e-01, 2.57308970499646499e+01
 5.15002341043384320e+01, 5.56133700680584875e-01, 6.25222230134845746e-03, 7.07941436012442596e-03, 2.60660325432316604e+01, 4.63133702478432593e-02, 1.33842295012439275e-02, 2.47089674749457026e-02, 6.87986229130746500e-06, 8.17976601246561463e-01, 3.02113626175076866e-01, 1.19129294487592473e-03, 2.73615162624079146e-03, 6.93958929253806422e-01, 2.60660325432316604e+01
 5.15022401603598254e+01, 5.55654801660315001e-01, 6.29044977973519139e-03, 7.07365002201894907e-03, 2.61003247724193308e+01, 4.65679431821242815e-02, 1.34171813399347750e-02, 2.46877208700342944e-02, 6.86530547710321224e-06, 8.18699869625460819e-01, 3.03228659782264542e-01, 1.20387050261392564e-03, 2.75034237989096961e-03, 6.92817127335230487e-01, 2.61003247724193308e+01
 5.15042462163812189e+01, 5.55175151881496354e-01, 6.32878716328196412e-03, 7.06785369290459202e-03, 2.61346170016070012e+01, 4.68226672373550368e-02, 1.34502143057217312e-02, 2.46664925345313826e-02, 6.85077946305611705e-06, 8.19423777530169484e-01, 3.04343012949887248e-01, 1.21653160643287210e-03, 2.76453329858539036e-03, 6.91675922145094546e-01, 2.61346170016070012e+01
 5.15062522724026124e+01, 5.54695040070510181e-01, 6.36721978902766994e-03, 7.06204049754593707e-03, 2.61689092307946680e+01, 4.70773181092272036e-02, 1.34833285983388881e-02, 2.46452824527275752e-02, 6.83628418399740670e-06, 8.20148325526166566e-01, 3.05456367935637685e-01, 1.22926891058881024e-03, 2.77871114274082709e-03, 6.90535652011032619e-01, 2.61689092307946680e+01
 5.15082583284240059e+01, 5.54214501838716345e-01, 6.40574601481188558e-03, 7.05621229709584366e-03, 2.62032014599823384e+01, 4.73318673640559170e-02, 1.35165244180120974e-02, 2.46240906089269726e-02, 6.82181957489619783e-06, 8.20873514179431552e-01, 3.06568685433468990e-01, 1.24208168401897029e-03, 2.79287424668877779e-03, 6.89396358635823270e-01, 2.62032014599823384e+01
 5.15102643844453993e+01, 5.53733507479570286e-01, 6.44436758132805806e-03, 7.05036750688671845e-03, 2.62374936891700088e+01, 4.75863373710758916e-02, 1.35498019654601461e-02, 2.46029169874471959e-02, 6.80738557085920332e-06, 8.21599344056444192e-01, 3.07679997762493662e-01, 1.25497089742376594e-03, 2.80702394357847194e-03, 6.88258007396504112e-01, 2.62374936891700088e+01
 5.15134847219757646e+01, 5.52960340231221203e-01, 6.50657059400748614e-03, 7.04094638738018627e-03, 2.62925432747624512e+01, 4.79947269685031541e-02, 1.36033940862245323e-02, 2.45689648725548257e-02, 6.78427838791939841e-06, 8.22765866801395074e-01, 3.09461969163468575e-01, 1.27582436734485554e-03, 2.82971366014662593e-03, 6.86432492809039951e-01, 2.62925432747624512e+01
 5.15187289049275847e+01, 5.51698565737547497e-01, 6.60840475205051216e-03, 7.02550244368114682e-03, 2.63821891878217301e+01, 4.86594745620808553e-02, 1.36911206006522946e-02, 2.45137755412815142e-02, 6.74681706744418207e-06, 8.24669045275277623e-01, 3.12358490161383395e-01, 1.31021374568635225e-03, 2.86659737212466639e-03, 6.83464698720805508e-01, 2.63821891878217301e+01
 5.15289478666905936e+01, 5.49230235461971472e-01, 6.80877333133557763e-03, 6.99504373490258870e-03, 2.65568757245385427e+01, 4.99537153917754898e-02, 1.38636955569571441e-02, 2.44065879694978505e-02, 6.67441211832869803e-06, 8.28390288811352571e-01, 3.17983653907962571e-01, 1.37877275349632925e-03, 2.93823471295760101e-03, 6.77699338625583514e-01, 2.65568757245385427e+01
 5.15391668284536024e+01, 5.46749258836792817e-01, 7.01171822801318657e-03, 6.96410137712502510e-03, 2.67315622612553518e+01, 5.12464185884646262e-02, 1.40384458001805938e-02, 2.42998690801301404e-02, 6.60278419882644176e-06, 8.32128324118058482e-01, 3.23583515003493472e-01, 1.44939407640964934e-03, 3.00955775035965803e-03, 6.71957533169737276e-01, 2.67315622612553518e+01
 5.15493857902166113e+01, 5.44255700483709415e-01, 7.21726647898299038e-03, 6.93267348692707536e-03, 2.69062487979721610e+01, 5.25374810753154106e-02, 1.42153987495570438e-02, 2.41936168238437201e-02, 6.53192497007346215e-06, 8.35883226966722348e-01, 3.29157954154712329e-01, 1.52210316500970091e-03, 3.08056191225874109e-03, 6.66239380768019362e-01, 2.69062487979721610e+01
 5.15660020928026128e+01, 5.40174434894715394e-01, 7.55712084659323786e-03, 6.88053071341731756e-03, 2.71902937351295080e+01, 5.46329967444539391e-02, 1.45079034877300915e-02, 2.40218388372569341e-02, 6.41832588519027220e-06, 8.42025007144214577e-01, 3.38167536463215901e-01, 1.64485679062684859e-03, 3.19532304151908106e-03, 6.56992283704638136e-01, 2.71902937351295080e+01
 5.15826183953886144e+01, 5.36060390675466181e-01, 7.90404792523905983e-03, 6.82709307284859630e-03, 2.74743386722868550e+01, 5.67234330281336865e-02, 1.48064269822786015e-02, 2.38512804978560436e-02, 6.30670244334422972e-06, 8.48211914993289851e-01, 3.47109062543926539e-01, 1.77330970345675729e-03, 3.30920820264685557e-03, 6.47808419549969705e-01, 2.74743386722868550e+01
 5.15992346979746159e+01, 5.31913904532046455e-01, 8.25816550098531013e-03, 6.77235579671905605e-03, 2.77583836094441985e+01, 5.88083040603858964e-02, 1.51110930788145564e-02, 2.36819331459793107e-02, 6.19702028540811055e-06, 8.54444282096435304e-01, 3.55981987278133627e-01, 1.90758099611021588e-03, 3.42219574178458412e-03, 6.38688235983971619e-01, 2.77583836094441985e+01
 5.16004288968601870e+01, 5.31574834740436097e-01, 8.28256342454789830e-03, 6.76660605696446232e-03, 2.77759271196307829e+01, 5.89563940606335282e-02, 1.51301144606110199e-02, 2.36715132329016545e-02, 6.19030885846752449e-06, 8.54830710797186533e-01, 3.56616993660488324e-01, 1.91745738196556770e-03, 3.43027975278904513e-03, 6.38035269204756950e-01, 2.77759271196307829e+01
 5.16016230957457580e+01, 5.31164680928208566e-01, 8.30460472065111532e-03, 6.75770261829479468e-03, 2.77883485702704291e+01, 5.91016922080973423e-02, 1.51435967750393474e-02, 2.36641383234725694e-02, 6.18556131685408913e-06, 8.55104422205829828e-01, 3.57251551773502818e-01, 1.92736146260097667e-03, 3.43835497402118035e-03, 6.37382731789874923e-01, 2.77883485702704291e+01
 5.16034371780473080e+01, 5.30541811211452941e-01, 8.33810600815607268e-03, 6.74418022575310611e-03, 2.78072177335540474e+01, 5.93221398963061572e-02, 1.51641004644532500e-02, 2.36529396503252810e-02, 6.17835639229196654e-06, 8.55520379120654040e-01, 3.58214584237825040e-01, 1.94245777032590861e-03, 3.45060266780181524e-03, 6.36392355324047254e-01, 2.78072177335540474e+01
 5.16052512603488580e+01, 5.29919199106876460e-01, 8.37162822934659975e-03, 6.73066284174511122e-03, 2.78260868968376691e+01, 5.95422339510692233e-02, 1.51846319148598533e-02, 2.36417462767700808e-02, 6.17115986000586736e-06, 8.55936538373521016e-01, 3.59176483898318966e-01, 1.95761477214764128e-03, 3.46282569851933926e-03, 6.35403075631014169e-01, 2.78260868968376691e+01
 5.16070653426504080e+01, 5.29296851864768270e-01, 8.40517102191897826e-03, 6.71715086927800274e-03, 2.78449560601212909e+01, 5.97619687999090127e-02, 1.52051911638461882e-02, 2.36305582002990268e-02, 6.16397171022049523e-06, 8.56352900062855804e-01, 3.60137243990957201e-01, 1.97283226558711078e-03, 3.47502375451871470e-03, 6.34414899988937075e-01, 2.78449560601212909e+01
 5.16119782180205462e+01, 5.27612701330272160e-01, 8.49611728878957653e-03, 6.68058248204050908e-03, 2.78960572959759183e+01, 6.03552865061749502e-02, 1.52610093489551485e-02, 2.36002853673983951e-02, 6.14454686500316818e-06, 8.57481502924418715e-01, 3.62733495943258377e-01, 2.01434991610613574e-03, 3.50793529175733422e-03, 6.31744218848878103e-01, 2.78960572959759183e+01
 5.16168910933906844e+01, 5.25930439526767657e-01, 8.58721823620925244e-03, 6.64405078168778512e-03, 2.79471585318305493e+01, 6.09460168206343092e-02, 1.53170324423585955e-02, 2.35700513166714268e-02, 6.12518323431268241e-06, 8.58611593191955680e-01, 3.65321467066697103e-01, 2.05631442126195853e-03, 3.54066673347833193e-03, 6.29081551778562620e-01, 2.79471585318305493e+01
 5.16248017964783728e+01, 5.23225624070850825e-01, 8.73423596031240937e-03, 6.58530410819654563e-03, 2.80294416499240846e+01, 6.18917871670064193e-02, 1.54076732382496355e-02, 2.35214498764370582e-02, 6.09413210376075916e-06, 8.60434393203600489e-01, 3.69471260308310401e-01, 2.12482760022973368e-03, 3.59299385270054131e-03, 6.24810918238759450e-01, 2.80294416499240846e+01
 5.16327124995660611e+01, 5.20525718074993815e-01, 8.88165849088730364e-03, 6.52665312088177019e-03, 2.81117247680176234e+01, 6.28308632535182765e-02, 1.54988504144030221e-02, 2.34729486523609435e-02, 6.06323838445216496e-06, 8.62261062950884782e-01, 3.73599674335454546e-01, 2.19450543473756390e-03, 3.64485650312605571e-03, 6.20560963726681791e-01, 2.81117247680176234e+01
 5.16406232026537495e+01, 5.17830744665677578e-01, 9.02948733671603623e-03, 6.46809901626686085e-03, 2.81940078861111587e+01, 6.37632421507768471e-02, 1.55905671449279720e-02, 2.34245474377973925e-02, 6.03250127840309454e-06, 8.64091610649110886e-01, 3.77706749201439318e-01, 2.26535110785399405e-03, 3.69625552783910951e-03, 6.16331644162867565e-01, 2.81940078861111587e+01
 5.16629662612868046e+01, 5.10245814108939322e-01, 9.44922575042529342e-03, 6.30325020494039261e-03, 2.84264090408120254e+01, 6.63604829840251514e-02, 1.58525545332007002e-02, 2.32883809728800135e-02, 5.94652609315992262e-06, 8.69282841287112862e-01, 3.89191971091190858e-01, 2.47178941252650065e-03, 3.83893172440982365e-03, 6.04497307771872827e-01, 2.84264090408120254e+01
 5.16853093199198597e+01, 5.02700966933644855e-01, 9.87224980635880052e-03, 6.13921350090935493e-03, 2.86588101955128920e+01, 6.89041841886027240e-02, 1.61189444163266152e-02, 2.31530060411274628e-02, 5.86177622592937554e-06, 8.74505259446443084e-01, 4.00508158539875980e-01, 2.68764171252066112e-03, 3.97793353687992367e-03, 5.92826266210723429e-01, 2.86588101955128920e+01
 5.16992321029105781e+01, 4.98020042055242584e-01, 1.01375267678006694e-02, 6.03742115714128030e-03, 2.88036279170626912e+01, 7.04621355247968817e-02, 1.62872008502953289e-02, 2.30690471907188180e-02, 5.80957739446375412e-06, 8.77775395505482114e-01, 4.07474563521398214e-01, 2.82693711969313503e-03, 4.06269974953785747e-03, 5.85635799609370733e-01, 2.88036279170626912e+01
 5.17074838081258221e+01, 4.95116267846751390e-01, 1.02891742844243485e-02, 5.97102714344844264e-03, 2.88788187929457436e+01, 7.13685100992843130e-02, 1.63752528852673107e-02, 2.30255750234258129e-02, 5.78265880349190536e-06, 8.79478104283022311e-01, 4.11572042403581417e-01, 2.91121204620907459e-03, 4.11224242863122112e-03, 5.81404503121578431e-01, 2.88788187929457436e+01
 5.17157355133410661e+01, 4.92206703210918584e-01, 1.04403888275078488e-02, 5.90422396675183061e-03, 2.89529180066648593e+01, 7.22658778100205151e-02, 1.64624922317340508e-02, 2.29828141546549874e-02, 5.75625305781051876e-06, 8.81159323507574088e-01, 4.15645654977918444e-01, 2.99674172293402799e-03, 4.16124096011989599e-03, 5.77196362339027602e-01, 2.89529180066648593e+01
