,APD,drug concentration,qNet
0,200.8,0.1,0.34656725769286634
1,200.8,0.20691380811147897,0.34655232943244413
2,200.9,0.42813323987193935,0.3465206052964143
3,201.0,0.8858667904100825,0.3464542556474903
4,201.20000000000002,1.8329807108324356,0.3463105753888922
5,201.6,3.79269019073225,0.34600485116823976
6,202.6,7.847599703514611,0.3453523449466288
7,204.70000000000002,16.23776739188721,0.3439575220363319
8,209.10000000000002,33.59818286283781,0.34098134434911886
9,218.70000000000002,69.51927961775606,0.33463277620144644
10,239.10000000000002,143.8449888287663,0.3211887590571745
11,281.4,297.6351441631316,0.2937331815002389
12,362.6,615.8482110660261,0.24396875824711278
13,494.8,1274.2749857031322,0.1495973325327386
14,863.8000000000001,2636.6508987303555,-0.04278851636469523
15,894.3000000000001,5455.594781168515,-0.09939932185324929
16,830.8000000000001,11288.378916846883,-0.13745715493318014
17,801.7,23357.21469090121,-0.32016674446281124
18,797.2,48329.30238571752,-0.3250294721140747
19,795.7,100000.0,-0.3196310018895059
