,pulse 0,pulse 1,drug concentration
0,200.8,200.8,0.0
1,200.8,200.8,0.1
2,201.0,201.0,1.0
3,208.20000000000002,208.20000000000002,30.0
4,282.0,282.0,300.0
5,445.8,445.8,1000.0
6,895.5,418.70000000000005,10000.0
7,795.7,344.8,100000.0
