,pulse 0,pulse 1,drug concentration
0,264.39689451760256,264.3965753802249,0.0
1,266.96265098922476,266.96276156408373,0.1
2,287.4818981527442,287.48191155189005,1.0
3,403.25847732293397,403.2581718451327,10.0
4,505.58307768553243,505.58264698759547,30.0
5,625.6691413453059,625.6694835598595,100.0
6,,,300.0
7,,,500.0
8,,,1000.0
