"environment.time","0.I_Kr.I_kr","0.membrane_potential.V_m","1.I_Kr.I_kr","1.membrane_potential.V_m"
 0.00000000000000000e+00, 5.07639344665648225e-06,-8.13772213111419944e+01, 5.07662982120587167e-06,-8.13772208476315626e+01
 1.00000000000000006e-01, 5.07634236514505550e-06,-8.13772301455968972e+01, 5.07657850475991876e-06,-8.13772296877331769e+01
 2.00000000000000011e-01, 5.07629144647453633e-06,-8.13772389631518394e+01, 5.07652723213757860e-06,-8.13772385231425517e+01
 3.00000000000000044e-01, 5.07624061762984359e-06,-8.13772477713957585e+01, 5.07647600328258872e-06,-8.13772473538639645e+01
 4.00000000000000022e-01, 5.07618978902899300e-06,-8.13772565796396634e+01, 5.07642481813892212e-06,-8.13772561799016501e+01
 5.00000000000000000e-01, 5.07613896067188884e-06,-8.13772653878835825e+01, 5.07637367665042900e-06,-8.13772650012599001e+01
 6.00000000000000089e-01, 5.07608813255857855e-06,-8.13772741961275017e+01, 5.07632257876114164e-06,-8.13772738179429780e+01
 7.00000000000000067e-01, 5.07603736636075345e-06,-8.13772829975743690e+01, 5.07627152441507371e-06,-8.13772826299551753e+01
 8.00000000000000044e-01, 5.07598677580926732e-06,-8.13772917796893438e+01, 5.07622051355631766e-06,-8.13772914373007836e+01
 9.00000000000000022e-01, 5.07593618549904497e-06,-8.13773005618043328e+01, 5.07616954612899894e-06,-8.13773002399841090e+01
 1.00000000000000000e+00, 5.07588559543018381e-06,-8.13773093439193076e+01, 5.07611862207732181e-06,-8.13773090380094573e+01
 1.10000000000000009e+00, 5.07583500560263471e-06,-8.13773181260342824e+01, 5.07606774134551592e-06,-8.13773178313811485e+01
 1.20000000000000018e+00, 5.07578441601634771e-06,-8.13773269081492714e+01, 5.07601690387794731e-06,-8.13773266201034886e+01
 1.30000000000000004e+00, 5.07573402623196414e-06,-8.13773356674698789e+01, 5.07596610961885579e-06,-8.13773354041808403e+01
 1.40000000000000013e+00, 5.07568366506386871e-06,-8.13773444235491752e+01, 5.07591535851276155e-06,-8.13773441836175095e+01
