,qNet,drug concentration
0,0.4907723081535384,0.1
1,0.4902400549495897,0.16237767391887217
2,0.48939800254552307,0.26366508987303583
3,0.4880824447499134,0.42813323987193935
4,0.48606208386719363,0.6951927961775606
5,0.48304176720987785,1.1288378916846888
6,0.4787036289512292,1.8329807108324356
7,0.4728125709001296,2.9763514416313175
8,0.46539563039713905,4.832930238571752
9,0.45688940701303,7.847599703514611
10,0.44811452219723014,12.742749857031335
11,0.4399993810574718,20.6913808111479
12,0.43322065240957774,33.59818286283781
13,0.42802484281807096,54.555947811685144
14,0.4243019106158381,88.58667904100822
15,0.4217605668664117,143.8449888287663
16,0.42008236227701573,233.57214690901213
17,0.4190000849968436,379.2690190732246
18,0.4183110363400459,615.8482110660261
19,0.41787726602696457,1000.0
