"environment.time","0.I_Kr.I_kr","0.membrane_potential.V_m","1.I_Kr.I_kr","1.membrane_potential.V_m"
 0.00000000000000000e+00, 1.62909393474173300e-06,-8.13512466163986403e+01, 1.62904984740023500e-06,-8.13512466295085801e+01
 1.00000000000000006e-01, 1.62907412099522828e-06,-8.13512569971989024e+01, 1.62903006143668517e-06,-8.13512570195585596e+01
 2.00000000000000011e-01, 1.62905436665945946e-06,-8.13512673555709398e+01, 1.62901029048990252e-06,-8.13512674038913701e+01
 3.00000000000000044e-01, 1.62903462323505367e-06,-8.13512777098599003e+01, 1.62899053454230941e-06,-8.13512777825101807e+01
 4.00000000000000022e-01, 1.62901487992762333e-06,-8.13512880641488465e+01, 1.62897079357638731e-06,-8.13512881554181604e+01
 5.00000000000000000e-01, 1.62899513673713670e-06,-8.13512984184378070e+01, 1.62895106757470660e-06,-8.13512985226184497e+01
 6.00000000000000089e-01, 1.62897540183522574e-06,-8.13513087695788357e+01, 1.62893135651986542e-06,-8.13513088841142178e+01
 7.00000000000000067e-01, 1.62895572756844297e-06,-8.13513190974064315e+01, 1.62891166039455041e-06,-8.13513192399086051e+01
 8.00000000000000044e-01, 1.62893605341776978e-06,-8.13513294252340273e+01, 1.62889197918147660e-06,-8.13513295900047808e+01
 9.00000000000000022e-01, 1.62891637938320490e-06,-8.13513397530616231e+01, 1.62887231286343248e-06,-8.13513399344058996e+01
 1.00000000000000000e+00, 1.62889670546474940e-06,-8.13513500808892189e+01, 1.62885266142329592e-06,-8.13513502731150879e+01
 1.10000000000000009e+00, 1.62887705820847004e-06,-8.13513603983629849e+01, 1.62883302484397253e-06,-8.13513606061355006e+01
 1.20000000000000018e+00, 1.62885745225166832e-06,-8.13513706997736818e+01, 1.62881340310844139e-06,-8.13513709334702781e+01
 1.30000000000000004e+00, 1.62883784641014123e-06,-8.13513810011843788e+01, 1.62879379619975548e-06,-8.13513812551225470e+01
 1.40000000000000013e+00, 1.62881824068390421e-06,-8.13513913025950615e+01, 1.62877420410097966e-06,-8.13513915710954763e+01
 1.50000000000000000e+00, 1.62879863507292636e-06,-8.13514016040057584e+01, 1.62875462679529990e-06,-8.13514018813921780e+01
 1.60000000000000009e+00, 1.62877908679084811e-06,-8.13514118827163486e+01, 1.62873506426594389e-06,-8.13514121860157786e+01
 1.70000000000000018e+00, 1.62875957523540589e-06,-8.13514221469006316e+01, 1.62871551649618314e-06,-8.13514224849694187e+01
 1.80000000000000004e+00, 1.62874007313914566e-06,-8.13514324073771178e+01, 1.62869598346936224e-06,-8.13514327782562248e+01
 1.90000000000000013e+00, 1.62872058050188150e-06,-8.13514426641458215e+01, 1.62867646516890052e-06,-8.13514430658793088e+01
 2.00000000000000000e+00, 1.62870109732345756e-06,-8.13514529172067284e+01, 1.62865696157825967e-06,-8.13514533478417974e+01
 2.10000000000000009e+00, 1.62868162360368706e-06,-8.13514631665598529e+01, 1.62863747268094391e-06,-8.13514636241468310e+01
