,pulse 0,pulse 1,drug concentration
0,311.560716111928,311.5602601757504,5.483933243568516
1,334.9554712942406,334.9558967836576,41.97447771173161
2,342.3523109685345,342.35222904951746,321.27625934289745
3,343.5106215307779,343.5118109606288,2459.0844258606808
4,343.65869709045415,343.65842020474696,18822.59513594931
5,343.6726660768199,343.6723821177298,144102.56754906345
6,343.67429927038864,343.67497460572156,1104902.5808389126
7,343.67538874735277,343.6748143139662,8571778.006850185
8,343.67495739627856,343.67434843295365,73211794.32447547
9,343.674389200238,343.6747213000821,4945727436.687763
