,pulse 1,drug concentration
0,265.42181766393173,0.1
1,265.86821431561924,0.16237767391887217
2,266.5874796174173,0.26366508987303583
3,267.74221158068804,0.42813323987193935
4,269.5872471737318,0.6951927961775606
5,272.5004997203268,1.1288378916846888
6,277.0352809269927,1.8329807108324356
7,283.9340198746356,2.9763514416313175
8,294.1079260632765,4.832930238571752
9,308.49363703635083,7.847599703514611
10,327.81475505887107,12.742749857031335
11,352.2144102554055,20.6913808111479
12,380.98399513276524,33.59818286283781
13,412.53187731842655,54.555947811685144
14,444.58531959938875,88.58667904100822
15,474.6993248076078,143.8449888287663
16,500.8638423883631,233.57214690901213
17,521.9720591076747,379.2690190732246
18,538.0104510867676,615.8482110660261
19,549.8041700584475,1000.0
