,pulse 0,pulse 1,drug concentration
0,260.935753573251,260.8355422519727,0.0
1,261.8560308287802,261.75566012535893,0.1
2,269.01386347203675,268.9136446252239,1.0
3,302.87150970898387,302.77194193134585,10.0
4,323.0106949463693,322.9095904576982,30.0
5,335.9945668707577,335.8954494832062,100.0
6,340.89603099507576,340.79538610376477,300.0
7,341.9709127774623,341.87095615810046,500.0
8,342.8049284710678,342.7043810045642,1000.0
