,pulse 0,pulse 1,APD,drug concentration,qNet
0,238.84779187863853,238.84813194972747,238.84813194972747,0.09999999999999976,0.2707666208405861
1,240.30966926596506,240.31033129629753,240.31033129629753,0.1511882192671143,0.269402837832533
2,242.50789698700407,242.5091179739644,242.5091179739644,0.22857877646253566,0.2673674607324294
3,245.80346372105925,245.80503359737548,245.80503359737548,0.345584181797751,0.26434870400160715
4,250.71741373008302,250.71982104915418,250.71982104915418,0.5224825706486417,0.2599187847762942
5,257.9827080990256,257.9854393968187,257.9854393968187,0.7899320948562923,0.2535146780806316
6,268.56687269031215,268.5707032736174,268.5707032736174,1.1942842684018686,0.24446789694283816
7,283.6249641926657,283.62887425250466,283.62887425250466,1.8056171202285773,0.2320921911052724
8,304.3212456540501,304.3245456935202,304.3245456935202,2.7298803752021956,0.2158184770575345
9,331.9178947363534,331.92035871801005,331.92035871801005,4.127257537522516,0.19519983382645725
10,370.7719763815951,370.7743065132089,370.7743065132089,6.239927199004664,0.1694939663293444
11,420.54556075284745,420.5499192034266,420.5499192034266,9.434034869805043,0.1364588268285924
12,484.5730144448097,484.58267083412966,484.58267083412966,14.263149448955787,0.08621614311867089
13,558.6616115227819,558.6727900995589,558.6727900995589,21.56420194833177,0.009078369561583186
14,856.5676686227305,484.46529006151684,856.5676686227305,32.602533577938324,-0.09725064285709155
15,532.8568556549307,877.515603420464,877.515603420464,49.29119144757,-0.14294075015473032
16,,,,74.52247802607748,-0.3618264209049156
