,qNet,drug concentration
0,0.17815512522296875,5.483933243568516
1,0.08479792502526985,14.380645406353167
2,-0.10918104952966916,37.71070116281335
3,-0.3444048743690291,98.88965620990153
4,-0.35777749788118535,259.320711971849
5,-0.33101218503391844,680.0232312959253
6,-0.32828390104050503,1783.2442567860273
7,-0.3236122924965561,4676.267374769349
8,-0.5828825754327379,12262.85377589556
9,-0.3243166866444713,32158.33116799151
10,-0.5814391889950112,84337.55274660117
11,-0.3244110662029192,221215.45458219422
12,-0.5813045843249803,580477.8668052685
13,-0.5811141463198177,1524815.856235449
14,,4016654.9315958912
15,-0.32439922277909694,10659450.681855628
16,-0.5811692066151452,28861268.639476493
17,-0.5813475846705723,82736324.77833676
18,-0.5811110747031994,287114857.6900154
19,-0.3244116810142108,4945727436.687763
