,pulse 0,pulse 1,drug concentration
0,236.0384864536373,236.03831693230535,0.0
1,238.66563384522425,238.66538218073242,0.1
2,260.01852368607024,260.0186503572471,1.0
3,401.5130434572689,401.51548014391994,10.0
4,573.4058995242432,573.4202009801297,30.0
5,,329.4538018421371,100.0
6,,375.1437767124902,300.0
7,,404.58303685735376,500.0
8,,434.6621611578305,1000.0
