,pulse 0,pulse 1,drug concentration
0,236.0384864536373,236.03831693230535,0.0
1,236.07142971449628,236.07130344763777,0.1
2,236.29969767177226,236.2996733283341,1.0
3,241.55284572166266,241.5528811229836,30.0
4,275.99929576450023,275.999541111232,300.0
5,336.0271590646375,336.0277955242187,1000.0
6,490.7161600832475,851.1488745720915,10000.0
7,,385.5468031501209,100000.0
