,pulse 0,pulse 1,APD,drug concentration,qNet
0,235.99789065542205,235.99793838141187,235.99793838141187,0.1,0.2734549225045331
1,236.02501877412078,236.02488708609758,236.02501877412078,0.20691380811147897,0.273437637749961
2,236.0825322008231,236.08248644009547,236.0825322008231,0.42813323987193935,0.27339961429156334
3,236.2055420956641,236.20556431638965,236.20556431638965,0.8858667904100825,0.27331827670530434
4,236.46849226209838,236.46838850270547,236.46849226209838,1.8329807108324356,0.2731447147900128
5,237.02959444564988,237.02944718102674,237.02959444564988,3.79269019073225,0.2727750291825786
6,238.2278381864637,238.22770469016268,238.2278381864637,7.847599703514611,0.2719858397722564
7,240.7877349209403,240.78773947191007,240.78773947191007,16.23776739188721,0.2703039758364305
8,246.2580759640411,246.25792548075088,246.2580759640411,33.59818286283781,0.2667244061880298
9,257.9258229343366,257.9256880321162,257.9258229343366,69.51927961775606,0.25914945515306026
10,282.5201365443684,282.52016931235363,282.52016931235363,143.8449888287663,0.24338284415455955
11,332.35348170303683,332.35433424384775,332.35433424384775,297.6351441631316,0.21213297601143227
12,435.9131114457793,435.91771368939544,435.91771368939544,615.8482110660261,0.15345629940135308
13,599.0909533075284,599.0717052278081,599.0909533075284,1274.2749857031322,-0.0767508229007404
14,924.9953243973832,542.1663550054074,924.9953243973832,2636.6508987303555,-0.3185244111223211
15,,,,5455.594781168515,-0.3298371715447088
16,,,,11288.378916846883,-0.3611707258019083
17,,,,23357.21469090121,-0.3674601337395235
18,,,,48329.30238571752,-0.328733912241758
19,,,,100000.0,-0.32356898090236874
