,APD,drug concentration
0,236.062336706373,0.1
1,236.08947991666588,0.20691380811147897
2,236.14740071627364,0.42813323987193935
3,236.27077715840187,0.8858667904100825
4,236.53424883552742,1.8329807108324356
5,237.09699708837172,3.79269019073225
6,238.29899367072437,7.847599703514611
7,240.86679164957252,16.23776739188721
8,246.35457501222794,33.59818286283781
9,258.06069630290915,69.51927961775606
10,282.74198129353294,143.8449888287663
11,332.7742197972554,297.6351441631316
12,437.1572737884188,615.8482110660261
13,601.6427869668286,1274.2749857031322
14,,2636.6508987303555
15,,5455.594781168515
16,,11288.378916846883
17,,23357.21469090121
18,,48329.30238571752
19,,100000.0
