,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,Hill_coef,IC50,Vhalf,Kmax,Ku,n,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_23,conc_23
0,0,3.54301181015244E-10,1.12039870969578E-09,3.54301181015244E-09,1.12039870969578E-08,3.54301181015244E-08,1.12039870969578E-07,3.54301181015244E-07,1.12039870969578E-06,3.54301181015244E-06,1.12039870969578E-05,3.54301181015244E-05,0.0001120398709695,0.0003543011810152,0.0011203987096957,0.0035430118101524,0.0112039870969578,0.0354301181015244,0.112039870969578,0.354301181015245,1.12039870969578,3.54301181015245,11.2039870969578,1,0.999976338443993,0.99995562722321,0.999909554669153,0.999807820927352,0.999606177660576,0.999157347510943,0.998238152045168,0.996282434593139,0.992195994683452,0.983678077909206,0.966157671556633,0.931173507090926,0.865001878189629,0.752137295867279,0.589477187831615,0.403674300702351,0.240134179383763,0.126264916893219,0.0594920731690445,0.0246294902158354,0.0079417613233954,0,0.660926271207448,0.0343123083496716,-94.87,55.84,0.01929,0.65,147200,3.54301181015245E-10,1.26474851729923E-09,4.51477132372804E-09,1.61163739879954E-08,5.75306016399648E-08,2.05366922331392E-07,7.33098065822588E-07,2.61693932017731E-06,9.34168527345074E-06,3.33470031480491E-05,0.0001190387586826,0.0004249325195972,0.0015168811251851,0.0054148088033455,0.0193292367410861,0.0689995541046833,0.246307628719001,0.879244058202679,3.13863650064477,11.2039870969578,276.4,276.4,276.4,276.4,276.5,276.6,276.9,277.4,278.8,281.8,288.8,304.4,338.1,401.8,493.5,589.1,669.2,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,276.8,277.3,278.4,281.1,287.1,300.2,326.5,373.6,444.3,532.4,627,1000,1000,1000,22.1855411314243,11.4764705882353,,
0,0,7.05301127360122E-10,2.23035799874249E-09,7.05301127360122E-09,2.23035799874249E-08,7.05301127360123E-08,2.23035799874249E-07,7.05301127360122E-07,2.23035799874249E-06,7.05301127360122E-06,2.23035799874249E-05,7.05301127360122E-05,0.0002230357998742,0.0007053011273601,0.0022303579987424,0.0070530112736012,0.0223035799874248,0.0705301127360122,0.223035799874249,0.705301127360123,2.23035799874249,7.05301127360123,,1,0.999978087270532,0.999952759867187,0.999909165613566,0.999808162500357,0.999594953516643,0.999101133235335,0.998065388224045,0.995813453521347,0.990984029799778,0.980575485826662,0.958720703130925,0.914404220140134,0.8308893829516,0.69314784367578,0.50882599853284,0.320389474344626,0.173991715124865,0.0829424291363749,0.0341593198246291,0.0107712634173433,0,,0.689550072111547,0.0336415537418628,-94.87,55.84,0.01929,0.6754,147200,7.05301127360121E-10,2.36968362504111E-09,7.96170637612033E-09,2.67498866725113E-08,8.98747583983223E-08,3.0196285674202E-07,1.01454032786033E-06,3.40867114571748E-06,1.14525156473095E-05,3.84783714957815E-05,0.0001292803361779,0.0004343584375475,0.001459365421274,0.0049032026287666,0.016473869853485,0.0553492091795982,0.18596328513296,0.624802845967126,2.0992240272025,7.05301127360123,276.4,276.4,276.4,276.4,276.5,276.6,276.8,277.3,278.4,281,286.8,299.8,328,383.3,468.9,565.1,649.4,712.8,1000,1000,276.4,276.4,276.4,276.4,276.5,276.5,276.7,277.1,278.1,280.4,285.4,296.4,318.9,360.4,425.3,509.6,602.8,696.1,1000,1000,21.1514512241805,11.1388888888889,,
0,0,4.22379008040272E-09,1.33567970124983E-08,4.22379008040272E-08,1.33567970124983E-07,4.22379008040272E-07,1.33567970124983E-06,4.22379008040272E-06,1.33567970124983E-05,4.22379008040272E-05,0.0001335679701249,0.0004223790080402,0.0013356797012498,0.0042237900804027,0.0133567970124983,0.0422379008040271,0.133567970124983,0.422379008040272,1.33567970124983,4.22379008040272,,,,1,0.999957898375065,0.999916493411932,0.999806782312417,0.999575455932164,0.99905382809024,0.99788923151154,0.995293464813652,0.989528245341326,0.976867372919062,0.949644455577901,0.893903779225212,0.790000507993885,0.626416854908869,0.426328976246219,0.244893578098726,0.120133953605329,0.0499866073143506,0.0155096639195228,0,,,,0.720136003314385,0.0325893782465741,-94.87,55.84,0.01929,0.7008,147200,4.22379008040272E-09,1.25714836949547E-08,3.7417153618923E-08,1.11366599115422E-07,3.31466137826763E-07,9.86559717172652E-07,2.93634843646221E-06,8.73960490199617E-06,2.60121356493444E-05,7.74212574398356E-05,0.0002304328711939,0.0006858492083773,0.0020413282800957,0.0060757103693058,0.0180834493166177,0.053822700443182,0.160195272056556,0.47679742892805,1.41911671495611,4.22379008040272,276.4,276.4,276.4,276.5,276.5,276.7,277,277.7,279.1,282.2,288.9,302.9,331.5,384.6,464.4,554.5,635.6,699.4,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,276.9,277.4,278.7,281.3,287,298.8,321.7,361.9,422.8,501.3,588.4,676.7,1000,1000,20.9983729528425,11.3944444444444,,
0,0,7.64944833417992E-09,2.41896795797894E-08,7.64944833417992E-08,2.41896795797894E-07,7.64944833417992E-07,2.41896795797894E-06,7.64944833417992E-06,2.41896795797894E-05,7.64944833417992E-05,0.0002418967957978,0.0007649448334179,0.0024189679579789,0.0076494483341799,0.0241896795797894,0.0764944833417992,0.241896795797894,0.764944833417993,2.41896795797894,7.64944833417993,,,,1,0.999958566049224,0.999906754832137,0.999807686286733,0.999561788700291,0.999003859031146,0.997701364198815,0.994744248422035,0.987957047990205,0.972681617807475,0.939214416200754,0.870211155239022,0.744178946802164,0.557598931721475,0.351760855326956,0.187296897368535,0.0856762822322914,0.0337219900554394,0.0102210149186995,0,,,,0.739152364161292,0.0341363434105872,-94.87,55.84,0.01929,0.7262,147200,7.64944833417993E-09,2.27674465771207E-08,6.77639224420773E-08,2.01689248251069E-07,6.00298084793607E-07,1.78669807008397E-06,5.31784137665433E-06,1.58277648477718E-05,4.7108990722467E-05,0.0001402129124506,0.0004173229041077,0.0012420996272667,0.003696925016265,0.0110033481017633,0.0327498309854545,0.0974750066667397,0.290119876615573,0.863498713010662,2.57007563931607,7.64944833417993,276.4,276.4,276.4,276.5,276.5,276.7,277.1,277.8,279.6,283.4,291.9,310,347.3,413.5,503.3,594.2,670.2,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,276.9,277.6,279.1,282.5,289.7,304.7,333.5,382.4,452.8,538.1,628.8,1000,1000,1000,22.4959604216872,11.9058823529412,,
0,0,1.33083675631025E-08,4.20847534381084E-08,1.33083675631025E-07,4.20847534381084E-07,1.33083675631025E-06,4.20847534381084E-06,1.33083675631025E-05,4.20847534381084E-05,0.000133083675631,0.000420847534381,0.0013308367563102,0.0042084753438108,0.0133083675631024,0.0420847534381084,0.133083675631025,0.420847534381084,1.33083675631025,4.20847534381084,13.3083675631025,,,,1,0.999964406996757,0.999919434059839,0.999808252018981,0.99955310311008,0.998938929177725,0.997497954189216,0.994076609907472,0.986133091687182,0.967717441346116,0.92664569735943,0.841962962963116,0.691930560594326,0.485947980781547,0.283227608268165,0.139532033580322,0.0600800168953805,0.0226674436163906,0.0067591654340738,0,,,,0.760672106594385,0.0350869590637299,-94.87,55.84,0.01929,0.7516,147200,1.33083675631025E-08,3.96103789821995E-08,1.17894408587232E-07,3.50895192958881E-07,1.04438741342466E-06,3.1084639835681E-06,9.25188125875195E-06,2.75368501222881E-05,8.19593435594579E-05,0.0002439398103583,0.0007260506062313,0.0021609817685539,0.0064318412021745,0.0191434198344358,0.0569775452219767,0.169585198862044,0.504745151112379,1.50229895816975,4.47136966990975,13.3083675631025,276.4,276.4,276.4,276.5,276.5,276.7,277.1,278.1,280.2,284.9,295.6,319,366.6,446,542.2,630.7,699.8,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.7,277,277.8,279.7,283.8,292.9,311.8,347.6,406,485.4,576.6,670,1000,1000,1000,23.0890730458728,12.4529411764706,,
0,0,6.05126225541718E-08,1.91357714461259E-07,6.05126225541718E-07,1.91357714461259E-06,6.05126225541718E-06,1.91357714461259E-05,6.05126225541718E-05,0.0001913577144612,0.0006051262255417,0.0019135771446125,0.0060512622554171,0.0191357714461258,0.0605126225541717,0.191357714461259,0.605126225541718,1.91357714461259,6.05126225541718,,,,,,1,0.999969059691161,0.999926008656941,0.999808449141673,0.99951271871903,0.998726607778827,0.996712680001996,0.991509219572278,0.978208907355026,0.945271767404619,0.869174805966327,0.718713229452951,0.495010459040214,0.271027771351509,0.120174668141326,0.0441528182159933,0.0122955539380932,0,,,,,,0.845996062630168,0.0341347379761105,-94.87,55.84,0.01929,0.8311,147200,6.05126225541718E-08,1.59550660641988E-07,4.2067939277472E-07,1.10918469903681E-06,2.92453283357336E-06,7.71097212400763E-06,2.03311415808495E-05,5.3606122721361E-05,0.0001413406316507,0.000372665903469,0.0009825898893077,0.0025907465147265,0.0068308941264362,0.0180106831376,0.047487883881501,0.125208971714963,0.33013234780136,0.870443751530418,2.2950562997669,6.05126225541718,276.4,276.4,276.4,276.4,276.5,276.6,277,277.6,279.2,282.7,290.3,307.2,342.5,407,497.4,590.3,668.3,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,276.9,277.5,278.8,281.8,288.4,302.4,329.9,377.6,447.8,534,626.2,1000,1000,1000,22.2987997566738,11.6588235294118,,
0,0,1.42707365072627E-07,4.51280312510662E-07,1.42707365072627E-06,4.51280312510663E-06,1.42707365072627E-05,4.51280312510662E-05,0.0001427073650726,0.0004512803125106,0.0014270736507262,0.0045128031251066,0.0142707365072627,0.0451280312510662,0.142707365072627,0.451280312510663,1.42707365072627,4.51280312510663,14.2707365072627,,,,,,1,0.999963438715,0.999929123660391,0.999808566216708,0.999480582933926,0.998566501927458,0.99607184537907,0.989239179740896,0.970815406835428,0.923346655192229,0.813486623122976,0.612399063131355,0.363121661033117,0.168606353478798,0.0650221818709617,0.0216712258877838,0.0057981480437786,0,,,,,,0.891666126469639,0.0356637873700589,-94.87,55.84,0.01929,0.884075,147200,1.42707365072627E-07,3.76269502374183E-07,9.92091321599716E-07,2.61579847471848E-06,6.89694739926398E-06,1.81848425587654E-05,4.79470814758388E-05,0.0001264197154647,0.0003333246563974,0.0008788607548592,0.0023172489991584,0.0061097766562131,0.0161093481116461,0.042474727176532,0.11199102758333,0.295281243527324,0.778553556124535,2.05277393346547,5.41244823656199,14.2707365072627,276.4,276.4,276.4,276.4,276.5,276.7,277.1,278,280.1,285.2,296.9,323.5,378.3,466.7,567.2,654.6,1000,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,277,277.8,279.7,284.1,294.1,315.3,355.9,421.3,507.9,604.4,1000,1000,1000,1000,23.2862083646093,11.8875,,
0,0,3.0543426965214E-07,9.65867967570807E-07,3.0543426965214E-06,9.65867967570807E-06,3.0543426965214E-05,9.65867967570807E-05,0.0003054342696521,0.0009658679675708,0.0030543426965213,0.009658679675708,0.0305434269652139,0.0965867967570807,0.30543426965214,0.965867967570807,3.0543426965214,9.65867967570807,,,,,,,1,0.999976694905337,0.999933590553222,0.99980840709466,0.999445278825381,0.998388104988156,0.995280198979982,0.986295944603883,0.960813274071276,0.893054882671507,0.739976210825432,0.492023605051582,0.246049331147602,0.0963348224641857,0.0311432474767484,0.0079620807754903,0,,,,,,,0.946793351833839,0.0353640631997733,-94.87,55.84,0.01929,0.93705,147200,3.0543426965214E-07,7.57974517594293E-07,1.88101148563529E-06,4.6679725069408E-06,1.15841755842314E-05,2.87476251770489E-05,7.13409381022365E-05,0.0001770417353768,0.0004393518910603,0.0010903083601584,0.0027057407613798,0.0067146445311388,0.0166632560750423,0.0413520182244615,0.102620364443499,0.254665664475044,0.631985678614727,1.56835393886896,3.89207249594228,9.65867967570807,276.4,276.4,276.4,276.4,276.5,276.6,277,277.7,279.6,283.8,293.7,316,363.3,444.6,544.6,635.8,705.5,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,276.9,277.6,279.2,282.9,291.3,309.5,345.1,404.7,487.1,581.9,678.6,1000,1000,1000,22.8901725637881,12.1647058823529,,
0,0,6.02591385220169E-07,1.90556127569166E-06,6.02591385220169E-06,1.90556127569166E-05,6.02591385220169E-05,0.0001905561275691,0.0006025913852201,0.0019055612756916,0.0060259138522016,0.0190556127569165,0.0602591385220169,0.190556127569166,0.602591385220169,1.90556127569166,6.0259138522017,19.0556127569166,,,,,,,1,0.999979799283679,0.999936788990937,0.999811186705468,0.999407815064002,0.998178732200941,0.994344793683041,0.982618800028111,0.94771408275453,0.853208918194127,0.650959640816585,0.373838344460642,0.158585382481341,0.0542146756209141,0.0162242955657205,0.0039736640667454,0,,,,,,,0.995396051291489,0.036192134295527,-94.87,55.84,0.01929,0.990025,147200,6.0259138522017E-07,1.49540821021468E-06,3.7110482659164E-06,9.20944471074159E-06,2.28544243574429E-05,5.67162005002169E-05,0.0001407485635547,0.0003492857061652,0.000866797510753,0.0021510697729277,0.0053381569635375,0.0132473247153576,0.0328749441638426,0.0815834122736376,0.20245975552198,0.502429985013819,1.24684478251077,3.0942060745669,7.67867128786264,19.0556127569166,276.4,276.4,276.4,276.4,276.5,276.7,277.1,278.1,280.5,286.5,301,334.7,402.8,503.5,605.8,687.5,1000,1000,1000,1000,276.4,276.4,276.4,276.4,276.5,276.6,277,277.9,280.1,285.3,297.4,323.7,373.4,450.2,546.2,648.1,1000,1000,1000,1000,23.6450179741949,12.39375,,
