,APD,drug concentration,qNet
0,199.38708923968466,0.1,0.3628481185539321
1,199.41557697109275,0.20691380811147897,0.3628264306159173
2,199.47028751894774,0.42813323987193935,0.36278290468680874
3,199.5758483505246,0.8858667904100825,0.3627016062376676
4,199.77835600863492,1.8329807108324356,0.3625432796583367
5,200.16771682067295,3.79269019073225,0.36224026181665336
6,200.91535952175545,7.847599703514611,0.36165839150574053
7,202.34742376894144,16.23776739188721,0.36054746972257745
8,205.0773455135212,33.59818286283781,0.3584386562629348
9,210.23634533463348,69.51927961775606,0.3544861225287906
10,219.8248635508745,143.8449888287663,0.3472454779242896
11,237.09974775978333,297.6351441631316,0.33450769065751795
12,266.5483484380821,615.8482110660261,0.3136021488466614
13,312.65452315322915,1274.2749857031322,0.28280397824096765
14,384.29704962646014,2636.6508987303555,0.24197953413282722
15,486.4103809976349,5455.594781168515,0.18358257994801416
16,651.7676628767164,11288.378916846883,0.014247212197925175
17,897.6679483335354,23357.21469090121,-0.038488725945899936
18,,48329.30238571752,-0.2635468835283487
19,,100000.0,-0.23722487050941218
