,qNet,drug concentration
0,0.2938593536063184,0.1
1,0.293832142229969,0.20691380811147897
2,0.2937774290355282,0.42813323987193935
3,0.2936739774581589,0.8858667904100825
4,0.2934746191684562,1.8329807108324356
5,0.29309277107884896,3.79269019073225
6,0.29235932893922323,7.847599703514611
7,0.29096041504492315,16.23776739188721
8,0.2883095023463154,33.59818286283781
9,0.283355968846658,69.51927961775606
10,0.27433199503021166,143.8449888287663
11,0.2586143948652263,297.6351441631316
12,0.2332248991860782,615.8482110660261
13,0.19657066670222156,1274.2749857031322
14,0.14871245934154415,2636.6508987303555
15,0.08097954212000855,5455.594781168515
16,-0.10139571531732905,11288.378916846883
17,-0.154422767901539,23357.21469090121
18,-0.3737608479977035,48329.30238571752
19,-0.3534847657668329,100000.0
