,pulse 0,pulse 1,drug concentration
0,199.3564266075303,199.25634672053306,0.0
1,199.376531039298,199.2766615820186,0.1
2,199.5789410436884,199.4789005856499,1.0
3,207.14400847450122,207.0440135321034,30.0
4,286.7970934452366,286.697142758181,300.0
5,479.13593628960507,479.04349686652654,1000.0
6,,374.6150856373652,10000.0
7,954.5134004545471,,100000.0
