,Kmax,Ku,halfmax,n,Vhalf,error
2,37.014638286546585,1.2711373212622588e-05,151.99721221949517,1.1782628721663737,-2.9842713700924093e-06,0.021776917791709
0,3072758.4499140973,1.301289258273551e-05,10385521.497926768,1.0329825012405656,-0.0005116466120533,0.0227008688844901
1,718131195.8533009,1.301633305805487e-05,2427595186.458851,1.0330283312965942,-7.130467130294388e-05,0.0227008750727061
