,Kmax,Ku,halfmax,n,Vhalf,error
4,173161253.2262145,0.0003262576706397658,3191140746.4295926,1.0047318552071234,-68.66305167578344,0.03937331543399359
1,513439342.68443304,0.0003262650109087459,9462467747.723064,1.004735329379673,-68.66121065358861,0.03937331751097337
0,204608809.804228,0.0003258656352649418,3771036707.6051364,1.0047548836237221,-68.67032027543556,0.0393733193397444
3,7395030.970741231,0.0003259631867004064,136290738.08086255,1.0047417446357805,-68.6669328754745,0.03937333063966254
2,1917706.8020055704,0.00032598044537103044,35347720.18802618,1.0047655221149738,-68.66026070305642,0.03937337338507561
