,Kmax,Ku,halfmax,n,Vhalf,error
1,76440016.90083678,0.0009155181652085,8086573399.5161085,1.043938435720401,-81.92484036597114,0.0252915513497481
0,71271629.59996487,0.0009151200387369,7542305920.023543,1.0439775405434777,-81.90954030307022,0.0252915522741496
2,6008583.544173905,0.0009152665356109,635866983.8593014,1.043968155326303,-81.90259895026338,0.0252915840298206
